IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_124_CSV,PKA_124_POL,PKA_129_S,PKA_129_S_EXP,PKA_142,PKA_164_ASA,PKA_164_Q,PKA_164_Q_CSV,PKA_164_Q_EXP,PKA_189_N,PKA_189_N_EXP,PKA_234_VOL,PKA_271_HYD,PKA_294_VOL,PKA_58_HYD,MOT_2D_beta8strand,MOT_2D_beta8strand_CSV,MUT_JAK1_CSV,MUT_PAK6,MUT_TSSK6,CNV_STK38L_gain,PWY_R_HSA_8953750_EXP,GO_0003222_CSV,GO_0009791_CSV,GO_0010862_CSV,EXP_TEC,EXP_NUAK2,PKA_102_CSV_X_Fingerprint_797,PKA_105_ENG_X_Fingerprint_363,PKA_113_ASA_X_Fingerprint_611,PKA_113_HYD_X_Fingerprint_611,PKA_113_HYD_X_Fingerprint_818,PKA_121_B62_X_Fingerprint_696,PKA_121_HYD_X_Fingerprint_698,PKA_132_B62_X_Fingerprint_818,PKA_157_ASA_X_Fingerprint_714,PKA_157_ENG_X_Fingerprint_714,PKA_157_POL_X_Fingerprint_714,PKA_165_HYD_X_Fingerprint_818,PKA_165_H_X_Fingerprint_818,PKA_172_HYD_X_Fingerprint_800,PKA_180_B62_X_Fingerprint_818,PKA_190_ASA_X_Fingerprint_714,PKA_190_POL_X_Fingerprint_813,PKA_197_HYD_X_Fingerprint_698,PKA_198_VOL_X_Fingerprint_617,PKA_199_ENG_X_Fingerprint_363,PKA_200_X_Fingerprint_644,PKA_201_B62_X_Fingerprint_363,PKA_201_ENG_X_Fingerprint_363,PKA_201_VOL_X_Fingerprint_800,PKA_205_X_Fingerprint_576,PKA_249_ENG_X_Fingerprint_818,PKA_264_ASA_X_Fingerprint_798,PKA_264_EXP_X_Fingerprint_797,PKA_265_ENG_X_Fingerprint_776,PKA_266_ASA_X_Fingerprint_800,PKA_272_ASA_X_Fingerprint_576,PKA_272_ASA_X_Fingerprint_710,PKA_280_VOL_X_Fingerprint_363,PKA_291_CSV_X_Fingerprint_644,PKA_291_EXP_X_Fingerprint_644,PKA_294_VOL_X_Fingerprint_611,PKA_58_B62_X_Fingerprint_644,PKA_58_B62_X_Fingerprint_673,PKA_66_ENG_X_Fingerprint_698,PKA_71_X_Fingerprint_800,PKA_73_ASA_X_Fingerprint_714,PKA_76_ASA_X_Fingerprint_696,PKA_86_HYD_X_Fingerprint_686,PKA_92_VOL_X_Fingerprint_698,PKA_96_CSV_X_Fingerprint_818,PKA_97_B62_X_Fingerprint_800,PKA_98_HYD_X_Fingerprint_644,EXP_ACVR1B_X_EXP_AKAP4,EXP_ACVR1B_X_EXP_SMAD3,EXP_ACVR1B_X_EXP_SMAD4,EXP_GUCY2C_X_EXP_PDE5A,EXP_NPR2_X_EXP_ENTPD8,EXP_NPR2_X_EXP_POLR3GL,EXP_NPR2_X_EXP_ZNRD1,EXP_TAOK3_X_EXP_KDSR,EXP_TEC_X_EXP_SOS1,EXP_TGFBR2_X_EXP_GPC1,EXP_TGFBR2_X_EXP_NEDD4L,REC_R_HSA_1067646_CSV_X_REC_R_HSA_2980720_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_2672351_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_382551_CSV,Predicted IC50,Validation
2.927242,905962,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.736083,0,3.5093337306,3.4845337342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.955412631,24.382889911,17.515760004,11.146905518,22.160875698,37.618347184,47.888738037,28.319035535,20.451009127,29.167156727,33.286880022,0,0,0,2.9677848376,9
-0.188608,905936,312,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.49,0,0,0,0,1,0,0,0,0.843276,0,3.4152370298,3.4148131709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,11.086062717,21.659817825,27.397356334,11.533871345,20.724312402,48.54394199,51.937329243,40.187089125,21.519169334,30.31889556,29.559627743,0,0,0,0.3838661813,5
3.736611,909757,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,0,0,0,0,0,0,0,0,0,0,0,0,3.2821638555,4.5824476593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.132094649,26.651737821,31.742005007,45.216082814,14.825571796,26.090507372,35.542935054,40.470797872,22.832054624,32.062560669,44.663483596,0,0,0,2.6402400191,10
4.504063,909761,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.753136,0,0.753136,3.6457177372,3.9980521408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.813134413,32.822635312,30.001405301,38.303577593,16.436024754,27.329963497,42.097180693,36.517064224,22.19545254,33.405105167,36.81951668,0,0,0,4.6641051253,5
3.348465,907792,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0.822923,3.5565966933,4.5788912819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.949603084,23.643151848,17.421537679,16.412256204,14.155154499,26.365236264,31.218570372,38.107674889,20.946064489,37.719521452,31.244036192,0,0,0,3.1065052204,8
1.420192,905962,1021,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.736083,0,3.5093337306,3.4845337342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.955412631,24.382889911,17.515760004,11.146905518,22.160875698,37.618347184,47.888738037,28.319035535,20.451009127,29.167156727,33.286880022,0,0,0,2.3184084396,8
4.540442,924108,1052,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6762386104,5.6073484734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.651506653,26.641637477,26.875648164,12.03716097,14.387586931,27.526025558,33.891723586,51.855761135,25.170566166,51.165084489,65.20588021,0,0,0,4.8914118455,3
4.304783,1240124,1219,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4431384429,3.7671390662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.044831566,26.722056982,29.915573134,34.197111199,13.744243391,28.150216256,30.670894812,47.174529814,21.503580236,35.652635632,50.318631484,0,0,0,4.0946116268,7
7.336753,909748,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0292269188,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4827499675,4.1049282162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.175893103,25.664631587,29.217310972,45.692568071,18.884351689,34.964749811,44.046170818,47.331435458,23.401754827,31.123736516,42.944231867,0,0,0,7.2792092661,10
-2.920105,905961,283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,0,0,3.242478123,3.6386956848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,0,0,15.059730897,28.917785582,19.221122349,8.8499017772,16.992879014,37.628667068,39.92336416,38.805498858,18.524714974,27.333071071,36.322648047,0,0,0,-3.405397975,7
1.984438,907794,295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2106448544,0,0,0,3.3938347852,3.9293618213,0,3.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.835,1,1,0.096,-0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.363320527,22.105919787,25.227808211,16.575409337,19.794054288,43.656147919,52.583813273,36.308145096,21.498918671,35.050261005,34.883318751,0,0,0,1.9178203752,2
6.507888,909746,294,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597057,0,0,0,0,0,0,0,4.3923100357,4.2909588344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5,-11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.534993085,32.439601945,20.060870291,41.553712137,18.664555658,29.140752185,38.360688515,49.193838569,27.709012306,48.546492712,48.653043799,0.3952636751,0,0,6.3027211218,7
1.959447,1290907,1021,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.748952,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4534922264,4.1410945788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.383089709,23.656546457,24.073638091,29.227041213,27.663421497,32.498043615,43.249232542,39.419902216,21.901234956,31.487326665,34.134357988,0,0,0,2.0447595989,3
3.184998,905971,1019,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.735124,-2.7,0,0,0,0,0,0,0,0,0,-65.6,0,0,-0.23,0,0,0.73484,1,0,0,5.868033407,0.794644,0.794644,1.603023,3.693933278,3.9664710065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8,-4.8,0,0,0,0,0,0,-1.323,0,-10,0,0,0,0,0,0,11.482989389,21.610514448,27.343176763,31.998815195,19.074697058,35.682220815,44.079621009,39.850964808,22.001423793,28.766520826,44.75115645,0,0,0,2.5799339743,7
5.020722,1240173,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.753591,0,0,0,0,0,0,0,0,3.2964168787,3.887847673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.615606711,20.783807509,23.239710915,11.555403504,23.336569531,47.26379432,46.619159685,51.26499814,20.393413042,33.683467321,34.700590778,0,0,0,4.8066421929,1
2.71017,1674021,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0.76188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7892840993,4.4477830423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.306911342,23.987954071,25.568369046,12.150045807,13.033252999,24.32343923,28.275101074,48.424403233,24.723835227,27.532490849,38.741594231,0,0,0,3.3607281718,2
-0.727734,905936,1242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.49,0,0,0,0,1,0,0,0,0.843276,0,3.4152370298,3.4148131709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.086062717,21.659817825,27.397356334,11.533871345,20.724312402,48.54394199,51.937329243,40.187089125,21.519169334,30.31889556,29.559627743,0,0,0,-0.369254369,4
-1.250259,909698,1024,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,26,0,0,0,0,0,0,0,4.2677977546,0,0,0,3.4649590992,3.1536712857,0.810394,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,13.787676512,17.935644474,26.77257805,9.5567005735,22.224422722,44.656032559,53.424000356,48.137788183,22.520862392,20.830835026,25.887901493,0,0,0,-1.244771583,7
3.438996,907289,1025,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.780053,0,0,0,0,0,0,0,0.812558,3.8552182536,4.0435301039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,12.617044067,22.674164804,28.263060628,38.775738756,16.129391167,31.240983991,40.608009059,45.90168124,22.541701084,34.107279749,45.228368907,0,0,0,4.2527233999,5
-5.550029,909718,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4665349127,3.1650490848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.230156106,20.588267472,27.69913858,12.684974259,12.032701304,24.650229458,31.432701135,35.418206359,21.400610489,24.440028144,24.420242044,0,0,0,-2.993471621,5
3.143003,909757,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,0,0,0,0,0,0,0,0,0,0,0,0,3.2821638555,4.5824476593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.132094649,26.651737821,31.742005007,45.216082814,14.825571796,26.090507372,35.542935054,40.470797872,22.832054624,32.062560669,44.663483596,0,0,0,1.9223803574,3
-2.1838,905989,153,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828746,0,0.828746,3.6639232657,3.2535565437,0,0,0,0,0,0,0,0,0,0,0,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583304,0,0,13.275348409,20.505110071,24.38772583,13.738430424,19.230950354,39.30847699,45.112752995,44.968596808,25.543068263,25.464424813,36.247376021,0,0,0,-2.031987123,2
-0.852104,910700,1024,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5.6473946163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3571027803,4.1106978576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.884210231,27.047908644,28.970268767,24.925335659,20.226647297,35.617075342,44.547487235,37.592889592,21.967983761,33.384232567,36.134622123,0,0,0,-0.228866184,9
0.400368,909755,1014,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8814711443,3.5749217625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845860592,28.01545096,29.777574305,15.755150668,16.733924005,33.226682543,39.934110499,40.642636802,25.597053875,42.929302116,37.12913845,0,0,0,0.6618109456,3
3.083717,907790,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.621718,0,0,0,0,0,0,0,0,3.2861483496,3.5329565839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.441991722,25.239762623,29.027712229,11.311699914,14.653937602,20.263058267,38.593725254,39.777857344,17.923433961,26.812131762,25.695942284,0,0,0,3.9646540119,3
4.571523,907287,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.539629,0.760778,0,0,0,0,0,0,0,3.7266494343,4.2844697639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.992871417,37.708041175,31.770637597,32.561992262,19.852077822,30.982309698,39.740070972,43.802368657,26.365996816,29.205512727,42.359351621,0,0.5968442954,1.2847033887,5.0461346549,3
4.83253,910554,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.570017,2.4,0,0,0,0,0,0,0,0,0,40,-0.29,0,-0.29,2,1.528455,0.691678,0,0,0,0,0,0,0,3.8770180208,4.5183740163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.237754063,23.316834011,31.079134405,35.821859178,19.708914349,40.584301473,50.332267667,44.914926046,24.39503086,28.083582616,43.774123658,0,1.272341446,2.5010813366,5.6916890828,3
6.21,908458,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1970283441,3.3485564258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.878046491,18.671557833,25.785547915,33.791015621,13.710136127,33.932993936,34.407996739,34.958257111,21.111657233,16.420627883,22.597243553,0,0,0,5.4950099705,3
4.40662,909718,288,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4665349127,3.1650490848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.230156106,20.588267472,27.69913858,12.684974259,12.032701304,24.650229458,31.432701135,35.418206359,21.400610489,24.440028144,24.420242044,0,0,0,4.3143054138,6
6.471215,909755,230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8814711443,3.5749217625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845860592,28.01545096,29.777574305,15.755150668,16.733924005,33.226682543,39.934110499,40.642636802,25.597053875,42.929302116,37.12913845,0,0,0,6.3140256348,8
