IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_784,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,MOT_2D_beta2strand,REC_R_HSA_3928578_CSV,REC_R_HSA_445797_EXP,REC_R_HSA_5672972,REC_R_HSA_5672972_EXP,PWY_R_HSA_194138_CSV,PWY_R_HSA_195258_EXP,PWY_R_HSA_416482_EXP,GO_0006357,GO_0032793,GO_0034162_EXP,GO_0035556_CSV,GO_0042981_EXP,GO_0048010,GO_0090002,GO_2000145_EXP,CLS_gender_m,EXP_RIOK1,EXP_PRPF4B,EXP_FGR,EXP_BCKDK,EXP_AKT3,EXP_CDKL3,EXP_CDK13,EXP_BRDT
-0.84678,949165,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4.69778439840232,0,0,0,1.373047,0,0,1,0,1,7.34322175538196,6.46404737308601,3.37092905488733,4.95897407125751,3.04904284870197,3.2046539068609,4.37978408453314,2.7228380038075
-1.18581,949166,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,0,0,1,7.39282417826303,6.93718134009483,3.32895434757068,5.08772461971807,4.02982975280659,3.33142958287551,5.28607462716129,3.09418341723547
1.171774,949168,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.797824,6.88244124972092,0,0,0,11.6129893196495,0,0,0,0,0,12.5352021975822,0,0,0,0,7.18331963237032,5.86775374992937,3.32942297416739,5.15865021384661,3.94217649242491,3.3971811521094,4.7387017725514,3.24288844568621
0.058606,1240221,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52931020715811,1,8.41741197089955,6.89213208926777,3.22184808849856,5.32941743061241,3.09777853997498,3.09220308395211,4.73589023860002,2.9104851548456
2.288166,1290767,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5.32905807795593,0,5.32905807795593,0,0,0,0,0,4.89536503838098,0,0,0,1,6.3649915873471,5.76156887016485,3.30326074973393,5.58094513341995,4.95871903658009,3.02901299913602,4.19154345764311,3.14914066307736
-0.810961,1290768,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.09545898749844,6.16474542019103,3.14188378812839,5.62353266081652,4.7251322872527,3.0397370770547,4.19720321188573,3.1382006779186
-0.023193,1290795,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.52423924433287,6.23920087444478,3.36535506912485,5.24261063861023,3.81966691192901,3.18095319867678,3.96967378961427,3.21549520469571
-0.379953,1299067,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.92467889947028,0,0,0,0,8.15401355180092,7.35035578306157,3.16268121285054,5.11304085665492,2.83114497153847,3.02600590062097,4.59059296159998,2.94102057746312
2.206059,684052,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.46036522960319,0,8.78707545932325,0,0,0,0,0,0,0,0,0,0,7.8637685427244,6.95243325284748,3.09657578223414,5.2281415778282,3.0634548313511,3.08647831205747,4.53552035874039,3.09265992948958
1.671845,684057,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.65247620545115,0,0,0,0,0,0,0,0,1,8.27720944849043,7.42341901332698,3.14275449305759,5.02847984530176,3.0909651148822,3.59159842945593,5.29784133572862,2.94173067949618
3.476085,684059,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.741978069696,0,1,0,0.792229,2.96668388526615,0,0,0,1,8.33078667831113,7.03735368522785,3.07994310460713,4.72901596012345,2.8179604971553,3.63155711890023,5.36212438004725,3.01966081110155
1.091721,684072,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.719164,0,0,0,0,1,7.78970251389104,6.94242709384883,3.09032623873556,4.82342595599209,4.22515565895233,3.56468345805296,5.11642656466742,2.81202304142813
1.142757,907060,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.93080057602447,0,0,0,0,0,0,0,0,0,0,0,0,6.78064952130754,7.58751313173046,3.44969679230554,4.82951149719553,3.91129039313293,3.06649880447536,4.4691963518442,2.96133897162613
1.570416,907072,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.77021603367247,0,0,0,0,0,8.10351074539155,0,0,0,0,7.20195133248712,6.14510241168797,3.22875972914388,5.64575253868482,3.26421432221653,3.18803687335832,4.30705673941508,2.9821391631283
1.889606,907290,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.808822,0,0,0,0,0,6.87664598163972,6.3598460822087,3.53235698127096,5.75915407324094,4.00017463314101,3.20755628112436,5.09178073929438,3.05196809869215
2.482693,909717,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.676585,0,0,0,2.82169093923122,1,6.3944631182001,6.61565819778555,3.31489686984829,5.36581859711211,5.70412448294177,2.96068148695995,5.11798490502114,2.8853078362228
1.200615,909731,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.692127,3.91753780352754,0,0,0,1,8.10009223171946,6.68705041670726,3.17581606296393,4.35149933369341,3.79275992291565,3.26894137643546,4.87678627498281,2.95071457012264
1.453904,909776,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8.10408698176282,0,0,0,15.4767716325228,0,0,0,7.37268465076003,0.695469,8.02834277519493,0,0,0,0,5.88700474682062,5.6821306970083,3.42090452739787,5.5230158907326,5.16286337698524,3.03696293540959,4.40412522203587,2.7347708293733
3.160651,909977,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.799522,0,1,4.58496980640333,0,0,0,0,0,4.25491332276539,0,5.01854003797381,1,0,0,0,6.40785784136597,5.77698244316425,3.54182004993205,5.40374327588506,3.80694615197364,3.09331589056299,4.06642637827186,3.07211127364817
2.011933,910849,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.777958,9.50805244113369,0,0,0,9.50805244113369,0,0,0,0,0.549837,15.5142647368305,0,0,0,1,6.58092459158079,6.44493397809012,3.31222327162903,6.79464174593097,3.48107304041186,3.03211879865462,3.8942606464724,3.06408681486861
2.419449,925345,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.809279,7.30948312679039,0,1,1,0,2.376703,2.87719001196948,1,0,7.30948312679039,1,8.03400745526574,6.85116010203467,3.21539616007864,5.25664630890067,3.02576408014036,3.15377034161502,4.72734669272061,2.77656965717713
0.544508,949155,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4.17060918181519,0,0,0.778857,7.17502425450578,3.00441507269059,1,0,0,0,6.91491759116126,1,1,6.68552671138247,1,8.13166856538514,7.24617193650654,3.09630471673777,4.09134539652181,3.14608260305882,4.11736060436301,5.14441754691403,2.88791985658271
1.74761,949156,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.776085,0,1,0,0,1,6.90106660934008,6.61984579330589,3.20959299327433,5.18894886332714,2.92612859177081,3.40817420185017,6.46467757402852,2.87805338231314
2.131481,949157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.47497040056226,0,0,0,0,0.888198,3.92631279203626,1,0,0,1,6.85019437566918,6.28030243424763,3.29872399482162,5.32516370647198,4.10103192990307,3.24633554461803,4.3550832706681,2.89843269707616
1.400763,949158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.637623,0,3.21680393554477,0,0,0,0.637623,0,1,0,0,0,8.2084580305325,6.42029783849711,3.14190551193584,5.32415801208082,3.04626017443619,3.32109621331418,4.94962820743842,2.64529274448353
1.046167,949160,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.714234,0,0,1,0,0,0,0,1,0,0,0,7.08049672522351,6.86042172876355,3.06976205008206,4.65744586205612,3.49997836654427,3.35662294650778,5.59360878371341,2.90038667248887
1.356164,949163,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.33135172611261,3.33135172611261,0,0,0,0.739629,0,1,1,3.33135172611261,1,7.77505986500846,7.1593938782886,3.20480343625647,4.92536193075501,2.98915297412277,3.67682302900468,5.64023251536624,2.91041685647507
1.239835,949164,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25757909174221,0,1,0,0,7.9388763429474,6.87597407668893,3.18894448358968,5.26616222764278,3.16410759184209,3.3264837741774,5.51408304160765,3.19416340711267
0.788783,949165,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4.69778439840232,0,0,0,1.373047,0,0,1,0,1,7.34322175538196,6.46404737308601,3.37092905488733,4.95897407125751,3.04904284870197,3.2046539068609,4.37978408453314,2.7228380038075
0.649465,949166,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,0,0,1,7.39282417826303,6.93718134009483,3.32895434757068,5.08772461971807,4.02982975280659,3.33142958287551,5.28607462716129,3.09418341723547
3.308492,949168,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.797824,6.88244124972092,0,0,0,11.6129893196495,0,0,0,0,0,12.5352021975822,0,0,0,0,7.18331963237032,5.86775374992937,3.32942297416739,5.15865021384661,3.94217649242491,3.3971811521094,4.7387017725514,3.24288844568621
2.954161,1240221,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52931020715811,1,8.41741197089955,6.89213208926777,3.22184808849856,5.32941743061241,3.09777853997498,3.09220308395211,4.73589023860002,2.9104851548456
2.09024,1290767,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5.32905807795593,0,5.32905807795593,0,0,0,0,0,4.89536503838098,0,0,0,1,6.3649915873471,5.76156887016485,3.30326074973393,5.58094513341995,4.95871903658009,3.02901299913602,4.19154345764311,3.14914066307736
2.766964,1290795,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.52423924433287,6.23920087444478,3.36535506912485,5.24261063861023,3.81966691192901,3.18095319867678,3.96967378961427,3.21549520469571
1.304698,1299067,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.92467889947028,0,0,0,0,8.15401355180092,7.35035578306157,3.16268121285054,5.11304085665492,2.83114497153847,3.02600590062097,4.59059296159998,2.94102057746312
0.734824,684052,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4.46036522960319,0,8.78707545932325,0,0,0,0,0,0,0,0,0,0,7.8637685427244,6.95243325284748,3.09657578223414,5.2281415778282,3.0634548313511,3.08647831205747,4.53552035874039,3.09265992948958
0.56789,684057,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3.65247620545115,0,0,0,0,0,0,0,0,1,8.27720944849043,7.42341901332698,3.14275449305759,5.02847984530176,3.0909651148822,3.59159842945593,5.29784133572862,2.94173067949618
0.179503,684059,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7.741978069696,0,1,0,0.792229,2.96668388526615,0,0,0,1,8.33078667831113,7.03735368522785,3.07994310460713,4.72901596012345,2.8179604971553,3.63155711890023,5.36212438004725,3.01966081110155
0.512379,684072,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.719164,0,0,0,0,1,7.78970251389104,6.94242709384883,3.09032623873556,4.82342595599209,4.22515565895233,3.56468345805296,5.11642656466742,2.81202304142813
-0.199244,907060,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2.93080057602447,0,0,0,0,0,0,0,0,0,0,0,0,6.78064952130754,7.58751313173046,3.44969679230554,4.82951149719553,3.91129039313293,3.06649880447536,4.4691963518442,2.96133897162613
-0.227645,907072,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2.77021603367247,0,0,0,0,0,8.10351074539155,0,0,0,0,7.20195133248712,6.14510241168797,3.22875972914388,5.64575253868482,3.26421432221653,3.18803687335832,4.30705673941508,2.9821391631283
0.637391,907290,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.808822,0,0,0,0,0,6.87664598163972,6.3598460822087,3.53235698127096,5.75915407324094,4.00017463314101,3.20755628112436,5.09178073929438,3.05196809869215
1.295967,909717,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.676585,0,0,0,2.82169093923122,1,6.3944631182001,6.61565819778555,3.31489686984829,5.36581859711211,5.70412448294177,2.96068148695995,5.11798490502114,2.8853078362228
0.353172,909731,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.692127,3.91753780352754,0,0,0,1,8.10009223171946,6.68705041670726,3.17581606296393,4.35149933369341,3.79275992291565,3.26894137643546,4.87678627498281,2.95071457012264
-0.265275,909776,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,8.10408698176282,0,0,0,15.4767716325228,0,0,0,7.37268465076003,0.695469,8.02834277519493,0,0,0,0,5.88700474682062,5.6821306970083,3.42090452739787,5.5230158907326,5.16286337698524,3.03696293540959,4.40412522203587,2.7347708293733
2.572495,909977,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.799522,0,1,4.58496980640333,0,0,0,0,0,4.25491332276539,0,5.01854003797381,1,0,0,0,6.40785784136597,5.77698244316425,3.54182004993205,5.40374327588506,3.80694615197364,3.09331589056299,4.06642637827186,3.07211127364817
-0.718508,910849,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.777958,9.50805244113369,0,0,0,9.50805244113369,0,0,0,0,0.549837,15.5142647368305,0,0,0,1,6.58092459158079,6.44493397809012,3.31222327162903,6.79464174593097,3.48107304041186,3.03211879865462,3.8942606464724,3.06408681486861
-0.150092,925345,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0.809279,7.30948312679039,0,1,1,0,2.376703,2.87719001196948,1,0,7.30948312679039,1,8.03400745526574,6.85116010203467,3.21539616007864,5.25664630890067,3.02576408014036,3.15377034161502,4.72734669272061,2.77656965717713
1.424782,949155,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4.17060918181519,0,0,0.778857,7.17502425450578,3.00441507269059,1,0,0,0,6.91491759116126,1,1,6.68552671138247,1,8.13166856538514,7.24617193650654,3.09630471673777,4.09134539652181,3.14608260305882,4.11736060436301,5.14441754691403,2.88791985658271
0.293498,949156,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.776085,0,1,0,0,1,6.90106660934008,6.61984579330589,3.20959299327433,5.18894886332714,2.92612859177081,3.40817420185017,6.46467757402852,2.87805338231314
0.412347,949157,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5.47497040056226,0,0,0,0,0.888198,3.92631279203626,1,0,0,1,6.85019437566918,6.28030243424763,3.29872399482162,5.32516370647198,4.10103192990307,3.24633554461803,4.3550832706681,2.89843269707616
1.415368,949158,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.637623,0,3.21680393554477,0,0,0,0.637623,0,1,0,0,0,8.2084580305325,6.42029783849711,3.14190551193584,5.32415801208082,3.04626017443619,3.32109621331418,4.94962820743842,2.64529274448353
0.844837,949160,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.714234,0,0,1,0,0,0,0,1,0,0,0,7.08049672522351,6.86042172876355,3.06976205008206,4.65744586205612,3.49997836654427,3.35662294650778,5.59360878371341,2.90038667248887
0.58688,949163,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3.33135172611261,3.33135172611261,0,0,0,0.739629,0,1,1,3.33135172611261,1,7.77505986500846,7.1593938782886,3.20480343625647,4.92536193075501,2.98915297412277,3.67682302900468,5.64023251536624,2.91041685647507
1.965987,949164,159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25757909174221,0,1,0,0,7.9388763429474,6.87597407668893,3.18894448358968,5.26616222764278,3.16410759184209,3.3264837741774,5.51408304160765,3.19416340711267
