IC50,Cancer,Drug,PKA_260_ENG,PKA_260_EXP,SDOM_subdomainIV,MUT_GUCY2C,MUT_RPS6KB2,MUT_RPS6KB2_EXP,MUT_TRPM6_EXP,REC_R_HSA_198640,PWY_R_HSA_1643685_CSV,PWY_R_HSA_170834_EXP,GO_0060612,GO_0061024,SFAM_DYRK1_EXP,SFAM_FJ,SFAM_FJ_EXP,EXP_SBK2,EXP_ACVR2B,EXP_SBK1,EXP_STK10,EXP_STK19
5.208859,1298539,193,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
5.698096,1479987,193,0,0,0,0,0,0,0,0,0,0,1,0,3.8512056449,0,0,3.3253510967,4.3818567525,5.5025090536,4.9604694252,2.8835960733
5.159094,1479988,193,0,0,0,0,1,4.11102873,0,0,0.806595,0,0,0,0,0,0,3.7297444031,4.0766479064,3.6349007583,4.7527469508,2.6642147813
5.997585,1479995,193,0,0,0,0,0,0,0,0,0.751923,5.2271129622,0,0,0,1,5.1616149755,3.4189769196,4.3477345426,4.3345905353,4.4236387386,3.023943947
6.012787,1480360,193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4693952925,3.9616000565,4.0304990539,4.2804118829,2.8522580196
6.329183,1480364,193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3235198815,4.2247869132,5.7699520212,3.4614934092,3.173432373
5.959638,1480371,193,0,0,2,0,0,0,0,1,0,0,1,0,3.374177316,0,0,3.4613653167,4.0971838113,6.4353601268,4.4889118608,2.7181585597
4.800064,1480372,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2954766953,4.3574387278,4.5832952234,4.3429367682,2.7106163821
5.997038,1480374,193,-3.239,4.7159664778,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2164318631,3.9668787496,7.3168549611,3.5548584686,2.8942232905
2.740547,905933,199,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
1.774559,905959,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
3.481143,905969,199,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
2.154927,905990,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
3.212363,905991,199,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
1.989702,906804,199,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
3.986883,906852,199,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
3.310748,909255,199,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
2.178141,909699,199,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
3.098567,909753,199,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
3.43928,909774,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
4.12762,910548,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
3.066567,911905,199,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
1.330315,924186,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
3.070207,946360,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
3.452878,949090,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
3.354114,1240128,199,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
4.695629,1240129,199,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
2.34758,1240197,199,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
5.387097,1240198,199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
4.980635,1240199,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
4.259966,1240200,199,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
4.745079,1240222,199,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
3.724039,1298365,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
4.022421,1298539,199,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
2.333463,905933,202,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
1.845113,905959,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
2.67983,905969,202,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
3.304174,905990,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
2.237834,905991,202,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
2.202157,906804,202,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
1.34202,906852,202,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
1.513667,909255,202,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
2.864539,909699,202,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
2.173318,909753,202,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
1.199483,909774,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
1.539475,910548,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
2.996829,911905,202,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
2.373469,924186,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
2.24958,946360,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
3.014533,949090,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
2.285048,1240128,202,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
2.342783,1240129,202,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
2.436997,1240197,202,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
2.978794,1240198,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
4.345714,1240199,202,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
2.732237,1240200,202,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
2.848106,1240222,202,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
3.027627,1298365,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
1.384207,1298539,202,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
4.650619,905933,203,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
1.851487,905959,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
1.751611,905969,203,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
3.3818,905990,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
3.006287,905991,203,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
0.754425,906804,203,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
2.794582,906852,203,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
1.202421,909255,203,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
2.660271,909257,203,0,0,0,0,0,0,2.9697393806,0,3.133484,3.3996797735,0,0,0,1,4.2759125266,3.6442235877,4.7384835651,5.0233846971,4.333591723,2.7617218535
3.416344,909699,203,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
2.416289,909753,203,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
4.45705,909774,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
3.043206,910548,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
2.322285,911905,203,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
2.979694,924186,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
5.25524,946360,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
2.609949,949090,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
1.901814,1240128,203,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
3.796237,1240129,203,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
2.92108,1240197,203,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
3.125011,1240198,203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
5.029886,1240199,203,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
2.86711,1240200,203,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
2.347055,1240222,203,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
3.445279,1298365,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
3.09918,1298539,203,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
3.68482,1479987,203,0,0,0,0,0,0,0,0,0,0,1,0,3.8512056449,0,0,3.3253510967,4.3818567525,5.5025090536,4.9604694252,2.8835960733
2.769237,1479988,203,0,0,0,0,1,4.11102873,0,0,0.806595,0,0,0,0,0,0,3.7297444031,4.0766479064,3.6349007583,4.7527469508,2.6642147813
3.63841,1479995,203,0,0,0,0,0,0,0,0,0.751923,5.2271129622,0,0,0,1,5.1616149755,3.4189769196,4.3477345426,4.3345905353,4.4236387386,3.023943947
2.954164,1480360,203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4693952925,3.9616000565,4.0304990539,4.2804118829,2.8522580196
5.921498,1480364,203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3235198815,4.2247869132,5.7699520212,3.4614934092,3.173432373
2.97241,1480371,203,0,0,2,0,0,0,0,1,0,0,1,0,3.374177316,0,0,3.4613653167,4.0971838113,6.4353601268,4.4889118608,2.7181585597
3.232778,1480372,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2954766953,4.3574387278,4.5832952234,4.3429367682,2.7106163821
5.090544,1480374,203,-3.239,4.7159664778,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2164318631,3.9668787496,7.3168549611,3.5548584686,2.8942232905
4.426118,905933,206,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
4.736544,905959,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
4.706814,905969,206,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
4.542481,905990,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
3.715428,905991,206,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
3.071765,906804,206,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
4.711953,906852,206,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
3.292222,909255,206,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
3.770861,909257,206,0,0,0,0,0,0,2.9697393806,0,3.133484,3.3996797735,0,0,0,1,4.2759125266,3.6442235877,4.7384835651,5.0233846971,4.333591723,2.7617218535
4.098246,909699,206,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
4.731421,909753,206,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
4.364782,909774,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
4.307019,910548,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
4.93795,911905,206,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
4.625506,924186,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
4.7997,946360,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
4.871364,949090,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
3.924539,1240128,206,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
4.948889,1240129,206,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
4.78169,1240197,206,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
4.00749,1240198,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
5.717328,1240199,206,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
4.351857,1240200,206,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
3.918414,1240222,206,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
3.524239,1298365,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
4.307026,1298539,206,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
4.463939,1479987,206,0,0,0,0,0,0,0,0,0,0,1,0,3.8512056449,0,0,3.3253510967,4.3818567525,5.5025090536,4.9604694252,2.8835960733
4.035142,1479988,206,0,0,0,0,1,4.11102873,0,0,0.806595,0,0,0,0,0,0,3.7297444031,4.0766479064,3.6349007583,4.7527469508,2.6642147813
3.962532,1479995,206,0,0,0,0,0,0,0,0,0.751923,5.2271129622,0,0,0,1,5.1616149755,3.4189769196,4.3477345426,4.3345905353,4.4236387386,3.023943947
5.280936,1480360,206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4693952925,3.9616000565,4.0304990539,4.2804118829,2.8522580196
5.052216,1480364,206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3235198815,4.2247869132,5.7699520212,3.4614934092,3.173432373
4.557639,1480371,206,0,0,2,0,0,0,0,1,0,0,1,0,3.374177316,0,0,3.4613653167,4.0971838113,6.4353601268,4.4889118608,2.7181585597
4.257409,1480372,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2954766953,4.3574387278,4.5832952234,4.3429367682,2.7106163821
5.217449,1480374,206,-3.239,4.7159664778,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2164318631,3.9668787496,7.3168549611,3.5548584686,2.8942232905
2.274911,905933,207,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
1.593127,905959,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
2.242709,905969,207,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
1.829852,905990,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
1.365155,905991,207,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
1.968361,906804,207,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
1.859004,906852,207,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
0.077959,909255,207,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
2.468974,909699,207,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
1.745479,909753,207,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
0.372914,909774,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
0.961104,910548,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
1.68743,911905,207,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
1.270579,924186,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
2.708887,946360,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
2.963991,949090,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
3.573331,1240128,207,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
1.868475,1240129,207,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
2.466574,1240198,207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
4.025119,1240199,207,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
0.769295,1240200,207,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
3.385264,1240222,207,0,0,1,1,0,0,0,1,0,0,0,0,3.0463011526,0,0,3.4589596577,5.2334265061,5.1158535612,4.6776584622,2.7729221642
0.208436,1298365,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5469899267,3.8384419797,4.0336007915,4.1648936087,2.6622992598
2.171774,1298539,207,0,0,0,0,0,0,2.8410125748,0,0.752228,0,0,0,0,1,4.8660451132,3.4958877849,3.9647897182,3.5246987319,5.6346207612,2.8917732902
5.106749,905933,219,-3.861,6.5545862821,0,0,0,0,0,0,0,0,1,0,4.0550872099,0,0,3.2581508771,4.3425414385,5.7679167725,3.5922414072,3.1755934124
-0.523792,905959,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5536610171,4.0620910851,3.5693391534,4.4666638184,3.1097863985
-0.470012,905969,219,0,0,0,0,0,0,0,0,0.834993,6.585708637,0,0,0,0,0,3.333628637,4.5371134834,4.7581645028,4.8905624226,2.5870349309
1.132385,905990,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.316716036,4.7301667258,4.2776253048,3.5996860333,3.0115798512
0.877952,905991,219,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.2189426932,4.7767566808,4.8469806673,4.4430645669,2.8536282614
-1.128201,906804,219,0,0,0,0,0,0,3.1827323793,0,0,0,0,0,0,0,0,3.6981302241,6.1191158118,6.1217814536,4.9726168626,3.1102632103
1.019668,906852,219,0,0,1,0,0,0,0,0,2.421447,0,0,0,0,0,0,3.3876790599,3.8681552992,5.9578128237,5.2496082754,2.7166409539
-1.834572,909255,219,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.3129546136,6.9509191235,5.4712266825,4.368917224,2.6560329634
0.754506,909257,219,0,0,0,0,0,0,2.9697393806,0,3.133484,3.3996797735,0,0,0,1,4.2759125266,3.6442235877,4.7384835651,5.0233846971,4.333591723,2.7617218535
1.308775,909699,219,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.4634369571,4.0245507019,4.7294591102,4.9914223519,3.6707155881,3.0463296161
0.23399,909753,219,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.3646310445,4.3344311893,5.3817489277,3.5801617418,3.029959901
3.258983,909774,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4257942341,3.8407009381,3.713170239,4.914600065,2.7516773633
2.226328,910548,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3927814835,4.8113440835,3.6128598267,4.0951173064,3.0811523315
-0.018749,911905,219,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.4552507297,4.9238865903,4.2711638623,4.7982585138,3.6678564513
0.798969,924186,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690298436,3.8872657462,3.545877129,5.0010666118,2.5640997749
2.295905,946360,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3490655007,4.3390750206,7.2363040555,3.3296322306,3.0020830316
0.682245,949090,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1787746328,4.0935328885,7.3058377729,3.8098116974,2.9994691853
0.087229,1240128,219,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.7134493439,4.6486433566,3.821794092,4.333966068,2.5466618141
1.340476,1240129,219,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.269766208,4.689438485,5.3455995532,3.8417561983,3.0797592705
0.914411,1240197,219,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.6047826025,4.2447828638,5.9293195283,3.734959908,2.5020686576
0.234336,1240198,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222,3.4100116681,4.8097548111,4.5213325197,3.4542267842,2.7747628878
2.173332,1240199,219,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1631374096,3.7517682175,5.9242505147,3.9006735877,2.8998379484
-0.815821,1240200,219,0,0,0,0,1,3.862706558,2.9895530138,0,0,0,0,0,0,0,0,3.5651701742,4.9298902813,5.1298597287,4.0102156211,2.6789317833
