IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,PWY_R_HSA_2187338,PWY_R_HSA_2187338_EXP,GO_0032212_EXP,CLS_tumour_source_NS,CLS_NCI_code_C9384,EXP_EGFR_X_EXP_CTGF,EXP_EGFR_X_EXP_LPAR1,EXP_EGFR_X_EXP_PIK3CA,EXP_EIF2AK3_X_EXP_PIK3CA,EXP_FLT1_X_EXP_FGF4,EXP_FLT1_X_EXP_GPC1,EXP_FLT1_X_EXP_VEGFD,EXP_ICK_X_EXP_C1orf56,EXP_MAP4K5_X_EXP_TRADD,EXP_SGK1_X_EXP_EP300,EXP_SGK1_X_EXP_RPTOR,EXP_SRMS_X_EXP_LRGUK,EXP_TGFBR1_X_EXP_BMP7,EXP_TGFBR1_X_EXP_CAV1,EXP_TRIO_X_EXP_RAC3,EXP_YES1_X_EXP_NRG2,PWY_R_HSA_212436_EXP_X_PWY_R_HSA_983712_EXP,GO_0006281_X_GO_0043068,Predicted IC50,Validation
3.594457,1524415,1219,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.386825469,31.798795669,32.211223223,34.110995671,7.7689453902,14.999712564,9.0143453461,15.686360184,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,35.87281124,25.762357352,0,0,2.0677227171,9
-2.879109,753577,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.415194526,3.415194526,0,0,42.664845865,21.921156811,31.952499426,40.328886287,8.2903870821,16.95599617,9.2588230758,16.476668318,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,31.804130288,24.589782517,0,0,-0.901161944,9
2.698468,753577,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3.415194526,3.415194526,0,0,42.664845865,21.921156811,31.952499426,40.328886287,8.2903870821,16.95599617,9.2588230758,16.476668318,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,31.804130288,24.589782517,0,0,1.605008082,2
1.17558,905950,167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3.5056671019,0,0,0,37.494454834,23.499136549,32.876479888,44.156294819,7.8474063857,14.955356621,9.1728253135,17.078820577,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,41.675413936,23.871537278,0,0,0.9338251424,10
3.816807,909730,1052,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.4032518559,16.65420112,20.327176097,31.754058311,8.0282910182,12.544588841,9.396758002,17.130337085,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,41.091489085,23.408489969,0,0,3.9064271429,9
1.462091,909250,1142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,1.8305866234,9
1.479921,910922,177,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18.339515651,25.015005238,26.780838547,29.431497806,8.4372293781,12.920418851,9.2544751422,16.059482576,32.393053459,40.32113883,21.988647084,10.022026977,10.702926388,37.534663445,29.180902926,23.919655766,0,0,3.122892313,4
1.902319,910920,1010,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.47618942,24.288492286,37.596093445,36.976320913,8.6845084749,15.732991831,9.2066735393,15.163507557,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,35.948249549,21.706237506,0,0,1.8877790121,3
0.265472,905947,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5.0797408842,0,0,37.253327817,28.650325315,30.923000583,25.710881579,7.7134237988,18.587271614,7.7728611303,15.481067203,33.132635014,27.956452195,16.537715788,9.3714724475,10.432184761,36.421067563,48.92367853,22.564900187,0,1,0.6511239639,6
0.714572,905950,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.5056671019,0,0,0,37.494454834,23.499136549,32.876479888,44.156294819,7.8474063857,14.955356621,9.1728253135,17.078820577,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,41.675413936,23.871537278,0,0,2.3965775681,5
-0.006353,905963,256,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42.923792789,25.150823293,30.562885334,37.139976082,8.1833401859,13.878485507,9.4310013054,16.840350672,44.068738888,38.190680494,22.461329609,9.0729472449,9.935768594,39.216263118,48.21769919,25.656235856,0,0,1.5438865324,4
2.500712,1524416,1050,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.881510726,22.330841686,37.809810884,40.086403622,8.6124506321,13.250008914,9.4457750613,14.794277853,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,44.239228578,22.756967589,0,1,2.7697998437,8
3.066394,905980,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24.031962577,33.634804536,31.372908933,30.949874485,8.0654240099,12.320755054,8.4585910641,18.393329392,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,39.175287153,23.898572713,0,0,2.6496756169,7
2.580807,910952,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.910546146,25.58674391,40.036184801,50.670243007,8.7445677782,16.269800882,9.0751677515,16.505457069,44.997011706,34.860793914,19.419350255,10.230297244,11.859228181,40.309002167,48.949101803,22.9538967,0,0,2.7637735143,3
3.945948,909730,1042,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.4032518559,16.65420112,20.327176097,31.754058311,8.0282910182,12.544588841,9.396758002,17.130337085,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,41.091489085,23.408489969,0,0,3.8562044467,10
4.032993,1524415,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33.386825469,31.798795669,32.211223223,34.110995671,7.7689453902,14.999712564,9.0143453461,15.686360184,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,35.87281124,25.762357352,0,0,3.0220541016,1
2.10635,909730,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,9.4032518559,16.65420112,20.327176097,31.754058311,8.0282910182,12.544588841,9.396758002,17.130337085,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,41.091489085,23.408489969,0,0,0.9390238825,8
-0.433257,905980,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24.031962577,33.634804536,31.372908933,30.949874485,8.0654240099,12.320755054,8.4585910641,18.393329392,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,39.175287153,23.898572713,0,0,0.2656460726,8
0.432816,1298168,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,50.656622226,34.575410175,38.974653694,47.803868685,8.1458409202,18.599600715,8.0536408191,18.271635976,42.256328718,52.602081047,28.379188919,9.5508547823,11.55601397,42.772968287,45.581449674,21.299544291,18.446584188,0,0.2395088315,4
-0.072051,910922,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,18.339515651,25.015005238,26.780838547,29.431497806,8.4372293781,12.920418851,9.2544751422,16.059482576,32.393053459,40.32113883,21.988647084,10.022026977,10.702926388,37.534663445,29.180902926,23.919655766,0,0,-0.237556845,5
3.046076,753558,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.910788323,22.824643674,35.32335231,34.324474889,8.3946496695,18.243474806,10.044527309,14.830475746,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,53.22196352,23.679037128,0,0,4.2721036053,4
2.556599,909781,1046,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,51.750955341,28.459675675,38.704041303,42.671166533,8.2451292264,16.499140556,8.9624169229,16.527633694,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,44.26238343,25.946538391,0,0,1.797835908,4
0.328234,905963,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.923792789,25.150823293,30.562885334,37.139976082,8.1833401859,13.878485507,9.4310013054,16.840350672,44.068738888,38.190680494,22.461329609,9.0729472449,9.935768594,39.216263118,48.21769919,25.656235856,0,0,0.2436635653,2
3.141434,909781,287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,51.750955341,28.459675675,38.704041303,42.671166533,8.2451292264,16.499140556,8.9624169229,16.527633694,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,44.26238343,25.946538391,0,0,3.5454863522,9
1.83788,1298169,1019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,46.795761522,32.586175416,36.223319882,40.651605491,8.5024497004,20.830343857,12.124327519,18.375306648,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,48.437587861,18.320648217,25.703594287,0,1.829299593,6
2.444535,905948,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,58.560360675,29.592524579,37.23127105,43.288022848,8.1573846716,21.462298759,10.392422187,18.338842368,42.559717562,33.709636537,22.599068732,11.307576203,12.655781679,46.068687804,51.593407945,20.213658125,0,0,3.3112309608,1
4.607426,905950,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3.5056671019,0,0,0,37.494454834,23.499136549,32.876479888,44.156294819,7.8474063857,14.955356621,9.1728253135,17.078820577,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,41.675413936,23.871537278,0,0,4.8619102994,6
-0.857898,753577,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.415194526,3.415194526,0,0,42.664845865,21.921156811,31.952499426,40.328886287,8.2903870821,16.95599617,9.2588230758,16.476668318,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,31.804130288,24.589782517,0,0,0.0813804208,9
-3.083822,910922,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,18.339515651,25.015005238,26.780838547,29.431497806,8.4372293781,12.920418851,9.2544751422,16.059482576,32.393053459,40.32113883,21.988647084,10.022026977,10.702926388,37.534663445,29.180902926,23.919655766,0,0,-4.059529513,8
1.729296,905978,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.5648385,28.450828401,32.109323102,37.613928056,8.0011809763,14.541122603,8.910284793,14.957154927,36.901078681,42.896116819,21.070747195,8.9924187106,11.056777778,42.152987929,34.319466397,24.089245105,0,0,1.5866677772,8
4.279843,909781,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,51.750955341,28.459675675,38.704041303,42.671166533,8.2451292264,16.499140556,8.9624169229,16.527633694,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,44.26238343,25.946538391,0,0,3.1829995457,9
4.477316,905947,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0797408842,0,0,37.253327817,28.650325315,30.923000583,25.710881579,7.7134237988,18.587271614,7.7728611303,15.481067203,33.132635014,27.956452195,16.537715788,9.3714724475,10.432184761,36.421067563,48.92367853,22.564900187,0,1,4.8524712697,9
2.909443,1524416,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20.881510726,22.330841686,37.809810884,40.086403622,8.6124506321,13.250008914,9.4457750613,14.794277853,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,44.239228578,22.756967589,0,1,3.3283978662,7
4.363411,909974,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.19443974,37.172786154,44.744246596,42.305288092,8.7606013333,19.597666248,9.785302431,17.189824196,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,47.223392261,20.38644071,0,0,3.5878950398,10
4.739256,910952,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.910546146,25.58674391,40.036184801,50.670243007,8.7445677782,16.269800882,9.0751677515,16.505457069,44.997011706,34.860793914,19.419350255,10.230297244,11.859228181,40.309002167,48.949101803,22.9538967,0,0,4.7641487634,2
-0.451988,909730,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.4032518559,16.65420112,20.327176097,31.754058311,8.0282910182,12.544588841,9.396758002,17.130337085,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,41.091489085,23.408489969,0,0,-1.288028046,9
4.926797,905948,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,58.560360675,29.592524579,37.23127105,43.288022848,8.1573846716,21.462298759,10.392422187,18.338842368,42.559717562,33.709636537,22.599068732,11.307576203,12.655781679,46.068687804,51.593407945,20.213658125,0,0,4.5545054699,7
-5.156671,1524416,283,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20.881510726,22.330841686,37.809810884,40.086403622,8.6124506321,13.250008914,9.4457750613,14.794277853,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,44.239228578,22.756967589,0,1,-4.47075959,9
3.906525,753558,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35.910788323,22.824643674,35.32335231,34.324474889,8.3946496695,18.243474806,10.044527309,14.830475746,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,53.22196352,23.679037128,0,0,4.0900503733,6
5.359222,910922,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,18.339515651,25.015005238,26.780838547,29.431497806,8.4372293781,12.920418851,9.2544751422,16.059482576,32.393053459,40.32113883,21.988647084,10.022026977,10.702926388,37.534663445,29.180902926,23.919655766,0,0,5.3074014218,1
3.230017,905947,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0797408842,0,0,37.253327817,28.650325315,30.923000583,25.710881579,7.7134237988,18.587271614,7.7728611303,15.481067203,33.132635014,27.956452195,16.537715788,9.3714724475,10.432184761,36.421067563,48.92367853,22.564900187,0,1,1.7938588109,5
3.723316,905980,6,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.031962577,33.634804536,31.372908933,30.949874485,8.0654240099,12.320755054,8.4585910641,18.393329392,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,39.175287153,23.898572713,0,0,2.0722267331,10
3.854446,1298169,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,46.795761522,32.586175416,36.223319882,40.651605491,8.5024497004,20.830343857,12.124327519,18.375306648,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,48.437587861,18.320648217,25.703594287,0,3.7579684645,6
2.710495,909974,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,63.19443974,37.172786154,44.744246596,42.305288092,8.7606013333,19.597666248,9.785302431,17.189824196,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,47.223392261,20.38644071,0,0,2.5837202425,3
0.348693,909250,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,0.1360767806,3
2.452717,910920,1029,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.47618942,24.288492286,37.596093445,36.976320913,8.6845084749,15.732991831,9.2066735393,15.163507557,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,35.948249549,21.706237506,0,0,1.7993520998,2
-0.410479,753558,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.910788323,22.824643674,35.32335231,34.324474889,8.3946496695,18.243474806,10.044527309,14.830475746,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,53.22196352,23.679037128,0,0,0.3393388927,1
1.454354,909781,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.750955341,28.459675675,38.704041303,42.671166533,8.2451292264,16.499140556,8.9624169229,16.527633694,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,44.26238343,25.946538391,0,0,1.9082321436,2
3.427934,910698,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46.139903198,27.55848957,34.179956577,41.94323285,8.7408143206,19.199963862,10.895207926,18.388845119,33.110345472,37.012350629,22.256860292,10.712541325,14.924391473,52.82467811,35.760318507,21.556947027,0,0,1.8672612169,2
5.098306,905950,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.5056671019,0,0,0,37.494454834,23.499136549,32.876479888,44.156294819,7.8474063857,14.955356621,9.1728253135,17.078820577,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,41.675413936,23.871537278,0,0,4.2993856158,2
0.146146,909250,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,-0.607114964,8
2.524654,1524415,1042,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33.386825469,31.798795669,32.211223223,34.110995671,7.7689453902,14.999712564,9.0143453461,15.686360184,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,35.87281124,25.762357352,0,0,3.7329568991,3
5.811131,909250,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.213536033,28.269180876,36.480663998,43.435655197,8.1990062399,14.994166862,9.1336898292,15.966024949,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,38.402564468,22.508981329,0,0,4.8074488664,3
-2.404297,909730,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.4032518559,16.65420112,20.327176097,31.754058311,8.0282910182,12.544588841,9.396758002,17.130337085,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,41.091489085,23.408489969,0,0,-1.038585364,2
0.248568,905980,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24.031962577,33.634804536,31.372908933,30.949874485,8.0654240099,12.320755054,8.4585910641,18.393329392,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,39.175287153,23.898572713,0,0,-0.629243913,9
4.715132,910698,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,46.139903198,27.55848957,34.179956577,41.94323285,8.7408143206,19.199963862,10.895207926,18.388845119,33.110345472,37.012350629,22.256860292,10.712541325,14.924391473,52.82467811,35.760318507,21.556947027,0,0,4.2895922914,7
0.101927,1524415,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,33.386825469,31.798795669,32.211223223,34.110995671,7.7689453902,14.999712564,9.0143453461,15.686360184,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,35.87281124,25.762357352,0,0,-0.269850719,3
-0.607731,909730,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.4032518559,16.65420112,20.327176097,31.754058311,8.0282910182,12.544588841,9.396758002,17.130337085,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,41.091489085,23.408489969,0,0,-1.038585364,10
4.647414,910952,1052,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.910546146,25.58674391,40.036184801,50.670243007,8.7445677782,16.269800882,9.0751677515,16.505457069,44.997011706,34.860793914,19.419350255,10.230297244,11.859228181,40.309002167,48.949101803,22.9538967,0,0,4.1517263694,7
4.349208,1524415,1129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,33.386825469,31.798795669,32.211223223,34.110995671,7.7689453902,14.999712564,9.0143453461,15.686360184,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,35.87281124,25.762357352,0,0,3.7678154552,2
4.229672,1298169,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,46.795761522,32.586175416,36.223319882,40.651605491,8.5024497004,20.830343857,12.124327519,18.375306648,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,48.437587861,18.320648217,25.703594287,0,3.104029076,7
