IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_830,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_785,Fingerprint_784,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_677,Fingerprint_673,Fingerprint_672,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,MOT_2D_beta2strand,REC_R_HSA_5672972,REC_R_HSA_5672972_EXP,PWY_R_HSA_194138_CSV,PWY_R_HSA_416482,PWY_R_HSA_416482_EXP,PWY_R_HSA_5663202_CSV,GO_0006357,GO_0018105_CSV,GO_0035556_CSV,GO_0090002,GO_2000145_EXP,EXP_BRDT,PKA_270_CSV_X_Fingerprint_776,PKA_54_HYD_X_Fingerprint_685,PKA_54_HYD_X_Fingerprint_776,PKA_54_POL_X_Fingerprint_776,EXP_CDK13_X_EXP_UBXN7,EXP_CDK15_X_EXP_CCNA1,EXP_NTRK3_X_EXP_SHC3,EXP_PLK2_X_EXP_CCNF,EXP_PRKACA_X_EXP_HAUS2,EXP_PRKACG_X_EXP_CACNA2D4,EXP_PRKACG_X_EXP_OR2M4,EXP_PRKG1_X_EXP_LIPE,EXP_PRKG1_X_EXP_PRKAR1B,EXP_RIOK1_X_EXP_UTP3,EXP_RIOK1_X_EXP_WDR36,PWY_R_HSA_1430728_X_PWY_R_HSA_168898,PWY_R_HSA_162582_CSV_X_PWY_R_HSA_1643685_CSV,PWY_R_HSA_168898_EXP_X_PWY_R_HSA_76002_EXP,PWY_R_HSA_2672351_X_PWY_R_HSA_74751,GO_0035556_EXP_X_GO_0043507_EXP,Predicted IC50,Validation
2.994399,684072,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.719164,0.719164,0,0,2.8120230414,0,0,0,0,34.349183998,14.847303626,9.0052370897,18.209939189,20.110892585,9.9214544172,10.194452653,10.188591636,12.294260547,65.874090874,58.81610126,0,0,0,0,0,2.604959042,1
-2.199848,907290,1057,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.808822,0.808822,0,0,3.0519680987,0,0,0,0,26.540855409,11.097131508,10.184566407,36.629645354,21.789258991,10.804519206,11.185040684,9.3369333412,11.522895365,59.401788109,56.821495714,0,0,0,0,15.861240325,-1.824078896,4
0.468957,949156,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.776085,0.776085,0,0,2.8780533823,0,0,0,0,44.798093486,10.794183976,9.644120852,17.625816762,20.705489864,9.5824113225,9.5892107653,9.6012577985,12.146003422,56.593475856,51.027824356,0,0,0,0,0,1.1018938556,2
-4.907594,949156,283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.776085,0.776085,0,0,2.8780533823,0,0,0,0,44.798093486,10.794183976,9.644120852,17.625816762,20.705489864,9.5824113225,9.5892107653,9.6012577985,12.146003422,56.593475856,51.027824356,0,0,0,0,0,-4.69875722,6
3.061626,910849,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.673362,0.549837,0,0,3.0640868149,0,0,0,0,17.525309488,16.437011176,13.145579137,45.675662948,26.198013714,10.956855293,11.467494664,11.942974286,14.070149166,58.900606838,51.37701858,1,0,74.240162384,0,82.464957968,1.2769090645,6
5.156628,684057,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.6524762055,0,0,0,0,0,0,2.9417306795,0,0,0,0,37.7518021,15.255574203,8.5429282835,18.311755346,23.421523515,9.1117252354,9.572601765,9.9325293684,10.613455181,73.067310145,62.936821248,0,0,0,0,0,4.9439925377,2
-1.280932,949160,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.714234,0,0,0,1,0,0,0,0,2.9003866725,0,0,0,0,36.589254823,10.627773576,7.9993350407,19.306658023,19.318383235,9.4980359672,9.1903802899,8.8651518158,10.815929984,58.527435888,51.899110049,0,0,0,0,0,-1.170849906,9
3.179287,907072,1158,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.783763,0,0,0,2.9821391631,0,0,0,0,22.726033956,11.087668609,9.5981689121,35.934903777,21.331607063,10.156656363,10.345919329,11.135085987,12.476613591,55.270825494,54.332892909,0,0,0,0,0,3.7416381292,2
-0.938082,949158,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.637623,1,3.2168039355,0,0,0.637623,0.637623,0,0,2.6452927445,0,-1.49,0,0,33.290778295,11.031798427,10.316697911,18.494065799,18.289654474,9.3885265006,9.3472624689,11.075526313,13.764864589,74.354625651,64.056241017,0,0,0,0,0,-0.10748614,2
3.215687,684057,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.6524762055,0,0,0,0,0,0,2.9417306795,0,0,0,0,37.7518021,15.255574203,8.5429282835,18.311755346,23.421523515,9.1117252354,9.572601765,9.9325293684,10.613455181,73.067310145,62.936821248,0,0,0,0,0,1.7616535352,2
0.644413,949166,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,3.0941834172,0,0,0,0,27.798543169,25.743298542,10.635525405,19.350757965,21.771014815,9.5817967987,10.270114779,12.820972861,13.250195583,59.685857295,51.721987271,0,0,0,0,0,0.4157319704,10
4.98949,909977,279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4.5849698064,0,0,0,0,0,0,0,0,0,3.0721112736,0,0,0,0,20.437683333,10.711056908,12.76784225,30.397930836,21.91465757,10.751389382,10.602063154,14.44980512,15.710551673,51.093235665,42.895302048,0,0,71.328365737,0,0,5.6747684128,7
2.597616,949163,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.3313517261,0,0,0.739629,0.739629,1,3.3313517261,2.9104168565,0,0,0,0,40.512636281,11.996454375,10.044883454,15.033731639,21.968384453,9.9762453564,10.366669288,9.4664670431,10.043242677,68.979106363,59.930806696,0,0,0,0,0,3.3443837285,4
-2.781505,949164,273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1941634071,0,0,0,0,33.33989106,12.032301858,8.3086968497,20.793253443,20.62812756,9.6354531193,9.9889916176,10.372834112,12.098228524,66.442457496,61.087107443,0,0,0,0,0,0.1553289481,3
2.893022,1290768,235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.799674,0,0,0,0,0,3.1382006779,0,0,0,0,23.835419265,11.045112677,10.331341449,27.801908183,19.993996052,10.398773094,10.340900295,10.720440822,11.472665716,50.594730256,52.119412441,0,0.6394785063,0,0,0,2.1727141417,7
4.749169,949166,106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,3.0941834172,0,0,0,0,27.798543169,25.743298542,10.635525405,19.350757965,21.771014815,9.5817967987,10.270114779,12.820972861,13.250195583,59.685857295,51.721987271,0,0,0,0,0,2.789200644,10
1.655787,909731,235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.692127,0,0,0.692127,0,0,2.9507145701,0,0,0,0,30.24896149,10.432505461,8.8587744464,19.403289614,22.43443416,9.729510298,10.206393551,11.021439434,13.110838676,71.565154191,69.671332466,0,0.4790397841,0,0,0,1.3717941743,10
0.207783,1290795,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.761795,0,0,0,3.2154952047,0,0,0,0,23.07740853,9.6120018918,10.083427425,35.695401562,21.841611842,11.243922575,11.267618517,11.700178369,12.038611411,60.153271039,62.975194251,0,0,0,0,0,1.5221097099,5
5.678325,910849,275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.673362,0.549837,0,0,3.0640868149,0,0,0,0,17.525309488,16.437011176,13.145579137,45.675662948,26.198013714,10.956855293,11.467494664,11.942974286,14.070149166,58.900606838,51.37701858,1,0,74.240162384,0,82.464957968,4.970243683,6
2.251986,949157,281,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.888198,0,0,2.8984326971,0,0,0,0,25.322694992,10.66212417,9.9341309394,20.766435669,21.281993537,10.77828531,10.255519527,11.340961334,11.637528743,56.566119128,51.412605613,0,0,0,0,12.555750441,2.9624291531,3
0.398178,684057,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3.6524762055,0,0,0,0,0,0,2.9417306795,0,0,0,0,37.7518021,15.255574203,8.5429282835,18.311755346,23.421523515,9.1117252354,9.572601765,9.9325293684,10.613455181,73.067310145,62.936821248,0,0,0,0,0,-1.865710965,8
1.25154,949166,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,3.0941834172,0,0,0,0,27.798543169,25.743298542,10.635525405,19.350757965,21.771014815,9.5817967987,10.270114779,12.820972861,13.250195583,59.685857295,51.721987271,0,0,0,0,0,1.7434823236,8
0.6088637414,1290767,1014,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,5.329058078,0,0,0,0.672865,0,0.672865,0,0,0,3.1491406631,0,0,0,0,19.362000515,11.906094986,9.3360238645,42.283753438,22.112432907,10.175375641,10.859699297,12.640003542,12.631789937,54.826111741,45.078445028,0,0.4527473082,54.486544601,1,0,1.0879297821,10
4.435584,925345,1194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.809279,0,0,0,1,1.620897,2.376703,0,7.3094831268,2.7765696572,0,0,0,0,23.819720015,10.713575669,9.6166305006,26.426081687,21.183419867,9.48998993,9.2208158542,10.08925322,9.6053583149,70.817851914,56.739733584,0,0,0,0,0,3.7415358461,5
4.364713,910849,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.673362,0.549837,0,0,3.0640868149,0,0,0,0,17.525309488,16.437011176,13.145579137,45.675662948,26.198013714,10.956855293,11.467494664,11.942974286,14.070149166,58.900606838,51.37701858,1,0,74.240162384,0,82.464957968,5.756252429,7
3.192458,907072,292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.783763,0,0,0,2.9821391631,0,0,0,0,22.726033956,11.087668609,9.5981689121,35.934903777,21.331607063,10.156656363,10.345919329,11.135085987,12.476613591,55.270825494,54.332892909,0,0,0,0,0,3.6435540891,3
0.113698,909977,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,4.5849698064,0,0,0,0,0,0,0,0,0,3.0721112736,0,0,0,0,20.437683333,10.711056908,12.76784225,30.397930836,21.91465757,10.751389382,10.602063154,14.44980512,15.710551673,51.093235665,42.895302048,0,0,71.328365737,0,0,0.3843730941,6
4.331599,1240221,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5293102072,2.9104851548,0,0,0,0,27.508434475,29.335741825,9.2688434107,17.253949081,23.1855917,11.069400868,11.128037664,9.4728606273,10.442583758,73.374862967,63.95234828,0,0,0,0,0,3.8044078717,2
2.385627,907290,279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808822,0.808822,0,0,3.0519680987,0,0,0,0,26.540855409,11.097131508,10.184566407,36.629645354,21.789258991,10.804519206,11.185040684,9.3369333412,11.522895365,59.401788109,56.821495714,0,0,0,0,15.861240325,3.2209760273,2
0.807686,1290795,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.761795,0,0,0,3.2154952047,0,0,0,0,23.07740853,9.6120018918,10.083427425,35.695401562,21.841611842,11.243922575,11.267618517,11.700178369,12.038611411,60.153271039,62.975194251,0,0,0,0,0,0.1775264887,9
2.318467,909776,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.695469,0,0,2.7347708294,0,0,0,0,22.345868805,10.158999337,10.240556941,48.4562224,21.602636521,14.171106839,10.957770088,10.708224261,11.95300844,53.678525463,46.901006647,1,0,71.616084463,1,134.16309233,2.526635017,6
0.75741,1240221,1060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5293102072,2.9104851548,0,0,0,0,27.508434475,29.335741825,9.2688434107,17.253949081,23.1855917,11.069400868,11.128037664,9.4728606273,10.442583758,73.374862967,63.95234828,0,0,0,0,0,0.4998596983,9
5.679443,910849,292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.673362,0.549837,0,0,3.0640868149,0,0,0,0,17.525309488,16.437011176,13.145579137,45.675662948,26.198013714,10.956855293,11.467494664,11.942974286,14.070149166,58.900606838,51.37701858,1,0,74.240162384,0,82.464957968,4.7580136251,9
4.508683,909731,255,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.692127,0,0,0.692127,0,0,2.9507145701,0,0,0,0,30.24896149,10.432505461,8.8587744464,19.403289614,22.43443416,9.729510298,10.206393551,11.021439434,13.110838676,71.565154191,69.671332466,0,0.4790397841,0,0,0,4.0531564494,2
0.739385,684059,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7.7419780697,0,0,0.792229,0.792229,0,0,3.0196608111,0,0,0,0,39.589256879,12.392245848,8.2306219347,15.089954865,21.274815729,9.6144764242,9.9669122263,10.847635479,12.229593065,71.633589187,64.736529026,0,0,0,0,0,1.6540722621,9
6.362469,909977,291,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,4.5849698064,0,0,0,0,0,0,0,0,0,3.0721112736,0,0,0,0,20.437683333,10.711056908,12.76784225,30.397930836,21.91465757,10.751389382,10.602063154,14.44980512,15.710551673,51.093235665,42.895302048,0,0,71.328365737,0,0,4.8563347067,9
4.525015,949163,1219,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.3313517261,0,0,0.739629,0.739629,1,3.3313517261,2.9104168565,0,0,0,0,40.512636281,11.996454375,10.044883454,15.033731639,21.968384453,9.9762453564,10.366669288,9.4664670431,10.043242677,68.979106363,59.930806696,0,0,0,0,0,3.3121226515,6
1.028517,949157,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.888198,0,0,2.8984326971,0,0,0,0,25.322694992,10.66212417,9.9341309394,20.766435669,21.281993537,10.77828531,10.255519527,11.340961334,11.637528743,56.566119128,51.412605613,0,0,0,0,12.555750441,3.1374158613,7
4.139952,949158,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.637623,1,3.2168039355,0,0,0.637623,0.637623,0,0,2.6452927445,0,0,-1.49,-0.7,33.290778295,11.031798427,10.316697911,18.494065799,18.289654474,9.3885265006,9.3472624689,11.075526313,13.764864589,74.354625651,64.056241017,0,0,0,0,0,3.9238668653,8
1.168005,925345,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0.809279,0,0,0,1,1.620897,2.376703,0,7.3094831268,2.7765696572,0,0,0,0,23.819720015,10.713575669,9.6166305006,26.426081687,21.183419867,9.48998993,9.2208158542,10.08925322,9.6053583149,70.817851914,56.739733584,0,0,0,0,0,0.660784608,1
4.758974,949166,1219,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,3.0941834172,0,0,0,0,27.798543169,25.743298542,10.635525405,19.350757965,21.771014815,9.5817967987,10.270114779,12.820972861,13.250195583,59.685857295,51.721987271,0,0,0,0,0,3.3381286493,5
3.649211,1240221,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5293102072,2.9104851548,0,0,0,0,27.508434475,29.335741825,9.2688434107,17.253949081,23.1855917,11.069400868,11.128037664,9.4728606273,10.442583758,73.374862967,63.95234828,0,0,0,0,0,3.3930240915,1
-3.294305,949158,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.637623,1,3.2168039355,0,0,0.637623,0.637623,0,0,2.6452927445,0,0,0,0,33.290778295,11.031798427,10.316697911,18.494065799,18.289654474,9.3885265006,9.3472624689,11.075526313,13.764864589,74.354625651,64.056241017,0,0,0,0,0,-1.855035007,2
1.733631,949156,1242,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.776085,0.776085,0,0,2.8780533823,0,0,0,0,44.798093486,10.794183976,9.644120852,17.625816762,20.705489864,9.5824113225,9.5892107653,9.6012577985,12.146003422,56.593475856,51.027824356,0,0,0,0,0,1.394901186,6
0.25765,949156,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.776085,0.776085,0,0,2.8780533823,0,0,0,0,44.798093486,10.794183976,9.644120852,17.625816762,20.705489864,9.5824113225,9.5892107653,9.6012577985,12.146003422,56.593475856,51.027824356,0,0,0,0,0,0.9063263303,10
1.924678,1290767,273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5.329058078,0,0,0,0.672865,0,0.672865,0,0,0,3.1491406631,0,0,0,0,19.362000515,11.906094986,9.3360238645,42.283753438,22.112432907,10.175375641,10.859699297,12.640003542,12.631789937,54.826111741,45.078445028,0,0.4527473082,54.486544601,1,0,2.169461932,10
2.833994,684072,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.719164,0.719164,0,0,2.8120230414,0,0,0,0,34.349183998,14.847303626,9.0052370897,18.209939189,20.110892585,9.9214544172,10.194452653,10.188591636,12.294260547,65.874090874,58.81610126,0,0,0,0,0,2.4422515286,5
0.527501,949168,288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2428884457,0,0,0,0,26.878998992,17.324493575,13.937776899,19.281919244,21.510423207,10.198319322,11.629612032,11.996572041,15.133509489,56.288668737,55.278663599,0,0,0,0,107.39675299,1.788534799,4
0.763013,949157,63,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.888198,0,0,2.8984326971,0,0,0,0,25.322694992,10.66212417,9.9341309394,20.766435669,21.281993537,10.77828531,10.255519527,11.340961334,11.637528743,56.566119128,51.412605613,0,0,0,0,12.555750441,1.5113656743,2
1.192451,949168,308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2428884457,0,0,0,0,26.878998992,17.324493575,13.937776899,19.281919244,21.510423207,10.198319322,11.629612032,11.996572041,15.133509489,56.288668737,55.278663599,0,0,0,0,107.39675299,-1.109075983,5
3.936902,949155,255,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.778857,1,3.0044150727,0,1,0,0,1,6.6855267114,2.8879198566,0,0,0,0,36.274790067,10.346248062,8.7058642429,16.760101263,19.652003249,9.1487472515,9.9537164316,9.9185008266,11.576327373,74.413931715,68.573827444,0,0,0,0,0,3.93908667,3
2.608099,684072,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719164,0.719164,0,0,2.8120230414,0,0,0,0,34.349183998,14.847303626,9.0052370897,18.209939189,20.110892585,9.9214544172,10.194452653,10.188591636,12.294260547,65.874090874,58.81610126,0,0,0,0,0,2.0527469725,2
5.03231,907072,279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783763,0,0,0,2.9821391631,0,0,0,0,22.726033956,11.087668609,9.5981689121,35.934903777,21.331607063,10.156656363,10.345919329,11.135085987,12.476613591,55.270825494,54.332892909,0,0,0,0,0,3.8924721437,7
