IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_819,Fingerprint_818,Fingerprint_797,Fingerprint_714,Fingerprint_710,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_673,Fingerprint_672,Fingerprint_658,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_617,Fingerprint_611,GO_0000278,GO_0016477,FAM_TKL_CSV,PKA_172_ASA_X_Fingerprint_644,EXP_COQ8A_X_EXP_PDSS1,EXP_PRKAA2_X_EXP_TP53,EXP_SRC_X_EXP_ARRB2,EXP_SRC_X_EXP_CASP8,GO_0032212_X_GO_0043066,Predicted IC50,Validation
1.112733,907057,257,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,2.4296611788,7
4.117114,907057,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,2.5805327457,7
4.76787,909736,1025,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,4.0266543361,5
3.555272,909736,292,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,2.8567248972,2
-0.879276,1240217,331,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,22.2,25.878621649,13.612986655,16.062063195,11.559611023,0,-0.469901653,2
2.85383,1240160,176,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,3.5558568518,6
2.213916,909738,305,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,4.4715460907,1
3.407645,909739,309,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,4.3183879657,9
-2.004559,909738,153,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,-1.028205403,1
4.582347,1298151,260,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,3.1416612471,7
4.295208,909719,304,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.6079605981,3
1.789894,909737,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,2.9147693314,4
5.911652,910850,193,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.4266074655,1
4.525809,910850,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,2.6849187106,5
1.239015,1240216,167,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,2.0225633545,3
2.847686,909719,203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.7008437454,7
4.337292,909719,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.9887168303,3
4.516123,909736,288,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,4.4451702027,7
3.965294,909739,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,3.1661068415,7
-0.121639,907057,1242,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,0.070402698,8
6.114122,1298146,152,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,3.3967314955,1
-0.352243,907057,1059,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,-1.038556311,2
-0.161066,907071,293,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,2.2389394156,4
3.099127,909719,1013,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.3062298275,1
-2.281997,1240217,159,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,0,-1.006865394,4
0.617432,909738,1024,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,-0.431610644,1
2.391646,909737,257,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,2.4296728922,9
2.133232,909737,178,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,2.1435721609,6
1.1426828271,909738,1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,1.6840383565,8
3.142398,910850,1015,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,2.2941900392,9
5.155788,1240159,263,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,5.4050279074,8
2.923146,907071,1052,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,1.9520793115,10
4.716161,909719,1025,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,4.3141150452,9
5.62178,907071,229,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,5.1119931617,6
-0.120723,909736,1059,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,0.1423249241,6
1.456102,1240216,155,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,0.4032526158,5
5.879168,909736,230,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,4.1579701322,1
4.775019,907071,221,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,3.6810355289,7
2.388666,907071,167,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,2.2750022938,10
2.178908,910850,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,4.0346962957,2
1.17486,1240160,1049,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,2.8420527489,7
4.008375,909736,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,3.1544659541,5
4.328692,907071,257,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,3.3116036327,10
6.351042,1298146,275,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,4.442244403,7
4.739878,909719,255,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,4.1357727291,9
2.024931,909736,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,1.8185054322,2
3.777792,909737,345,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,3.9852344071,5
5.428065,907057,299,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,2.5381682296,6
4.300513,907057,203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,2.873265254,10
5.912103,910850,294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.8440962563,4
1.509665,909736,1142,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,1.4134210768,7
3.140133,1240160,287,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,3.2658502712,10
3.702264,907057,294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,2.7695468376,10
1.716739,909737,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,1.4134255901,3
2.896512,1298151,292,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,4.4531528846,4
3.192002,909739,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,4.4960472493,6
-0.169221,907057,308,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,1.1448419692,5
3.863514,1240160,294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,4.3699567222,8
-1.12662,909719,283,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,-1.157440989,3
4.812083,1298146,299,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,5.0747356619,3
4.908091,909736,279,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,4.1567145497,10
-1.638095,909739,283,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,-1.249191436,4
0.052495,907071,299,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,1.9362255986,2
1.277195,1298151,1219,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,1.1842417786,4
3.716143,1240217,1032,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,0,2.8304125355,9
5.123815,1298146,219,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,4.3606796382,2
0.183492,1240160,167,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,2.0425114685,1
4.483647,909739,221,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,3.6810353186,8
3.283026,909719,176,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.5109652895,10
2.497483,907071,277,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,3.3975110421,9
3.3464185196,910850,1032,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,4.0046231719,10
4.736862,910850,298,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.4059250997,4
4.289709,910850,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,4.4563085999,4
2.136915,1240160,185,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,1.2314660456,9
4.518813,909737,298,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,4.2142668724,6
4.666653,907057,193,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,3.6593788096,10
5.698254,909736,304,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,3.8304473136,10
4.525809,910850,1061,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,3.6744938813,3
1.364754,909719,177,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,2.3884364426,5
1.358166,909736,287,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,1.8853152878,10
1.122675,909719,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,1.413427439,3
0.55002,907071,312,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,0.2378409886,6
3.233954,1240217,275,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,22.2,25.878621649,13.612986655,16.062063195,11.559611023,0,1.7114243006,5
2.470706,909738,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,2.2708563419,3
0.226199,907071,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,1.0990929595,6
0.962263873,909738,1032,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,2.3364739679,10
1.304726,910850,1010,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,1.3197365604,7
-0.758989,909739,312,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,0.2327449603,7
1.362129,909738,178,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,2.2573866136,7
1.024048,909736,1161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,0.1606783955,5
1.327586,1240217,185,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,0,1.0918350736,9
1.144524,1298151,219,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,1.1726606479,3
3.260565,1240217,249,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,0,0.3532396194,5
3.607337,910850,1038,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,2.7615951193,9
3.103833,909719,287,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.401837219,9
5.497852,1298146,1194,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,4.625883075,1
3.484258,909738,1030,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,27.977022855,13.381234536,24.885413353,24.704479382,0,3.9669249082,6
3.700565,910850,1373,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,4.8396059821,8
5.07299,909719,299,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,3.982810337,3
3.884123,1298151,1158,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,3.3157414138,3
5.033284,909736,1373,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,3.5586241415,3
4.293166,907057,1194,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,3.6170515392,8
-1.166762,909719,157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,-1.090462796,2
5.259874,909736,1129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,4.1227507372,7
3.650437,909736,1028,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,0,2.7310713329,10
1.36579,909737,1023,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,1.7720501269,1
1.490423,907071,1242,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,0,2.2954948699,1
2.581701,1240160,330,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,2.6180258157,10
3.662598,907057,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,2.5293462325,5
1.402807,907071,275,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,2.5715290179,2
4.642029,907057,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,4.844296655,5
0.123295,909737,159,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,0,0.2325161376,7
0.382872,907071,1053,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.9,37.041244236,17.060561481,25.724939949,19.803250978,0,1.6083541695,1
-2.22321,1240216,273,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,-0.166984461,4
-1.031278,909719,1242,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,0.1310863247,2
2.656131,1240217,277,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,22.2,25.878621649,13.612986655,16.062063195,11.559611023,0,4.1336919717,7
-0.026486,1298151,1024,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,0.1092493431,8
1.84606,1240159,202,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.545751,0,38.983090682,15.327107304,32.033418446,33.434750632,0,2.3883832263,4
5.242673,910850,257,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,4.333940469,4
4.262603,909739,230,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,5.3943475275,9
4.308207,909739,298,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,4.1192793031,1
4.584133,1298146,159,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,2.1401362368,1
5.910121,910850,305,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.0554265223,9
1.33954,909719,1050,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,2.5179100715,8
4.44919,907057,298,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,4.1491923537,8
5.82676,1298151,309,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,0,4.3117894248,5
4.084684,909739,199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,0,2.9804810659,5
4.739125,909719,331,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.751916,0,29.836462018,14.588292222,17.13390608,21.87263279,0,2.3630084245,10
3.028167,1298146,1143,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,2.6851250879,4
-2.480107,1240216,226,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0.824209,0,24.595890283,14.349956727,17.323213801,16.791871412,0,1.4934846358,10
4.552774,1240160,345,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,0,3.989451058,3
3.142838,907057,1061,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.774233,0,26.467730223,14.239302059,20.159938621,19.596252605,0,4.1390785301,3
6.312585,1298146,294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1.351098,0,51.964453804,21.931007996,34.888751606,29.775278758,2,5.8798738017,5
5.235763,910850,253,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.542071,0,48.41287936,19.382278659,37.993831391,31.328445838,1,5.4093654178,7
