IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_819,Fingerprint_818,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_709,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_617,Fingerprint_611,GO_0000278,GO_0016477,GO_0030216_EXP,SFAM_RIPK,FAM_TKL_CSV,EXP_COQ8A_X_EXP_PDSS1,EXP_PRKAA2_X_EXP_TP53,EXP_SRC_X_EXP_ARRB2,EXP_SRC_X_EXP_CASP8,EXP_SRC_X_EXP_VCAM1,EXP_STK11_X_EXP_MYC,EXP_STK11_X_EXP_TP53,GO_0032212_X_GO_0043066,Predicted IC50,Validation
6.351216,1298146,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5.7848448009,1,1.351098,51.964453804,21.931007996,34.888751606,29.775278758,56.93672438,58.144369091,19.048129023,2,6.2684178281,5
5.653488,1298151,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,14.205673265,49.190541811,15.076489554,0,5.0145164174,6
5.424934,907057,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,26.467730223,14.239302059,20.159938621,19.596252605,31.143482019,48.267059389,14.364492707,0,5.3708489938,7
5.520327,907071,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,45.724019801,52.989407318,16.594371407,0,6.4099865537,9
4.814452,909719,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.1913423018,0,0.751916,29.836462018,14.588292222,17.13390608,21.87263279,11.129437377,48.891806068,14.351758417,0,4.6294243959,7
5.634963,909736,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,19.74876179,35.78231046,12.023338272,0,5.3101719593,4
4.535592,909737,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,20.342540706,47.233718778,15.71987631,0,5.3247699242,5
5.248018,909738,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27.977022855,13.381234536,24.885413353,24.704479382,15.287724326,48.580444913,14.712098294,0,3.7461621447,7
4.581027,909739,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,35.543980459,38.137761697,14.851014061,0,5.3627623702,8
5.912103,910850,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,48.41287936,19.382278659,37.993831391,31.328445838,18.178104579,57.083383164,16.807610268,1,6.3436630323,4
5.655838,1240159,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.515984999,1,0.545751,38.983090682,15.327107304,32.033418446,33.434750632,42.17240033,59.634162386,16.478369078,0,5.8934376844,3
4.910317,1240160,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,16.58681293,40.167530663,12.979476126,0,5.5209205125,10
3.915399,1240216,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.824209,24.595890283,14.349956727,17.323213801,16.791871412,11.297757657,40.801514876,13.303250617,0,3.7454784106,1
4.653176,1240217,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,10.682262832,38.226455689,13.100330564,0,5.3233438783,3
6.316912,1298146,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5.7848448009,1,1.351098,51.964453804,21.931007996,34.888751606,29.775278758,56.93672438,58.144369091,19.048129023,2,6.2223785208,2
3.737396,1298151,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,14.205673265,49.190541811,15.076489554,0,3.7445673358,6
4.758634,907057,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.774233,26.467730223,14.239302059,20.159938621,19.596252605,31.143482019,48.267059389,14.364492707,0,3.6794120513,9
2.979735,907071,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,45.724019801,52.989407318,16.594371407,0,2.6528246741,4
4.180823,909719,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,3.1913423018,0,0.751916,29.836462018,14.588292222,17.13390608,21.87263279,11.129437377,48.891806068,14.351758417,0,4.066898727,2
0.157618,909736,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,19.74876179,35.78231046,12.023338272,0,0.634927203,4
-1.941508,909737,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,20.342540706,47.233718778,15.71987631,0,-0.084521682,8
0.766367,909738,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,27.977022855,13.381234536,24.885413353,24.704479382,15.287724326,48.580444913,14.712098294,0,1.2088695799,7
2.564201,909739,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,35.543980459,38.137761697,14.851014061,0,2.4451927998,7
3.025304,910850,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1.542071,48.41287936,19.382278659,37.993831391,31.328445838,18.178104579,57.083383164,16.807610268,1,3.7289557397,8
4.917844,1240159,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,5.515984999,1,0.545751,38.983090682,15.327107304,32.033418446,33.434750632,42.17240033,59.634162386,16.478369078,0,5.2466633063,3
-0.872233,1240160,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,16.58681293,40.167530663,12.979476126,0,1.8344041649,3
1.619925,1240216,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0.824209,24.595890283,14.349956727,17.323213801,16.791871412,11.297757657,40.801514876,13.303250617,0,0.8687906703,8
-1.043819,1240217,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,10.682262832,38.226455689,13.100330564,0,-1.558907756,8
5.411927,1298146,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,5.7848448009,1,1.351098,51.964453804,21.931007996,34.888751606,29.775278758,56.93672438,58.144369091,19.048129023,2,4.7074897812,2
2.036464,1298151,235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,14.205673265,49.190541811,15.076489554,0,1.5199762897,4
2.282904,907057,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,26.467730223,14.239302059,20.159938621,19.596252605,31.143482019,48.267059389,14.364492707,0,0.6985943724,10
3.477815,907071,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,45.724019801,52.989407318,16.594371407,0,1.4988514544,5
2.782262,909719,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.1913423018,0,0.751916,29.836462018,14.588292222,17.13390608,21.87263279,11.129437377,48.891806068,14.351758417,0,0.6983413231,10
0.699463,909736,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,19.74876179,35.78231046,12.023338272,0,-0.971457846,3
2.781105,909737,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,20.342540706,47.233718778,15.71987631,0,0.2879323526,1
1.583237,909738,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27.977022855,13.381234536,24.885413353,24.704479382,15.287724326,48.580444913,14.712098294,0,0.6972962571,5
1.642102,909739,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,35.543980459,38.137761697,14.851014061,0,0.6971980666,1
4.549526,910850,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,48.41287936,19.382278659,37.993831391,31.328445838,18.178104579,57.083383164,16.807610268,1,1.9875421045,9
3.154586,1240159,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.515984999,1,0.545751,38.983090682,15.327107304,32.033418446,33.434750632,42.17240033,59.634162386,16.478369078,0,0.0680458304,10
2.700799,1240160,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,16.58681293,40.167530663,12.979476126,0,0.6976004403,2
3.047126,1240216,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.824209,24.595890283,14.349956727,17.323213801,16.791871412,11.297757657,40.801514876,13.303250617,0,0.4496929847,1
3.260565,1240217,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,10.682262832,38.226455689,13.100330564,0,-0.538676399,10
4.967817,1298146,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5.7848448009,1,1.351098,51.964453804,21.931007996,34.888751606,29.775278758,56.93672438,58.144369091,19.048129023,2,3.6793634821,3
2.927458,1298151,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,14.205673265,49.190541811,15.076489554,0,0.6965361748,4
1.702786,907057,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.774233,26.467730223,14.239302059,20.159938621,19.596252605,31.143482019,48.267059389,14.364492707,0,1.183567897,2
2.126409,907071,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,45.724019801,52.989407318,16.594371407,0,1.7481683039,2
0.96776,909719,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3.1913423018,0,0.751916,29.836462018,14.588292222,17.13390608,21.87263279,11.129437377,48.891806068,14.351758417,0,2.3809817643,7
-0.069996,909736,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,19.74876179,35.78231046,12.023338272,0,0.6853535003,6
-0.027274,909737,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,20.342540706,47.233718778,15.71987631,0,0.4213636378,3
3.290341,909738,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,27.977022855,13.381234536,24.885413353,24.704479382,15.287724326,48.580444913,14.712098294,0,2.380180732,4
0.768218,909739,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,35.543980459,38.137761697,14.851014061,0,0.751491265,5
3.924514,910850,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.542071,48.41287936,19.382278659,37.993831391,31.328445838,18.178104579,57.083383164,16.807610268,1,3.6683424547,3
2.105187,1240159,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5.515984999,1,0.545751,38.983090682,15.327107304,32.033418446,33.434750632,42.17240033,59.634162386,16.478369078,0,1.8102675997,2
2.870164,1240160,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,16.58681293,40.167530663,12.979476126,0,1.9945517674,10
-0.441929,1240216,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.824209,24.595890283,14.349956727,17.323213801,16.791871412,11.297757657,40.801514876,13.303250617,0,-0.522605386,3
-0.765523,1240217,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,10.682262832,38.226455689,13.100330564,0,-1.00522626,7
3.709032,1298146,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,5.7848448009,1,1.351098,51.964453804,21.931007996,34.888751606,29.775278758,56.93672438,58.144369091,19.048129023,2,3.6683429838,3
-0.502969,1298151,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,14.205673265,49.190541811,15.076489554,0,-0.475581352,6
4.51061,907057,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.774233,26.467730223,14.239302059,20.159938621,19.596252605,31.143482019,48.267059389,14.364492707,0,4.3022695814,10
4.938708,907071,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,45.724019801,52.989407318,16.594371407,0,4.3008964542,1
4.706292,909719,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3.1913423018,0,0.751916,29.836462018,14.588292222,17.13390608,21.87263279,11.129437377,48.891806068,14.351758417,0,4.3022695814,3
4.559847,909736,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,19.74876179,35.78231046,12.023338272,0,4.3021675739,9
4.247152,909737,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,20.342540706,47.233718778,15.71987631,0,4.3022695812,5
4.773269,909738,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,27.977022855,13.381234536,24.885413353,24.704479382,15.287724326,48.580444913,14.712098294,0,4.3022695814,6
4.036877,909739,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,35.543980459,38.137761697,14.851014061,0,4.3022695814,6
5.235763,910850,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.542071,48.41287936,19.382278659,37.993831391,31.328445838,18.178104579,57.083383164,16.807610268,1,3.6683423442,4
4.844714,1240159,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5.515984999,1,0.545751,38.983090682,15.327107304,32.033418446,33.434750632,42.17240033,59.634162386,16.478369078,0,4.0935545355,2
4.66279,1240160,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,16.58681293,40.167530663,12.979476126,0,4.3022695814,4
5.062767,1240216,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.824209,24.595890283,14.349956727,17.323213801,16.791871412,11.297757657,40.801514876,13.303250617,0,4.3022695814,2
4.973339,1240217,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,10.682262832,38.226455689,13.100330564,0,4.3022695795,7
4.993302,1298146,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5.7848448009,1,1.351098,51.964453804,21.931007996,34.888751606,29.775278758,56.93672438,58.144369091,19.048129023,2,3.6683425045,5
3.973793,1298151,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,14.205673265,49.190541811,15.076489554,0,4.3022695814,10
2.456049,907057,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.774233,26.467730223,14.239302059,20.159938621,19.596252605,31.143482019,48.267059389,14.364492707,0,2.3808125813,2
2.627936,907071,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,45.724019801,52.989407318,16.594371407,0,2.0962757519,9
2.434,909719,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3.1913423018,0,0.751916,29.836462018,14.588292222,17.13390608,21.87263279,11.129437377,48.891806068,14.351758417,0,2.3806795497,4
2.952261,909736,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,19.74876179,35.78231046,12.023338272,0,2.3325563993,5
2.756122,909737,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,20.342540706,47.233718778,15.71987631,0,2.3809825206,1
2.970453,909738,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,27.977022855,13.381234536,24.885413353,24.704479382,15.287724326,48.580444913,14.712098294,0,2.3809808681,10
1.37458,909739,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30.935673215,19.16600935,20.643411577,23.832930548,35.543980459,38.137761697,14.851014061,0,2.3809826436,4
2.940088,910850,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.542071,48.41287936,19.382278659,37.993831391,31.328445838,18.178104579,57.083383164,16.807610268,1,3.6682795522,10
2.697547,1240159,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5.515984999,1,0.545751,38.983090682,15.327107304,32.033418446,33.434750632,42.17240033,59.634162386,16.478369078,0,2.3808260992,10
2.45341,1240160,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,32.839071169,17.598660957,26.639947184,21.195096258,16.58681293,40.167530663,12.979476126,0,2.3400298553,7
2.76976,1240216,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.824209,24.595890283,14.349956727,17.323213801,16.791871412,11.297757657,40.801514876,13.303250617,0,2.3809723983,3
1.66624,1240217,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,25.878621649,13.612986655,16.062063195,11.559611023,10.682262832,38.226455689,13.100330564,0,2.3793407721,4
3.376576,1298146,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5.7848448009,1,1.351098,51.964453804,21.931007996,34.888751606,29.775278758,56.93672438,58.144369091,19.048129023,2,3.668631153,1
2.854744,1298151,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,35.654114125,11.077290122,21.523076267,22.133894318,14.205673265,49.190541811,15.076489554,0,2.380935741,2
3.164955,907057,255,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.774233,26.467730223,14.239302059,20.159938621,19.596252605,31.143482019,48.267059389,14.364492707,0,3.153077724,1
4.22109,907071,255,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37.041244236,17.060561481,25.724939949,19.803250978,45.724019801,52.989407318,16.594371407,0,3.1517750767,6
4.739878,909719,255,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.1913423018,0,0.751916,29.836462018,14.588292222,17.13390608,21.87263279,11.129437377,48.891806068,14.351758417,0,3.7856544853,7
4.653349,909736,255,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24.37841374,13.199343784,16.106706893,20.436149802,19.74876179,35.78231046,12.023338272,0,3.7857023064,1
4.035969,909737,255,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.800556685,15.118687946,17.943254587,21.035808844,20.342540706,47.233718778,15.71987631,0,3.1519983414,7
2.846829,909738,255,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,27.977022855,13.381234536,24.885413353,24.704479382,15.287724326,48.580444913,14.712098294,0,3.3216664271,3
