IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_784,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_677,Fingerprint_674,Fingerprint_672,Fingerprint_667,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,MOT_2D_beta2strand,REC_R_HSA_5672972,REC_R_HSA_5672972_EXP,PWY_R_HSA_194138_CSV,PWY_R_HSA_416482,PWY_R_HSA_416482_EXP,GO_0006357,GO_0018107,GO_0034162_EXP,GO_0035556_CSV,GO_0090002,EXP_AKT3,EXP_BRDT,EXP_BCKDK_X_EXP_DLD,EXP_CDK13_X_EXP_UBXN7,EXP_NTRK3_X_EXP_SHC3,EXP_PLK2_X_EXP_CCNF,EXP_PRKACA_X_EXP_HAUS2,EXP_PRKACA_X_EXP_RAB11A,EXP_PRKACG_X_EXP_CACNA2D4,EXP_PRKACG_X_EXP_OR10AG1,EXP_PRKG1_X_EXP_PRKAR1B,EXP_RIOK1_X_EXP_UTP3,EXP_RIOK1_X_EXP_WDR36,PWY_R_HSA_168138_EXP_X_PWY_R_HSA_9006934_EXP,GO_0035556_EXP_X_GO_0043507_EXP,Predicted IC50,Validation
2.483346,949158,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.637623,1,3.2168039355,0,2,0,0.637623,0,3.0462601744,2.6452927445,48.245658272,33.290778295,10.316697911,18.494065799,18.289654474,25.657139863,9.3885265006,9.1010901931,13.764864589,74.354625651,64.056241017,0,0,2.0657633633,7
1.919287,949160,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.714234,0,0,1,0,0,0,0,3.4999783665,2.9003866725,43.200115946,36.589254823,7.9993350407,19.306658023,19.318383235,27.151854788,9.4980359672,10.024713753,10.815929984,58.527435888,51.899110049,0,0,2.0365577147,10
1.133976,949163,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,3.3313517261,0,0,0,0.739629,1,2.9891529741,2.9104168565,47.3863056,40.512636281,10.044883454,15.033731639,21.968384453,28.198933426,9.9762453564,9.2094697202,10.043242677,68.979106363,59.930806696,0,0,1.1585787277,5
2.773854,949164,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.1641075918,3.1941634071,54.96467619,33.33989106,8.3086968497,20.793253443,20.62812756,26.047339995,9.6354531193,9.4661520213,12.098228524,66.442457496,61.087107443,0,0,1.9546954351,3
0.972082,949165,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,4.6977843984,0,1,0,1.373047,1,3.0490428487,2.7228380038,48.829585034,28.39740213,9.1206759932,20.997731019,19.889241117,27.597918444,9.8348683936,10.150295576,10.532556832,61.213092099,56.058785613,0,24.685635707,1.1570245656,3
2.784335,949166,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.662468,0,4.0298297528,3.0941834172,50.563868933,27.798543169,10.635525405,19.350757965,21.771014815,26.918540829,9.5817967987,9.6941373815,13.250195583,59.685857295,51.721987271,0,0,2.091044677,4
2.445656,949168,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.9421764924,3.2428884457,49.255927531,26.878998992,13.937776899,19.281919244,21.510423207,27.491917357,10.198319322,11.259946012,15.133509489,56.288668737,55.278663599,0,107.39675299,2.2098997088,2
2.039773,1240221,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.09777854,2.9104851548,53.757035601,27.508434475,9.2688434107,17.253949081,23.1855917,28.870151254,11.069400868,10.503537528,10.442583758,73.374862967,63.95234828,0,0,2.107104729,9
3.587529,1290767,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,5.329058078,0,0,0,0,0,0,0,0,4.9587190366,3.1491406631,51.659663541,19.362000515,9.3360238645,42.283753438,22.112432907,30.95191629,10.175375641,10.03136822,12.631789937,54.826111741,45.078445028,54.486544601,0,2.0894813829,4
2.24131,1290768,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.7251322873,3.1382006779,58.553297423,23.835419265,10.331341449,27.801908183,19.993996052,26.094588855,10.398773094,9.826411258,11.472665716,50.594730256,52.119412441,0,0,2.0901185862,5
2.799606,1290795,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,3.8196669119,3.2154952047,48.354951043,23.07740853,10.083427425,35.695401562,21.841611842,25.448008019,11.243922575,10.732090244,12.038611411,60.153271039,62.975194251,0,0,2.0894128655,4
0.906103,1299067,202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.8311449715,2.9410205775,54.738377864,30.677749439,9.2610152282,14.897340447,23.056821529,29.611501963,11.205756498,10.011603944,11.16091264,70.641549761,63.285654304,26.947196053,0,2.0895505767,2
3.125661,684052,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,4.4603652296,0,0,0,0,0,0,0,0,3.0634548314,3.0926599295,54.124691622,26.554289808,11.10653626,19.861906479,22.624704809,29.761947645,11.081531662,10.591224807,10.9397873,57.997387645,57.871754143,0,0,3.3536211862,9
1.537225,684057,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3.6524762055,0,0,0,0,0,3.0909651149,2.9417306795,50.379464217,37.7518021,8.5429282835,18.311755346,23.421523515,31.722079804,9.1117252354,9.3976898544,10.613455181,73.067310145,62.936821248,0,0,2.1718589213,7
1.383063,684059,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,7.7419780697,0,0,0,0.792229,0,2.8179604972,3.0196608111,42.6897224,39.589256879,8.2306219347,15.089954865,21.274815729,26.007842337,9.6144764242,9.361249415,12.229593065,71.633589187,64.736529026,0,0,1.4685120135,4
2.761108,684072,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0.719164,0,4.225155659,2.8120230414,49.398869272,34.349183998,9.0052370897,18.209939189,20.110892585,28.536601028,9.9214544172,9.7823088548,12.294260547,65.874090874,58.81610126,0,0,2.5126745475,10
1.485264,753539,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3.4958793796,0,1,0,0,0,3.6313450269,3.2290327817,46.79266479,21.021087373,10.349358946,16.523208893,23.685066703,31.195298495,10.869286864,10.252674451,12.169867586,56.729702892,52.002251998,0,62.594284145,2.021725665,6
4.488974,907060,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,2.930800576,0,0,0,0,0,0,0,0,3.9112903931,2.9613389716,46.572196319,27.262048529,9.6218970609,33.515964853,24.002591281,28.855750356,9.4672671951,9.0884763435,12.312499106,59.406716804,52.544828719,0,0,3.320232573,1
2.651409,907072,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.2642143222,2.9821391631,52.577398643,22.726033956,9.5981689121,35.934903777,21.331607063,28.216932282,10.156656363,9.8571832841,12.476613591,55.270825494,54.332892909,27.78568242,0,2.1138035317,3
3.459416,907290,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.808822,0,4.0001746331,3.0519680987,55.404578296,26.540855409,10.184566407,36.629645354,21.789258991,33.685896671,10.804519206,10.313942203,11.522895365,59.401788109,56.821495714,0,15.861240325,3.3486281783,9
3.157874,909717,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.676585,0,5.7041244829,2.8853078362,49.960062639,26.394592694,11.401136223,28.150214215,23.366112791,27.347878274,10.400456682,10.453581023,10.77562335,53.406060786,53.270873983,0,0,3.3167284713,3
2.894998,909731,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.692127,0,3.7927599229,2.9507145701,45.195177356,30.24896149,8.8587744464,19.403289614,22.43443416,27.796532317,9.729510298,10.033744688,13.110838676,71.565154191,69.671332466,0,0,3.0718547188,6
4.046888,909776,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.3726846508,0.695469,0,5.162863377,2.7347708294,51.908656831,22.345868805,10.240556941,48.4562224,21.602636521,28.828492853,14.171106839,10.990257897,11.95300844,53.678525463,46.901006647,54.35647896,134.16309233,3.6270995833,5
3.812206,909977,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,4.5849698064,0,0,0,0,0,4.2549133228,0,0,3.806946152,3.0721112736,48.368368228,20.437683333,12.76784225,30.397930836,21.91465757,30.655109809,10.751389382,10.746298075,15.710551673,51.093235665,42.895302048,40.862101982,0,3.3161898879,5
4.271501,910849,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.549837,0,3.4810730404,3.0640868149,65.394863735,17.525309488,13.145579137,45.675662948,26.198013714,31.361754202,10.956855293,10.411440154,14.070149166,58.900606838,51.37701858,26.953999318,82.464957968,4.8965672126,6
0.693696,925345,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0.809279,0,0,1,1,0,2.376703,0,3.0257640801,2.7765696572,50.955999305,23.819720015,9.6166305006,26.426081687,21.183419867,23.963403695,9.48998993,8.7548531016,9.6053583149,70.817851914,56.739733584,0,0,1.4661708708,10
2.424181,949155,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.778857,1,3.0044150727,1,0,0,0,1,3.1460826031,2.8879198566,40.583446295,36.274790067,8.7058642429,16.760101263,19.652003249,26.775528187,9.1487472515,10.012962141,11.576327373,74.413931715,68.573827444,0,0,2.2513086683,9
3.162888,949156,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.776085,0,2.9261285918,2.8780533823,52.060201968,44.798093486,9.644120852,17.625816762,20.705489864,24.332879111,9.5824113225,9.3294090871,12.146003422,56.593475856,51.027824356,0,0,1.7473574904,4
1.890263,949157,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.888198,0,4.1010319299,2.8984326971,56.968464021,25.322694992,9.9341309394,20.766435669,21.281993537,31.360988594,10.77828531,10.163728235,11.637528743,56.566119128,51.412605613,0,12.555750441,3.320510239,4
2.987562,949158,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.637623,1,3.2168039355,0,2,0,0.637623,0,3.0462601744,2.6452927445,48.245658272,33.290778295,10.316697911,18.494065799,18.289654474,25.657139863,9.3885265006,9.1010901931,13.764864589,74.354625651,64.056241017,0,0,3.1230861479,8
1.806328,949160,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.714234,0,0,1,0,0,0,0,3.4999783665,2.9003866725,43.200115946,36.589254823,7.9993350407,19.306658023,19.318383235,27.151854788,9.4980359672,10.024713753,10.815929984,58.527435888,51.899110049,0,0,1.8220493613,1
2.065588,949163,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3.3313517261,0,0,0,0.739629,1,2.9891529741,2.9104168565,47.3863056,40.512636281,10.044883454,15.033731639,21.968384453,28.198933426,9.9762453564,9.2094697202,10.043242677,68.979106363,59.930806696,0,0,2.9474168934,6
2.433603,949164,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.1641075918,3.1941634071,54.96467619,33.33989106,8.3086968497,20.793253443,20.62812756,26.047339995,9.6354531193,9.4661520213,12.098228524,66.442457496,61.087107443,0,0,2.8003388986,7
3.121987,949165,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,4.6977843984,0,1,0,1.373047,1,3.0490428487,2.7228380038,48.829585034,28.39740213,9.1206759932,20.997731019,19.889241117,27.597918444,9.8348683936,10.150295576,10.532556832,61.213092099,56.058785613,0,24.685635707,2.3888542499,4
0.904528,949166,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.662468,0,4.0298297528,3.0941834172,50.563868933,27.798543169,10.635525405,19.350757965,21.771014815,26.918540829,9.5817967987,9.6941373815,13.250195583,59.685857295,51.721987271,0,0,2.9338404706,1
4.485755,949168,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.9421764924,3.2428884457,49.255927531,26.878998992,13.937776899,19.281919244,21.510423207,27.491917357,10.198319322,11.259946012,15.133509489,56.288668737,55.278663599,0,107.39675299,3.5537053979,3
2.491799,1240221,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.09777854,2.9104851548,53.757035601,27.508434475,9.2688434107,17.253949081,23.1855917,28.870151254,11.069400868,10.503537528,10.442583758,73.374862967,63.95234828,0,0,2.5511440141,2
3.256572,1290767,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,5.329058078,0,0,0,0,0,0,0,0,4.9587190366,3.1491406631,51.659663541,19.362000515,9.3360238645,42.283753438,22.112432907,30.95191629,10.175375641,10.03136822,12.631789937,54.826111741,45.078445028,54.486544601,0,3.3811826205,8
3.000482,1290768,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.7251322873,3.1382006779,58.553297423,23.835419265,10.331341449,27.801908183,19.993996052,26.094588855,10.398773094,9.826411258,11.472665716,50.594730256,52.119412441,0,0,1.9805130881,1
2.904256,1290795,203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,3.8196669119,3.2154952047,48.354951043,23.07740853,10.083427425,35.695401562,21.841611842,25.448008019,11.243922575,10.732090244,12.038611411,60.153271039,62.975194251,0,0,2.6653194038,7
3.909196,684052,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,4.4603652296,0,0,0,0,0,0,0,0,3.0634548314,3.0926599295,54.124691622,26.554289808,11.10653626,19.861906479,22.624704809,29.761947645,11.081531662,10.591224807,10.9397873,57.997387645,57.871754143,0,0,4.9392525346,4
3.592007,684057,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3.6524762055,0,0,0,0,0,3.0909651149,2.9417306795,50.379464217,37.7518021,8.5429282835,18.311755346,23.421523515,31.722079804,9.1117252354,9.3976898544,10.613455181,73.067310145,62.936821248,0,0,3.727660436,3
2.990837,684059,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,7.7419780697,0,0,0,0.792229,0,2.8179604972,3.0196608111,42.6897224,39.589256879,8.2306219347,15.089954865,21.274815729,26.007842337,9.6144764242,9.361249415,12.229593065,71.633589187,64.736529026,0,0,2.8108182907,2
3.390052,684072,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0.719164,0,4.225155659,2.8120230414,49.398869272,34.349183998,9.0052370897,18.209939189,20.110892585,28.536601028,9.9214544172,9.7823088548,12.294260547,65.874090874,58.81610126,0,0,3.918168188,9
4.07565,753539,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3.4958793796,0,1,0,0,0,3.6313450269,3.2290327817,46.79266479,21.021087373,10.349358946,16.523208893,23.685066703,31.195298495,10.869286864,10.252674451,12.169867586,56.729702892,52.002251998,0,62.594284145,4.9095033821,7
3.67451,907060,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2.930800576,0,0,0,0,0,0,0,0,3.9112903931,2.9613389716,46.572196319,27.262048529,9.6218970609,33.515964853,24.002591281,28.855750356,9.4672671951,9.0884763435,12.312499106,59.406716804,52.544828719,0,0,3.908390881,5
3.612054,907072,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2642143222,2.9821391631,52.577398643,22.726033956,9.5981689121,35.934903777,21.331607063,28.216932282,10.156656363,9.8571832841,12.476613591,55.270825494,54.332892909,27.78568242,0,4.0126973254,3
4.106512,907290,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.808822,0,4.0001746331,3.0519680987,55.404578296,26.540855409,10.184566407,36.629645354,21.789258991,33.685896671,10.804519206,10.313942203,11.522895365,59.401788109,56.821495714,0,15.861240325,4.8728190459,6
4.515246,909717,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.676585,0,5.7041244829,2.8853078362,49.960062639,26.394592694,11.401136223,28.150214215,23.366112791,27.347878274,10.400456682,10.453581023,10.77562335,53.406060786,53.270873983,0,0,4.9896635174,4
3.973888,909731,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.692127,0,3.7927599229,2.9507145701,45.195177356,30.24896149,8.8587744464,19.403289614,22.43443416,27.796532317,9.729510298,10.033744688,13.110838676,71.565154191,69.671332466,0,0,4.9404068195,4
4.401424,909776,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3726846508,0.695469,0,5.162863377,2.7347708294,51.908656831,22.345868805,10.240556941,48.4562224,21.602636521,28.828492853,14.171106839,10.990257897,11.95300844,53.678525463,46.901006647,54.35647896,134.16309233,4.0456532296,8
5.033682,909977,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5849698064,0,0,0,0,0,4.2549133228,0,0,3.806946152,3.0721112736,48.368368228,20.437683333,12.76784225,30.397930836,21.91465757,30.655109809,10.751389382,10.746298075,15.710551673,51.093235665,42.895302048,40.862101982,0,4.9922853633,1
