IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,MUT_MAP3K19_CSV,EXP_COQ8A,EXP_BMP2K,EXP_TYRO3,EXP_STK39,EXP_ABL1_X_EXP_NAA25,EXP_ABL1_X_EXP_WASF1,EXP_BMP2K_X_EXP_NUMB,EXP_EIF2AK2_X_EXP_DDX58,EXP_EIF2AK2_X_EXP_IFI44L,EXP_GRK2_X_EXP_OR7G3,EXP_GRK2_X_EXP_P2RY11,EXP_GRK2_X_EXP_PEBP1,EXP_STK25_X_EXP_PDCD10,Predicted IC50,Validation
2.919538,724812,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,2.760933182,8
1.923233,724838,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,1.6833152547,3
2.40742,753552,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,2.3510617013,7
0.997579,753566,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,1.772569151,8
2.124881,906797,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,2.7847746616,3
1.144728,906798,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,1.1285095129,5
2.070651,907065,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,2.696177511,10
4.581846,907312,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,4.2251530364,5
2.35002,909704,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,2.665177836,4
3.974851,909780,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,3.0370933525,8
1.087286,910926,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,1.418703025,9
1.857247,1299051,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,2.4958570938,10
0.352531,687452,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,-0.3877815,2
-0.083924,687455,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,-0.430159473,9
4.615711,687459,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,3.3509633987,4
1.604532,724812,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,1.4506300945,2
2.083815,724838,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,1.406724665,7
0.311079,753552,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,-0.033187005,7
2.870743,753566,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,2.6355194332,9
1.093864,906797,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,1.2444153638,8
4.224752,906798,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,1.0884548743,1
1.138114,907065,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,2.9710204331,2
0.76059,907312,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,1.5617425842,5
-0.679034,909704,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,0.0152009409,10
3.673189,909780,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,3.0238276011,9
-0.803505,910926,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,-0.401187403,9
1.148179,1299051,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,3.0107975835,1
3.736986,687452,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,4.4597172752,7
3.476962,687455,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,3.4024698925,5
5.611053,687459,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,5.987930734,1
4.093166,724812,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,4.8936232562,9
3.874493,724838,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,3.1600693896,4
4.03162,753552,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,4.5468586006,8
4.808806,753566,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,4.8182771009,1
3.921289,906797,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,4.6774457319,3
4.951945,906798,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,4.7848773568,6
5.586178,907065,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,5.4873458854,6
4.990688,907312,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,5.022195982,2
5.784245,909704,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,4.4095114206,3
5.500017,909780,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,5.5909927567,8
3.443519,910926,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,4.2009831621,10
4.82636,1299051,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,4.9875921665,9
0.285497,687452,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,1.7506769664,2
1.696475,687455,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,1.2600241442,9
4.677181,687459,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,4.1534565634,3
3.172991,724812,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,3.0190654543,3
2.301818,724838,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,1.8331755795,10
2.84538,753552,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.0715409921,4.7694202433,4.5709219205,4.6743795136,33.970428614,21.91717692,24.345720562,29.32752021,25.675641547,12.054706919,14.189901935,39.031571595,54.469504275,2.0870654118,5
4.732496,753566,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.747083,4.0198847878,5.1436910502,3.8326027348,3.9135600487,32.567668049,26.966113588,24.73023665,68.212093245,63.343848192,11.620918845,12.04732133,34.394839084,54.588299152,4.5905556113,8
3.489706,906797,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.2355762025,5.1955338619,3.7757457396,4.1665083287,35.571954132,28.794491589,24.412777213,50.715170845,42.645541027,11.135253943,12.271955385,35.043203446,53.942528787,3.6231660297,9
4.083098,906798,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.4156995237,5.6835132259,4.4701725135,5.1766119232,36.800342432,32.498683566,28.740197833,39.34793594,26.256481212,12.300533085,14.210374285,36.316564477,57.666129914,3.5266908283,10
5.37436,907065,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.733222,3.8911186725,5.5784705731,3.4634271342,3.1938071887,30.262203964,16.22189344,28.74283811,66.457796513,45.429656824,10.571549596,11.428442532,35.721014336,51.10585255,4.7490605844,7
4.16664,907312,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.0102803748,5.6966804957,3.7145435456,3.9267963208,31.202297744,20.705490251,28.917611022,34.647518354,25.954492303,12.172945852,16.546435925,34.419281003,53.568983936,4.0191506102,5
1.048692,909704,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.6186327115,3.556404129,3.9044155458,4.600857288,32.374799013,23.31322128,16.938202554,30.086639489,24.56373632,12.186684504,14.613336486,34.696250514,56.850374598,1.9572191558,5
4.868082,909780,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3.9864387426,5.3382416798,4.0083087327,4.4900887461,37.276723438,26.156679011,25.940341307,46.154271401,26.347803443,12.070672761,12.759589867,30.688503112,55.094662829,4.7319150005,10
1.619726,910926,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.8589154852,4.3856903984,4.3576758094,5.3181855834,40.451513058,28.846343907,25.027433285,50.10208626,31.193232658,14.534363969,17.023648456,40.640690037,64.571267488,0.9899258542,8
4.693501,1299051,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3.9348772482,4.9026373039,3.9975818697,4.5877846112,31.770418077,25.00454783,33.88703479,61.318245696,68.179557814,11.960412509,15.497781808,30.313986847,54.009365708,4.5763592171,7
-3.967749,687452,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3.9756980829,4.7746715945,4.9310779605,4.3801194075,41.211373461,35.802168784,23.03320733,39.578700829,26.148673934,12.396290904,16.038520736,36.423006688,60.54857718,1.3291305472,1
0.651625,687455,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4.0206514627,4.5132754594,3.8399893723,5.3690671337,35.319169501,25.449699003,25.520813865,28.328973282,20.77271115,10.249101639,13.161818338,34.309401425,46.171866531,1.3032622224,4
3.681603,687459,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3.7750217434,6.4845635998,4.1637910594,4.1099655884,34.755870007,25.835093804,30.021792299,64.077142002,74.609367555,11.174113459,13.134354154,31.981405473,44.803608006,4.6957164752,9
2.285299,724812,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3.7234969251,5.1040823828,3.876011784,4.9750514666,34.761232788,26.053038677,26.133959104,52.032754268,50.462723367,10.946481006,13.419896718,33.447877177,57.559323593,2.6467848266,2
1.517882,724838,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4.2842057895,4.5338299346,3.8545863516,4.1375542049,55.673042427,36.730083042,23.613878277,42.531408667,22.681308314,12.303724236,15.030348236,35.81343234,49.841545998,1.877005527,8
