IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_785,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,PKA_131_ENG,PKA_181,PKA_181_ASA,PKA_181_ENG,PKA_197_HYD,MUT_EIF2AK4_EXP,MUT_MAP3K8_EXP,PWY_R_HSA_2187338_EXP,PWY_R_HSA_9006936_EXP,GO_0014066_EXP,GO_0032212_EXP,GO_0036289,GO_0043066,GO_2000650_EXP,FAM_AGC,FAM_CMGC,CLS_gender_f,CLS_NCI_code_C9384,EXP_EIF2AK3,EXP_SRMS,EXP_ICK,EXP_FASTK,EXP_MAP3K10,EXP_TRIO,EXP_TGFBR1,EXP_NUAK2,Predicted IC50,Validation
4.156472,905950,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5056671019,0,0,0,0,0,0,0,0,0,0,6.805695866,3.1399201156,3.1682549476,6.7371355572,3.4534213686,6.1949742178,3.1955493239,4.85748086,4.0591893188,7
5.184585,905963,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1092806181,7.009499729,0,0,1,0,3,0,0,0,5.6609874792,3.1187743904,3.2175274635,6.7842066044,3.3567075917,6.7160841154,3.339668851,4.4445577765,4.0446342839,2
4.978875,905978,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9966328209,3.1169883965,3.2633714671,5.3919269151,3.3163993803,5.9063173177,3.5968855145,4.1481087013,4.6579304094,3
4.65907,905979,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.3079798427,0,0,0,3.0788691187,0,0,2,4.3580425485,1,4,0,0,5.9359480642,3.1704737991,4.0333226952,6.0993437932,3.4496782132,7.4263116057,3.292696338,3.2694026979,4.4529477391,1
4.673504,905980,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.9282568476,0,0,0,0,0,0,0,0,1,2,0,0,5.0314965214,2.9538419853,3.1820242677,6.1394732904,3.3650320976,5.8128083661,3.9621345754,4.3207444175,4.0667351426,7
3.836562,905981,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,5.6172283981,3.3560304186,3.2667360281,5.7281793606,3.2869873383,6.3813058749,3.4573461704,4.7352976332,3.7149831288,8
5.170869,909250,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,6.5466704855,3.0355704496,3.225613825,6.1756356034,3.4615806079,5.8972041862,3.5946334694,3.8602127534,4.0527249883,9
3.645462,909730,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4.9032277026,3.2483536802,3.5364402489,5.8904707057,3.432953136,4.2564641365,3.3220513826,3.2852716282,3.7743613052,4
4.273571,909781,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.507807762,3.0920012149,3.7135480026,7.0364287417,3.1717524283,7.8630052029,3.7007495168,4.026868355,4.0210627748,4
5.159548,909974,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.7290330545,0,0,0,0,0,0,0,3.7600284835,0,1,0,0,6.4670645047,3.6623235323,3.5545443966,6.2082568209,3.3941389019,7.3433390764,3.9515995341,5.1836857936,5.1660356528,3
4.210591,910698,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,1,5.9663937653,3.4959334087,3.3979326776,6.2018344365,3.5760926032,6.0242437322,4.7611214215,4.63951927,4.4386563385,6
4.275006,910920,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.8849914858,3.3374117061,3.4809743515,6.2172507831,3.4602040482,5.4321113689,3.4544634374,4.2594709419,4.2585703121,1
3.550345,910922,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2.1,4.776,-1.01,0,2.5415935578,0,0,0,0,0,0,0,0,0,1,0,4.8947507257,3.3512921969,3.1973917272,5.9313132048,3.5580761494,5.994123358,3.2971499591,4.7512805732,3.5201470872,10
2.039075,910952,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.514059322,0,0,0,0,0,0,1,0,0,7.0819833725,3.2489276853,3.199250554,5.8415767015,3.771147469,6.8555999126,3.4345946868,4.6711584168,4.1387513327,2
4.550087,1298168,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6682849649,0,0,2,0,1,1,0,1,6.9025304544,3.1807175987,3.3979952227,6.375585929,3.5188577603,6.6761814394,3.7080461873,6.1725108975,4.1697917958,4
4.520317,1298169,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,6.4847923051,3.4427284246,3.2868382091,6.9543164356,3.6084321238,6.717516999,3.4139029107,6.7865048088,4.6983960237,5
4.711518,1524414,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89663538,0,0,0,4,0,1,1,0,0,5.8347040978,3.3864211439,3.2750857306,6.7998790121,3.3906206911,6.437335119,3.6520966818,3.8508155528,4.0707666691,1
4.226746,1524415,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.3706463344,2.9879542078,3.2198379292,6.2185564116,3.3312420328,6.0101522075,3.2990057931,4.2323850415,4.052107482,9
4.300899,1524416,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-9.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7783498132,3.2654340302,3.1700142245,5.619493011,3.2415162108,6.376598683,3.3154306219,3.8688338221,3.7735331086,4
2.230269,753558,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2338878265,3.2677276446,3.2457378881,5.8218382323,3.6316738297,7.97851967,3.2072764063,5.0737219904,3.1808521631,1
0.477329,753577,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.415194526,0,0,3.415194526,1,0,0,2,0,1,0,5.7817491499,3.0889672136,3.1804375719,5.2130404694,3.2637043704,6.2333483209,3.5943247784,4.527316394,1.9145904473,4
0.915803,905947,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0797408842,2,0,0,1,0,0,0,5.4103332019,3.0354083523,3.1031822318,6.9526098945,3.5675335334,6.9062454763,3.2282732145,3.8571830025,1.3545816615,4
5.232316,905948,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.2231249438,3.6793234289,3.5730919102,7.217538562,3.9515245112,6.9432950069,3.8710276406,4.3100584929,3.4201657457,5
0.844571,905950,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5056671019,0,0,0,0,0,0,0,0,0,0,6.805695866,3.1399201156,3.1682549476,6.7371355572,3.4534213686,6.1949742178,3.1955493239,4.85748086,1.7862766722,7
1.927822,905963,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1092806181,7.009499729,0,0,1,0,3,0,0,0,5.6609874792,3.1187743904,3.2175274635,6.7842066044,3.3567075917,6.7160841154,3.339668851,4.4445577765,1.7742180005,4
1.828214,905978,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9966328209,3.1169883965,3.2633714671,5.3919269151,3.3163993803,5.9063173177,3.5968855145,4.1481087013,2.534558648,9
4.312835,905979,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.3079798427,0,0,0,3.0788691187,0,0,2,4.3580425485,1,4,0,0,5.9359480642,3.1704737991,4.0333226952,6.0993437932,3.4496782132,7.4263116057,3.292696338,3.2694026979,3.7160010678,10
1.484137,905980,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9282568476,0,0,0,0,0,0,0,0,1,2,0,0,5.0314965214,2.9538419853,3.1820242677,6.1394732904,3.3650320976,5.8128083661,3.9621345754,4.3207444175,1.9575854015,4
1.988504,905981,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,5.6172283981,3.3560304186,3.2667360281,5.7281793606,3.2869873383,6.3813058749,3.4573461704,4.7352976332,1.2725348651,6
1.749368,909250,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,6.5466704855,3.0355704496,3.225613825,6.1756356034,3.4615806079,5.8972041862,3.5946334694,3.8602127534,2.0298905726,2
2.286731,909730,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4.9032277026,3.2483536802,3.5364402489,5.8904707057,3.432953136,4.2564641365,3.3220513826,3.2852716282,3.0183925513,7
2.333605,909781,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.507807762,3.0920012149,3.7135480026,7.0364287417,3.1717524283,7.8630052029,3.7007495168,4.026868355,1.5921917147,3
2.688668,909974,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7290330545,0,0,0,0,0,0,0,3.7600284835,0,1,0,0,6.4670645047,3.6623235323,3.5545443966,6.2082568209,3.3941389019,7.3433390764,3.9515995341,5.1836857936,2.6743175343,7
2.407586,910698,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,1,5.9663937653,3.4959334087,3.3979326776,6.2018344365,3.5760926032,6.0242437322,4.7611214215,4.63951927,2.5481334162,3
1.991618,910920,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.8849914858,3.3374117061,3.4809743515,6.2172507831,3.4602040482,5.4321113689,3.4544634374,4.2594709419,2.6352359394,1
1.536206,910922,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.1,4.776,-1.01,0,2.5415935578,0,0,0,0,0,0,0,0,0,1,0,4.8947507257,3.3512921969,3.1973917272,5.9313132048,3.5580761494,5.994123358,3.2971499591,4.7512805732,1.285750499,10
2.815518,910952,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.514059322,0,0,0,0,0,0,1,0,0,7.0819833725,3.2489276853,3.199250554,5.8415767015,3.771147469,6.8555999126,3.4345946868,4.6711584168,2.9683619408,5
3.646948,1298168,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6682849649,0,0,2,0,1,1,0,1,6.9025304544,3.1807175987,3.3979952227,6.375585929,3.5188577603,6.6761814394,3.7080461873,6.1725108975,2.7618046725,10
3.747255,1298169,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,6.4847923051,3.4427284246,3.2868382091,6.9543164356,3.6084321238,6.717516999,3.4139029107,6.7865048088,3.0934589733,9
2.417509,753558,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2338878265,3.2677276446,3.2457378881,5.8218382323,3.6316738297,7.97851967,3.2072764063,5.0737219904,2.6381224924,1
1.158132,753577,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.415194526,0,0,3.415194526,1,0,0,2,0,1,0,5.7817491499,3.0889672136,3.1804375719,5.2130404694,3.2637043704,6.2333483209,3.5943247784,4.527316394,2.0367066985,9
-0.044089,905947,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0797408842,2,0,0,1,0,0,0,5.4103332019,3.0354083523,3.1031822318,6.9526098945,3.5675335334,6.9062454763,3.2282732145,3.8571830025,0.4973334199,4
3.791497,905948,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.2231249438,3.6793234289,3.5730919102,7.217538562,3.9515245112,6.9432950069,3.8710276406,4.3100584929,3.5832237715,7
2.369974,905950,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.5056671019,0,0,0,0,0,0,0,0,0,0,6.805695866,3.1399201156,3.1682549476,6.7371355572,3.4534213686,6.1949742178,3.1955493239,4.85748086,2.2481733203,6
4.373522,905963,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1092806181,7.009499729,0,0,1,0,3,0,0,0,5.6609874792,3.1187743904,3.2175274635,6.7842066044,3.3567075917,6.7160841154,3.339668851,4.4445577765,3.7470608329,7
0.046747,905978,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9966328209,3.1169883965,3.2633714671,5.3919269151,3.3163993803,5.9063173177,3.5968855145,4.1481087013,0.9434903474,7
4.214251,905979,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4.3079798427,0,0,0,3.0788691187,0,0,2,4.3580425485,1,4,0,0,5.9359480642,3.1704737991,4.0333226952,6.0993437932,3.4496782132,7.4263116057,3.292696338,3.2694026979,4.0255999874,5
1.478305,905980,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3.9282568476,0,0,0,0,0,0,0,0,1,2,0,0,5.0314965214,2.9538419853,3.1820242677,6.1394732904,3.3650320976,5.8128083661,3.9621345754,4.3207444175,1.383822862,1
0.843718,905981,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,5.6172283981,3.3560304186,3.2667360281,5.7281793606,3.2869873383,6.3813058749,3.4573461704,4.7352976332,0.4493354681,7
1.74545,909250,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1.325,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,6.5466704855,3.0355704496,3.225613825,6.1756356034,3.4615806079,5.8972041862,3.5946334694,3.8602127534,2.7522411008,9
1.379366,909730,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4.9032277026,3.2483536802,3.5364402489,5.8904707057,3.432953136,4.2564641365,3.3220513826,3.2852716282,1.0660529803,7
1.295131,909781,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.507807762,3.0920012149,3.7135480026,7.0364287417,3.1717524283,7.8630052029,3.7007495168,4.026868355,0.9563001383,9
4.158201,909974,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3.7290330545,0,0,0,0,0,0,0,3.7600284835,0,1,0,0,6.4670645047,3.6623235323,3.5545443966,6.2082568209,3.3941389019,7.3433390764,3.9515995341,5.1836857936,3.0895826694,5
4.449362,910698,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,1,5.9663937653,3.4959334087,3.3979326776,6.2018344365,3.5760926032,6.0242437322,4.7611214215,4.63951927,4.2105297927,3
4.942399,910920,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.8849914858,3.3374117061,3.4809743515,6.2172507831,3.4602040482,5.4321113689,3.4544634374,4.2594709419,2.5865844132,1
0.720708,910922,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,2.1,4.776,-1.01,0,2.5415935578,0,0,0,0,0,0,0,0,0,1,0,4.8947507257,3.3512921969,3.1973917272,5.9313132048,3.5580761494,5.994123358,3.2971499591,4.7512805732,0.6953694506,4
3.849903,910952,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.514059322,0,0,0,0,0,0,1,0,0,7.0819833725,3.2489276853,3.199250554,5.8415767015,3.771147469,6.8555999126,3.4345946868,4.6711584168,4.2179035951,4
4.852638,1298168,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6682849649,0,0,2,0,1,1,0,1,6.9025304544,3.1807175987,3.3979952227,6.375585929,3.5188577603,6.6761814394,3.7080461873,6.1725108975,4.6056509791,3
4.837178,1298169,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,6.4847923051,3.4427284246,3.2868382091,6.9543164356,3.6084321238,6.717516999,3.4139029107,6.7865048088,4.6781762909,2
4.527646,1524414,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.89663538,0,0,0,4,0,1,1,0,0,5.8347040978,3.3864211439,3.2750857306,6.7998790121,3.3906206911,6.437335119,3.6520966818,3.8508155528,4.6364190449,7
1.165356,1524415,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5.3706463344,2.9879542078,3.2198379292,6.2185564116,3.3312420328,6.0101522075,3.2990057931,4.2323850415,1.1632613197,6
-1.639504,1524416,219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,-9.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7783498132,3.2654340302,3.1700142245,5.619493011,3.2415162108,6.376598683,3.3154306219,3.8688338221,-0.191690248,6
4.552404,753558,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2338878265,3.2677276446,3.2457378881,5.8218382323,3.6316738297,7.97851967,3.2072764063,5.0737219904,3.9458689495,3
