IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_819,Fingerprint_818,Fingerprint_812,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_709,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_658,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_617,Fingerprint_611,Fingerprint_363,PKA_172_POL,GO_0000278,GO_0002092_EXP,GO_0030216_EXP,SFAM_RIPK,FAM_TKL_CSV,EXP_STK11,EXP_MINK1,EXP_PRKAA2,EXP_COQ8A
3.786184,1298151,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
4.542393,907057,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
5.62178,907071,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
5.405353,909719,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
2.860899,909736,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
1.476697,909737,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
2.920854,909738,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
0.804082,909739,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
5.909505,910850,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
5.672119,1240159,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
4.068492,1240160,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
1.930066,1240216,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
5.472633,1240217,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
4.849059,1298146,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
3.327639,1298151,229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
4.529594,907057,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
5.054239,907071,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
5.394477,909719,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
5.879168,909736,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
1.944198,909737,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
5.104649,909738,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
4.262603,909739,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
5.895047,910850,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
5.493608,1240159,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
5.123021,1240160,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
3.818983,1240216,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
1.553099,1240217,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
6.351216,1298146,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
5.653488,1298151,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
5.424934,907057,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
5.520327,907071,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
4.814452,909719,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
5.634963,909736,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
4.535592,909737,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
5.248018,909738,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
4.581027,909739,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
5.912103,910850,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
5.655838,1240159,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
4.910317,1240160,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
3.915399,1240216,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
4.653176,1240217,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
6.316912,1298146,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
3.737396,1298151,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
4.758634,907057,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
2.979735,907071,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
4.180823,909719,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
0.157618,909736,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
-1.941508,909737,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
0.766367,909738,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
2.564201,909739,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
3.025304,910850,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
4.917844,1240159,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
-0.872233,1240160,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
1.619925,1240216,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
-1.043819,1240217,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
5.411927,1298146,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
2.036464,1298151,235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
2.282904,907057,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
3.477815,907071,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
2.782262,909719,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
0.699463,909736,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
2.781105,909737,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
1.583237,909738,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
1.642102,909739,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
4.549526,910850,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
3.154586,1240159,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
2.700799,1240160,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
3.047126,1240216,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
3.260565,1240217,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
4.967817,1298146,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
2.927458,1298151,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
1.702786,907057,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
2.126409,907071,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
0.96776,909719,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
-0.069996,909736,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
-0.027274,909737,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
3.290341,909738,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
0.768218,909739,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
3.924514,910850,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
2.105187,1240159,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
2.870164,1240160,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
-0.441929,1240216,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
-0.765523,1240217,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
3.709032,1298146,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
-0.502969,1298151,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
4.51061,907057,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
4.938708,907071,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.7,0,3.00779003373984,0,0,0,5.13284555925613,4.3345117820576,5.27704394991152,5.59575245560694
4.706292,909719,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.1913423018288,0,0.751916,4.205500080018,4.5165206597477,4.27481165197695,4.71807043880113
4.559847,909736,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.99734623269706,4.40832204885096,4.38832759713082,3.93454205847259
4.247152,909737,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.67190361563023,4.22253087452371,4.49323210234548,4.19004924184251
4.773269,909738,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.37280345497402,4.7684705454371,3.97723747088151,4.60463109230477
4.036877,909739,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.49827827153852,4.34998027980231,5.80526306554302,4.08974208475976
5.235763,910850,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.542071,4.91650072953149,4.59685179128499,5.66963331759724,6.01487874567975
4.844714,1240159,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.51598499900242,1,0.545751,5.07430992918687,4.49993172795331,4.71979310635765,4.77500080633214
4.66279,1240160,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.14585350064638,4.26617959884906,5.62129545337662,4.81060721829808
5.062767,1240216,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.824209,4.29667534165753,4.02924622859953,4.63473980913399,3.54697615729704
4.973339,1240217,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.4,1,0,0,0,0,4.34049638629896,4.00571551553349,4.51035331476527,3.68615132870122
4.993302,1298146,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.24550978430266,5.7848448009248,1,1.351098,5.1618382712456,4.98081390289939,5.94306749311344,5.78809299289655
3.973793,1298151,253,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.37996253850621,4.56149816653854,3.21813082465623,5.43965920852397
2.456049,907057,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.774233,4.59168884414198,4.26654013267745,4.55167096705718,3.85637931251801
