IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_824,Fingerprint_822,Fingerprint_819,Fingerprint_813,Fingerprint_797,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_698,Fingerprint_697,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,REC_R_HSA_141409,REC_R_HSA_141409_EXP,GO_0030878_EXP,CLS_average_ploidy,PKA_105_CSV_X_Fingerprint_826,PKA_162_CSV_X_Fingerprint_644,PKA_197_ENG_X_Fingerprint_818,PKA_217_ASA_X_Fingerprint_826,EXP_NEK6_X_EXP_NUP37,EXP_NEK6_X_EXP_TOP2A,EXP_STK16_X_EXP_PEPD,GO_0043114_X_GO_0045785,Predicted IC50,Validation
0.091934,907000,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,-0.843348399,2
0.676326,907051,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,-0.837618729,1
-2.172091,908130,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,-0.983532692,6
-1.464684,909735,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,-0.052412981,2
2.254633,910691,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,1.0327443913,10
-1.887505,910781,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,4.8081334031,5.5312781323,2.1709069768,0,0,-5.21,0,45.19196344,55.651077717,43.758496497,0,-1.984971653,10
0.878653,924187,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,1.4319132948,7
0.805648,930082,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,6.9632637271,2.0219194553,0,0,-3.859,0,44.207092676,52.82105596,36.521333326,1,1.1704845868,5
4.916962,1240127,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,2,8.7835949774,0,3.6815714119,0,0,2.894,0,52.388912122,65.402407281,61.176622162,0,4.0372160447,6
-0.240878,1240174,159,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,-0.390411169,8
0.922248,907000,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,0.4555553055,5
1.368892,907051,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,0.4493086118,1
1.368588,908130,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,0.5058161342,4
1.037964,909735,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,-0.067319504,3
1.935976,910691,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2.2577327546,0,0.808713,0,0,32.241780835,41.709816752,45.896881096,0,1.2347921446,6
0.919349,910781,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,4.8081334031,5.5312781323,2.1709069768,0,0.753089,-5.21,0,45.19196344,55.651077717,43.758496497,0,0.1818304935,8
3.147392,924187,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,0.4243630728,6
2.760855,1240127,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,8.7835949774,0,3.6815714119,0,1.551295,2.894,0,52.388912122,65.402407281,61.176622162,0,3.1596995371,8
0.569869,1240174,167,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,0.5769632708,1
2.472582,907000,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,3.9746545587,6
3.565115,907051,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,3.9632054993,8
2.892675,908130,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,3.9254667767,9
1.886942,909735,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,1.3962055267,6
3.37176,910691,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,4.4813636499,3
2.147424,910781,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,4.8081334031,5.5312781323,2.1709069768,0,0,-5.21,0,45.19196344,55.651077717,43.758496497,0,1.9704243096,7
3.886045,924187,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,4.4377646247,9
6.884232,1240127,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,2,8.7835949774,0,3.6815714119,0,0,2.894,0,52.388912122,65.402407281,61.176622162,0,4.3502155821,1
3.36906,1240174,176,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,3.6485295221,2
2.289682,907000,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,2.0820050782,3
2.818355,907051,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,2.3379982724,6
2.148439,908130,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,2.0732636046,10
0.589609,909735,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,0.7731135735,4
2.232829,910691,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,0.5471858083,1
1.650705,910781,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,4.8081334031,5.5312781323,2.1709069768,0,0,-5.21,0,45.19196344,55.651077717,43.758496497,0,0.9218396361,9
4.619429,924187,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,4.0400208128,5
4.040741,1240127,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,2,8.7835949774,0,3.6815714119,0,0,2.894,0,52.388912122,65.402407281,61.176622162,0,4.5241908565,8
1.156456,1240174,177,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,1.9814249107,9
1.311162,907000,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,1.8809683536,9
1.797895,907051,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,1.7924908177,2
2.635097,908130,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,1.8663487226,2
0.786836,909735,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,0.5289894564,10
1.470652,910691,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,1.8831089987,7
1.452467,910781,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,4.8081334031,5.5312781323,2.1709069768,0,0,0,0,45.19196344,55.651077717,43.758496497,0,1.4659304862,8
3.655685,924187,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,2.6971611964,5
2.694544,1240127,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,2,8.7835949774,0,3.6815714119,0,0,0,0,52.388912122,65.402407281,61.176622162,0,3.8520261856,1
1.532931,1240174,178,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,2.0759305166,9
0.702868,907000,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,1.4277731071,9
2.340432,907051,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,2.3421640199,8
0.655075,908130,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,1.250511517,10
0.061859,909735,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,0.2149744429,5
1.796748,910691,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2.2577327546,0,0.808713,0,0,32.241780835,41.709816752,45.896881096,0,0.9784817254,7
-0.447747,910781,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,4.8081334031,5.5312781323,2.1709069768,0,0.753089,0,0,45.19196344,55.651077717,43.758496497,0,0.7472584478,2
4.138304,924187,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,3.4355954023,10
0.890459,1240127,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,8.7835949774,0,3.6815714119,0,1.551295,0,0,52.388912122,65.402407281,61.176622162,0,0.611981632,7
2.583038,1240174,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,1.4495055395,6
3.0984,907000,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,3.0224809854,1
3.416401,907051,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,2.967187846,6
3.540308,908130,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,3.0089638545,9
2.650565,909735,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,2.9792209436,4
3.612579,910691,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,3.4229644241,7
2.211085,910781,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,4.8081334031,5.5312781323,2.1709069768,0,0,0,0,45.19196344,55.651077717,43.758496497,0,2.9557752548,5
3.971674,924187,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,3.4939438593,2
3.793136,1240127,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,8.7835949774,0,3.6815714119,0,0,0,0,52.388912122,65.402407281,61.176622162,0,3.0172559826,7
3.534838,1240174,185,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,2.9664229769,1
3.861695,907000,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,4.2356618821,6
4.821468,907051,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,4.5001493893,3
4.358116,908130,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,4.2391918926,5
4.287953,909735,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,4.1801867625,5
5.049776,910691,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,4.4943736372,7
4.556728,910781,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.8081334031,5.5312781323,2.1709069768,0,0,0,0,45.19196344,55.651077717,43.758496497,0,4.3767069169,2
5.726534,924187,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,4.5346399143,1
5.692936,1240127,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8.7835949774,0,3.6815714119,0,0,0,0,52.388912122,65.402407281,61.176622162,0,4.5105351603,5
4.734505,1240174,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,4.5608887203,5
5.218094,907000,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,5.0840234545,9
5.106778,907051,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,4.9895239966,9
4.682674,908130,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,5.136780064,10
4.249165,909735,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,4.4493279892,2
5.951341,910691,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,4.9859763735,1
5.416428,910781,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4.8081334031,5.5312781323,2.1709069768,0,0,0,0,45.19196344,55.651077717,43.758496497,0,5.0140836938,3
6.582327,924187,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,4.5831063636,2
4.985726,930082,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6.9632637271,2.0219194553,0,0,0,0,44.207092676,52.82105596,36.521333326,1,5.6156725829,4
5.930567,1240127,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,8.7835949774,0,3.6815714119,0,0,0,0,52.388912122,65.402407281,61.176622162,0,6.0656419331,6
5.402894,1240174,193,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,5.542756633,5
0.496883,907000,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,0.4631162211,9
3.359222,907051,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,2.5670021085,5
-0.461949,908130,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,0.524129278,10
1.323233,909735,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,2.0412373133,7
4.323773,910691,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2.2577327546,0,0.808713,0,0,32.241780835,41.709816752,45.896881096,0,3.4715259657,7
-2.826655,910781,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,4.8081334031,5.5312781323,2.1709069768,0,0.753089,0,0,45.19196344,55.651077717,43.758496497,0,-2.23213668,9
4.245558,924187,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,4.6690694211,1
3.302885,1240127,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,8.7835949774,0,3.6815714119,0,1.551295,0,0,52.388912122,65.402407281,61.176622162,0,1.1490894269,1
2.255935,1240174,199,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,2.06621616,9
1.897471,907000,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.0060246273,0,0,0,-16.5,46.511494911,53.978551127,41.164206969,0,0.6397422912,8
1.994585,907051,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2,8.9210509035,0,3.4323658044,0.740448,0,0,0,61.728975551,66.532800514,50.940437967,0,2.2761798972,8
2.828964,908130,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1.9667921549,0.82717,0,0,0,46.079526653,58.893869828,42.577808838,0,2.457037009,8
1.305135,909735,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,1.2987878265,4
2.192499,910691,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,2.2622540039,9
1.757102,910781,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,4.8081334031,5.5312781323,2.1709069768,0.82717,0,0,5.9,45.19196344,55.651077717,43.758496497,0,1.856291816,10
3.160199,924187,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,2.2685868116,9
1.926608,1240127,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2,8.7835949774,0,3.6815714119,0.753946,0,0,0,52.388912122,65.402407281,61.176622162,0,2.0599467619,4
1.927852,1240174,202,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,4.2286055327,0,1.931980783,0.770192,0,0,0,49.824019647,65.220437023,49.770148906,0,2.2755503489,5
3.455613,907000,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,3.2219135935,6
4.640372,907051,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,2.6062562848,1
3.860071,908130,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,3.2385143456,10
3.114174,909735,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,2.6010047698,9
1.373842,910691,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,3.0555503256,9
3.513632,910781,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4.8081334031,5.5312781323,2.1709069768,0,0,0,0,45.19196344,55.651077717,43.758496497,0,3.4217246793,3
3.484832,924187,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,3.0068954772,1
3.843432,930082,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6.9632637271,2.0219194553,0,0,0,0,44.207092676,52.82105596,36.521333326,1,3.046284765,9
3.390898,1240127,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,8.7835949774,0,3.6815714119,0,0,0,0,52.388912122,65.402407281,61.176622162,0,3.4062988931,10
3.084318,1240174,203,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,2.7263740999,7
3.580101,907000,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,4.2574601165,6
4.253708,907051,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,4.5245622703,9
4.410588,908130,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,4.2574393592,10
3.887128,909735,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,3.9504537715,3
3.892692,910691,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.2577327546,0,0.808713,0,0,32.241780835,41.709816752,45.896881096,0,3.5030784768,4
4.40538,910781,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,4.8081334031,5.5312781323,2.1709069768,0,0.753089,0,0,45.19196344,55.651077717,43.758496497,0,4.2153090352,9
4.928416,924187,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,4.7143561173,0,2.6533508085,0,0,0,0,44.944235549,53.031920022,66.260411153,0,4.2516824463,6
4.251837,930082,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6.9632637271,2.0219194553,0,0,0,0,44.207092676,52.82105596,36.521333326,1,4.2191929958,3
4.502783,1240127,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,8.7835949774,0,3.6815714119,0,1.551295,0,0,52.388912122,65.402407281,61.176622162,0,4.2025709944,7
4.220369,1240174,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,4.2286055327,0,1.931980783,0,0,0,0,49.824019647,65.220437023,49.770148906,0,4.2573532776,1
1.568376,907000,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0060246273,0,0,0,0,46.511494911,53.978551127,41.164206969,0,0.3634243936,6
2.391898,907051,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,8.9210509035,0,3.4323658044,0,0,0,0,61.728975551,66.532800514,50.940437967,0,0.5050770503,5
1.348149,908130,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9667921549,0,0,0,0,46.079526653,58.893869828,42.577808838,0,0.3890559318,3
-0.026982,909735,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14.449119202,1.9784991522,0,0,0,0,28.014721682,33.109989902,38.06197215,2,-0.266399761,4
2.082054,910691,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2577327546,0,0,0,0,32.241780835,41.709816752,45.896881096,0,0.7421484002,7
0.7413,910781,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.8081334031,5.5312781323,2.1709069768,0,0,0,0,45.19196344,55.651077717,43.758496497,0,0.3891724357,2
