IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_828,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_801,Fingerprint_799,Fingerprint_797,Fingerprint_791,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_648,Fingerprint_646,Fingerprint_643,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,EXP_IRAK3,EXP_BRD4,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
6.244813,930297,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,6.1401864086,8
6.547242,930298,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,6.4709507418,5
4.382175,1240212,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,4.3430931531,10
5.311457,1298134,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,4.7583329758,1
0.696496,687505,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,0.0712139512,5
4.864941,687506,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,3.2660537607,2
5.079266,724839,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,3.9015671149,4
-0.896322,906824,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,-0.892126465,10
1.336834,906843,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,0.9173652029,5
0.517151,907068,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,1.9444760061,6
3.187693,930297,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,4.4767439784,2
5.800311,930298,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,6.4746163024,6
-0.148069,1240212,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,0.6891274771,3
2.071781,1298134,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,2.6058354822,1
1.925701,687505,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,1.2776666063,7
3.324424,687506,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,2.1787434388,2
4.497147,724839,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,3.579881782,10
1.958724,906824,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,1.2785989504,5
2.795553,906843,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,1.3170648406,5
3.263175,907068,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,1.330131626,10
4.864037,930297,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,4.8148489918,5
5.163415,930298,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,5.2405339419,2
3.480735,1240212,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,1.624885391,10
3.469256,1298134,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,1.3161140476,7
0.276822,687505,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,0.6604550629,6
1.015192,687506,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,0.7047790634,2
1.370579,724839,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,1.5074008788,7
-2.22532,906824,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,-0.688507646,9
0.377577,906843,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,0.5733426881,9
-0.089927,907068,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,0.5357561264,5
1.678907,930297,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,1.7041401534,2
4.100019,930298,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,3.8981220855,4
0.810185,1240212,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,0.0489976665,7
2.321603,1298134,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,1.8410699694,9
4.334853,687505,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,4.2280850527,8
4.821655,687506,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,5.69488474,8
5.396179,724839,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,5.2286203491,9
4.04043,906824,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,3.6207244594,1
4.59692,906843,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,4.3946697881,10
4.759438,907068,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,4.5631282212,10
5.500664,930297,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,5.9445953611,2
5.697915,930298,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,6.3045190999,8
4.678239,1240212,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,4.7663756581,8
4.497934,1298134,253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,4.6234648668,9
1.470769,687505,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,2.2880774796,9
2.929906,687506,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,3.5522057881,5
3.197839,724839,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,4.4393273849,4
1.610065,906824,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,1.1978141733,9
1.954111,906843,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,2.3330647719,10
1.911597,907068,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,2.3122339299,6
3.272797,930297,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,4.8438598888,6
3.60555,930298,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,4.6827663952,10
2.194967,1240212,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,3.020302234,4
2.099911,1298134,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,2.5493756135,3
2.959906,687505,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,3.9389860859,4
4.573243,687506,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,4.8349360784,9
4.817501,724839,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,4.8048314881,6
3.242597,906824,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,3.0464716554,8
3.839662,906843,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,3.6930643385,2
4.067804,907068,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,3.5896140374,10
5.52357,930297,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,5.0139200084,1
5.868885,930298,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,6.4559525155,7
4.57876,1240212,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,4.1623124662,6
4.216919,1298134,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,5.0216020123,2
1.404236,687505,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,0.4197675621,3
2.472988,687506,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,3.0795662075,10
4.578171,724839,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,5.0005094377,10
-1.096501,906824,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,-0.425161826,4
2.259894,906843,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,2.1102528695,4
2.330333,907068,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,2.1829952532,6
5.459423,930297,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,5.1974935634,5
5.805217,930298,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,5.4961414377,2
1.938276,1240212,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,1.821785536,3
2.212715,1298134,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,2.4237456358,10
-0.47973,687505,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,0.4521316598,9
4.100347,687506,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,4.2808467112,9
5.440323,724839,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,4.9074668249,2
1.388782,906824,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,0.7842378901,10
2.99413,906843,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,3.2792156083,5
2.951559,907068,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,3.400489604,7
5.120547,930297,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,4.8616229028,4
5.648715,930298,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,5.6413016463,3
3.39404,1240212,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,3.5445738418,5
3.181451,1298134,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,3.1492393802,9
0.811769,687505,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,2.36128452,5
4.359693,687506,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,4.673899592,5
4.52394,724839,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,4.5613945807,4
1.404209,906824,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,2.2367253754,10
3.150963,906843,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,2.5914109733,5
4.067161,907068,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,3.5373605281,10
5.570075,930297,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,5.4650488716,7
5.915514,930298,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,5.7874836069,6
3.983886,1240212,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,3.7325316156,7
4.251633,1298134,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,3.2162698394,1
1.70409,687505,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,2.0314058674,9
4.427094,687506,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,4.3974609424,4
4.380206,724839,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,4.735433992,8
3.418096,906824,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,2.6526417088,9
3.069125,906843,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,3.0273245238,5
3.408427,907068,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,2.9388615475,3
4.806373,930297,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,4.6831087122,2
5.148687,930298,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,5.2553088257,10
3.660117,1240212,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,4.0669368214,10
3.947516,1298134,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,3.9812746496,7
4.595929,687505,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.0252558276,5.6090773638,65.371679042,34.58928315,9.7083996281,14.675089467,3.5596830476,8
5.720403,687506,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.4793992429,5.4320796759,59.117976019,34.530745112,13.83750445,11.895041789,5.6707526949,8
6.098093,724839,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.9570779615,5.4131136837,46.246534785,32.952153584,15.868346125,12.638631606,5.7549462266,2
4.795585,906824,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2.9956604313,5.9173867453,67.4144993,40.018278184,11.497666944,14.487923201,3.5963542614,9
5.133064,906843,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,67.36996948,33.681930667,12.839859693,13.417610905,4.3346165735,6
5.658339,907068,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,66.465517602,35.487811896,13.820833047,12.999983849,4.5137752732,5
6.244813,930297,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4.8521131365,5.3820524088,47.802494887,34.755374895,19.154756444,12.104093275,5.9099652756,6
6.404314,930298,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4.2284266226,5.0044916562,53.548462103,32.261758846,18.211828114,11.407227195,6.0584006461,1
5.446167,1240212,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,53.078990442,35.290054041,11.791803995,13.040814464,4.1839564746,3
5.352655,1298134,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.2231998158,5.2675923994,61.640784461,36.02603409,11.504159524,13.234659277,4.323738637,3
