IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_830,Fingerprint_826,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_797,Fingerprint_791,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_363,GO_0000278,GO_0016477,SFAM_RIPK,FAM_TKL_CSV,PKA_172_ASA_X_Fingerprint_644,PKA_280_CSV_X_Fingerprint_644,EXP_COQ8A_X_EXP_PDSS1,EXP_PRKAA2_X_EXP_TP53,EXP_SRC_X_EXP_ARRB2,EXP_SRC_X_EXP_CASP8,EXP_SRC_X_EXP_FN1,EXP_STK11_X_EXP_ATIC,GO_0032212_X_GO_0043066
0.749528,909719,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.751916,0,0,29.8364620176592,14.5882922223553,17.1339060799618,21.8726327902975,39.7090516387708,42.9700988800166,0
0.144189,909736,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
1.673976,909737,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
0.728653,909738,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
0.683302,910850,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
1.718795,1240160,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
1.251533,1240216,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
1.905859,1298146,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
0.188019,1298151,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
1.11924,907057,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.774233,0,0,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
-0.122252,907071,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
1.552483,909719,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.751916,0,0,29.8364620176592,14.5882922223553,17.1339060799618,21.8726327902975,39.7090516387708,42.9700988800166,0
0.095393,909736,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
1.906825,909737,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
0.287158,909738,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
-0.247067,910850,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
1.968026,1240159,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.545751,0,0,38.9830906819384,15.3271073036045,32.0334184456622,33.4347506319688,41.5519177539883,49.8027839634687,0
2.522288,1240160,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
1.309102,1240216,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
0.267665,1240217,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25.8786216490144,13.6129866552567,16.0620631945718,11.5596110226176,14.4011474537619,44.420501462295,0
1.937237,1298146,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
-0.660397,1298151,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
5.251902,907057,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.774233,0,0,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
5.980998,907071,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
6.390951,909736,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
5.945319,909737,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
5.275459,909738,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
6.616557,910850,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
5.507556,1240159,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.545751,0,0,38.9830906819384,15.3271073036045,32.0334184456622,33.4347506319688,41.5519177539883,49.8027839634687,0
4.917548,1240160,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
6.150132,1240216,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
5.45961,1240217,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25.8786216490144,13.6129866552567,16.0620631945718,11.5596110226176,14.4011474537619,44.420501462295,0
6.005988,1298146,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
5.404748,1298151,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
2.463927,907057,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.774233,0,0,26.4677302234902,14.2393020590971,20.1599386210322,19.5962526050237,20.258527142914,43.203902664989,0
5.447599,907071,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0412442357075,17.0605614809722,25.7249399494726,19.8032509784236,55.1289214225682,46.6357880789373,0
2.995708,909719,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.751916,0,0,29.8364620176592,14.5882922223553,17.1339060799618,21.8726327902975,39.7090516387708,42.9700988800166,0
2.333234,909736,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3784137400438,13.1993437836992,16.1067068932171,20.4361498023794,48.4260001289101,34.8425825488028,0
2.027429,909737,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.8005566853401,15.1186879462202,17.943254587388,21.0358088438446,44.7435529622754,44.092020956703,0
1.914248,909738,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.9770228546362,13.3812345360829,24.8854133525909,24.7044793821348,39.5909587935236,43.3270220013339,0
5.04234,910850,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.542071,0,0,48.4128793595357,19.382278658715,37.9938313906041,31.3284458376951,75.63716042107,50.3019012566922,1
3.571422,1240159,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.545751,0,0,38.9830906819384,15.3271073036045,32.0334184456622,33.4347506319688,41.5519177539883,49.8027839634687,0
4.333869,1240160,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.839071169111,17.5986609571519,26.6399471840293,21.1950962579293,53.0029066176881,40.5448456633515,0
2.653967,1240216,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.824209,0,0,24.5958902834875,14.3499567274337,17.3232138007502,16.7918714115379,44.0656941150577,39.3402250504382,0
2.050957,1240217,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.8786216490144,13.6129866552567,16.0620631945718,11.5596110226176,14.4011474537619,44.420501462295,0
3.023635,1298146,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1.351098,0,0,51.964453804189,21.9310079956953,34.8887516057976,29.7752787583631,68.934333257589,52.9231732817278,2
2.369312,1298151,1032,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.6541141246205,11.0772901220891,21.5230762670117,22.1338943178078,17.0380662819478,38.5932294328046,0
