IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_803,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,PKA_113_D,PKA_113_D_CSV,PKA_124_POL,PKA_129_S,PKA_129_S_CSV,PKA_129_S_EXP,PKA_142,PKA_164_ASA,PKA_271_HYD,PKA_272_M_CSV,MOT_2D_beta8strand_CSV,DOM_Kringle_EXP,MUT_TSSK6,REC_R_HSA_2984220_CSV,PWY_R_HSA_5689880_CSV,PWY_R_HSA_8953750_EXP,GO_0003222_CSV,GO_0009791_CSV,GO_0032880_EXP,GO_0042733_EXP,GO_0048536_CSV,EXP_TEC,EXP_NUAK2,EXP_MKNK1,PKA_102_CSV_X_Fingerprint_797,PKA_102_X_Fingerprint_797,PKA_105_ENG_X_Fingerprint_363,PKA_113_ASA_X_Fingerprint_611,PKA_113_HYD_X_Fingerprint_611,PKA_113_HYD_X_Fingerprint_818,PKA_113_POL_X_Fingerprint_576,PKA_121_B62_X_Fingerprint_696,PKA_121_HYD_X_Fingerprint_698,PKA_131_HYD_X_Fingerprint_800,PKA_132_B62_X_Fingerprint_818,PKA_157_ASA_X_Fingerprint_714,PKA_157_ENG_X_Fingerprint_714,PKA_165_HYD_X_Fingerprint_818,PKA_165_H_X_Fingerprint_818,PKA_172_HYD_X_Fingerprint_800,PKA_180_B62_X_Fingerprint_818,PKA_190_ASA_X_Fingerprint_714,PKA_190_POL_X_Fingerprint_813,PKA_197_HYD_X_Fingerprint_698,PKA_198_VOL_X_Fingerprint_617,PKA_199_ENG_X_Fingerprint_363,PKA_199_VOL_X_Fingerprint_363,PKA_200_X_Fingerprint_644,PKA_201_B62_X_Fingerprint_363,PKA_201_ENG_X_Fingerprint_363,PKA_201_VOL_X_Fingerprint_800,PKA_204_EXP_X_Fingerprint_800,PKA_205_X_Fingerprint_576,PKA_264_ASA_X_Fingerprint_798,PKA_264_EXP_X_Fingerprint_797,PKA_265_ENG_X_Fingerprint_776,PKA_266_ASA_X_Fingerprint_800,PKA_272_ASA_X_Fingerprint_576,PKA_272_ASA_X_Fingerprint_710,PKA_280_VOL_X_Fingerprint_363,PKA_291_EXP_X_Fingerprint_644,PKA_294_VOL_X_Fingerprint_611,PKA_58_B62_X_Fingerprint_644,PKA_58_B62_X_Fingerprint_673,PKA_71_B62_X_Fingerprint_800,PKA_71_CSV_X_Fingerprint_800,PKA_71_X_Fingerprint_800,PKA_73_ASA_X_Fingerprint_714,PKA_86_HYD_X_Fingerprint_686,PKA_92_VOL_X_Fingerprint_698,PKA_96_CSV_X_Fingerprint_818,PKA_96_EXP_X_Fingerprint_818,PKA_97_B62_X_Fingerprint_800,PKA_98_HYD_X_Fingerprint_644,EXP_ACVR1B_X_EXP_AKAP4,EXP_ACVR1B_X_EXP_SMAD4,EXP_GUCY2C_X_EXP_PDE5A,EXP_NPR2_X_EXP_POLR3GL,EXP_NPR2_X_EXP_ZNRD1,EXP_TAOK3_X_EXP_KDSR,EXP_TEC_X_EXP_PLCG1,EXP_TEC_X_EXP_SOS1,EXP_TGFBR2_X_EXP_GPC1,EXP_TGFBR2_X_EXP_NEDD4L,REC_R_HSA_1067646_CSV_X_REC_R_HSA_2980720_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_2672351_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_382551_CSV,PWY_R_HSA_174143_CSV_X_PWY_R_HSA_75153_CSV
5.928305,909761,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753136,0,0,3.95975249543353,0,3.64571773724023,3.99805214076831,3.70429469615935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8131344125343,30.0014053009861,38.3035775929122,27.3299634966549,42.0971806934351,36.5170642241999,14.6105650376008,22.1954525395538,33.4051051666158,36.8195166800089,0,0,0,0
5.760787,910554,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4,0,0,0,0,0,-0.29,0,1.528455,0,0,0,0,0,0,0,3.44360708018884,0,0,3.87701802079596,4.51837401633858,3.93164116185065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2377540628229,31.0791344053674,35.8218591782117,40.584301472866,50.3322676667863,44.91492604644,14.7692155323955,24.395030859825,28.0835826159186,43.7741236583857,0,1.272341446036,2.501081336624,0.728986654604
5.759115,910569,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78977748941939,0,0,3.2343637200435,3.51926661195832,4.31906684108551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9959457893909,28.3455267336201,9.25153336904526,35.1233550464903,37.4243862849193,42.4118403570723,18.933195589393,21.95619229851,14.5987767788951,15.5225747601292,0,0,0,0
5.970709,910700,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35710278033194,4.11069785763653,3.72281834879777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8842102310361,28.9702687669335,24.9253356589114,35.6170753421216,44.5474872349944,37.5928895916308,17.2113700297422,21.9679837605911,33.3842325674476,36.1346221230572,0,0,0,0
4.48251,910905,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68642255898167,4.16757343401049,3.96423032743048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8440313863605,31.5913804954239,34.0333506117319,27.9325056453097,35.0586194608606,40.0127311192389,15.7815290456683,23.4329720550993,29.0630000601575,45.5705543482902,0,0,0,0
6.901961,924108,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67623861041237,5.60734847335605,4.14761664721363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6515066531088,26.8756481644695,12.0371609704873,27.5260255578796,33.8917235860304,51.8557611346417,15.8311939724626,25.1705661663291,51.1650844894582,65.2058802100502,0,0,0,0
5.783124,998189,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65541523507833,0,0,7.08453363739706,0,0,3.64705602856168,4.56710958524681,3.82449076985828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0452287188747,25.4195588850864,21.6122610202745,34.165837630617,37.2363155621056,47.0091996510686,17.3892174694118,23.1297095957452,28.1267106169425,34.9568076410332,0,0,0,0
3.513942,1240123,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.691451,0,0,0,0,0,0,0,0,3.42368060029614,0,3.38387500715366,4.77170103505701,3.91199903969229,0,0,0,0,0,0,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2779849672183,24.893484742001,32.2350586496146,35.4809584737003,41.568886966036,38.9968618314153,14.0382039187406,21.207358716286,23.0735034659535,25.4099188541848,0,1.243532669225,1.243532669225,0
7.097915,1240124,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44313844291684,3.76713906624355,3.77932269843689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0448315657333,29.9155731340717,34.1971111994237,28.1502162556296,30.6708948124964,47.1745298137758,12.1447614755278,21.5035802362269,35.6526356318243,50.3186314839696,0,0,0,0
4.571571,1240173,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.753591,0,0,0,0,0,0,0,0,0,0,3.29641687873073,3.88784767304829,3.62999465348883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6156067112905,23.2397109153557,11.5554035044735,47.2637943204761,46.6191596851924,51.2649981403523,22.1117204490656,20.3934130416423,33.6834673207184,34.7005907776286,0,0,0,0
5.65086,1290769,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20236118860915,4.08590694963762,4.34292843626837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1935129277079,24.6287799831087,19.391539412219,31.4565463428318,31.478881847625,35.6311233202292,19.8365973334079,24.9432738406995,43.5522523036627,32.0247908101595,0,0,0,0
5.349365,1290771,1025,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42493158085962,3.95663228361062,3.91310925736979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6063510142703,23.5894391675232,38.7596396396475,35.5027827036427,40.5055415362851,40.9938528588288,13.0374201680832,21.570376226664,22.1891976939577,29.4220428233764,0,0,0,0
2.090865,905936,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.843276,0,0,1.425156,3.41523702984408,3.41481317093338,3.89668943387705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0860627171034,27.3973563339466,11.5338713448458,48.5439419903065,51.9373292425998,40.1870891250879,13.7599011693281,21.5191693340784,30.3188955597091,29.5596277434526,0,0,0,0
1.087975,905937,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.442725,0,0,0,0,0,0,0.832933,3.84495894080504,3.11662736171101,0,3.48213586993378,4.92559846184752,4.02230045222124,0.53993,1,0,0,0,0,0,-1,0.18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.4,7.03712352442607,3.335,-42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760766,5.3890669615208,0,0,11.7893621460491,24.9961993086141,12.181421536237,32.5699827640489,41.8731328927865,35.0344943098585,17.0231906790171,20.9068416431489,28.7769351572366,27.2024378149958,0,1.8256068411,1.8256068411,1.0817597445
1.729054,905939,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42562590670343,3.55285424990379,3.75705655140667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2365879203989,21.0981735990123,11.7238135711989,43.8640917290133,51.7597201998998,32.8966260582622,14.4788895660012,22.3346954159901,27.5482379969732,41.0290188324742,0,0,0,0
2.186996,905961,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24247812296238,3.63869568479682,4.10320084101436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0597308965238,19.2211223493648,8.84990177718721,37.6286670677559,39.9233641598,38.8054988583132,13.1742473417074,18.5247149737746,27.3330710708758,36.3226480467267,0,0,0,0
2.702678,905962,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736083,0,0,0,3.50933373057425,3.48453373416318,3.65842471368726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9554126307992,17.5157600040884,11.1469055183132,37.6183471842565,47.8887380369768,28.3190355354038,17.1186406107821,20.4510091267166,29.167156726593,33.286880022204,0,0,0,0
1.052986,905989,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76551,0,0.828746,0,0,4.57200359702388,0,3.66392326572377,3.25355654366959,3.69161824901879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583304,11.68437865863,0,0,13.2753484085291,24.387725830328,13.7384304236906,39.3084769900619,45.1127529953361,44.9685968078212,15.4042061544752,25.5430682633875,25.464424813174,36.247376021115,0,0,0,0
3.447432,907287,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.539629,0,0,0,0,0,0,0,0,2.9185852057667,0,3.72664943432493,4.28446976389639,4.44087158475535,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9928714167135,31.7706375971206,32.5619922616246,30.9823096982098,39.7400709721087,43.8023686570085,16.3904134432393,26.3659968157523,29.2055127271952,42.3593516209455,0,0.596844295448,1.284703388696,0.677987022904
0.846727,907790,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.621718,0,0,0,0,0,0,0,0,0,0.621718,3.28614834962514,3.53295658392225,3.83338601296271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4419917220558,29.0277122292222,11.3116999137239,20.263058266647,38.5937252541866,39.7778573435371,14.0572638787799,17.9234339611665,26.8121317621767,25.6959422837149,0,0,0,0
0.347043,907794,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2106448544468,0,0,0,5.8252854172367,0,3.39383478518426,3.92936182131181,3.57493052792515,0,0,0,0,0,-0.18,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.599999999999994,0,1,32.8,7.2106448544468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3633205274453,25.2278082108808,16.5754093372011,43.6561479192456,52.5838132725821,36.3081450956102,13.8587650830524,21.498918670573,35.0502610052654,34.8833187509048,0,0,0,0
1.159255,909698,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26779775459644,0,0,0,4.3831635294449,0.799888,3.46495909916171,3.15367128574905,3.59936738315189,0.810394,1,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7876765117528,26.772578050317,9.55670057354486,44.6560325589402,53.4240003561373,48.1377881831184,19.5620799764481,22.5208623917631,20.8308350264973,25.8879014925686,0,0,0,0
3.01239,909740,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.782576,0,0,0,0,0,0,0,0,0,0,3.50353103357369,3.49211133650351,3.95212356149136,0,0,0,0,0,0,0,2,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.2,3.49227428999769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7241470247287,27.6187713558716,14.3524460823956,39.1443915537194,42.9893100771792,39.3477744600522,14.8812281000098,23.6927746852011,25.610627716008,23.2769053938729,0,0,0,0
4.526451,909747,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73246890015219,3.84420066598971,3.83609721947781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6662290799099,27.8575334778741,19.8427798890667,28.378053216778,39.6447519853777,52.0742710229745,19.7856678952568,22.3550005606832,53.7047119996088,54.3483697629486,0,0,0,0
2.208502,909751,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.34196115817826,3.48523685170342,3.91997645479667,0,0,0,0,0,1.49,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855314,8.53462215165625,0,0,11.8776377005182,26.3066996898556,12.5977216693963,43.663114726531,51.9778592749306,38.4648981254625,20.845834846309,29.1493043662972,28.7368142548263,24.2126006151473,0,0,0,0
0.960965,909757,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.86,0,0,0,0,0,0,0,0,0,0,0,0,3.28216385545977,4.58244765928386,3.82084084674352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1320946488807,31.7420050070496,45.2160828141407,26.0905073720779,35.5429350540281,40.4707978715786,15.6291993784121,22.8320546240631,32.0625606694352,44.6634835958867,0,0,0,0
1.508546,909761,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753136,0,0,3.95975249543353,0,3.64571773724023,3.99805214076831,3.70429469615935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8131344125343,30.0014053009861,38.3035775929122,27.3299634966549,42.0971806934351,36.5170642241999,14.6105650376008,22.1954525395538,33.4051051666158,36.8195166800089,0,0,0,0
3.130299,910554,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.4,0,0,0,0,0,-0.29,0,1.528455,0,0,0,0,0,0,0,3.44360708018884,0,0,3.87701802079596,4.51837401633858,3.93164116185065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,41.3,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,12.2377540628229,31.0791344053674,35.8218591782117,40.584301472866,50.3322676667863,44.91492604644,14.7692155323955,24.395030859825,28.0835826159186,43.7741236583857,0,1.272341446036,2.501081336624,0.728986654604
-0.584961,910569,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78977748941939,0,0,3.2343637200435,3.51926661195832,4.31906684108551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9959457893909,28.3455267336201,9.25153336904526,35.1233550464903,37.4243862849193,42.4118403570723,18.933195589393,21.95619229851,14.5987767788951,15.5225747601292,0,0,0,0
3.497364,910905,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68642255898167,4.16757343401049,3.96423032743048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8440313863605,31.5913804954239,34.0333506117319,27.9325056453097,35.0586194608606,40.0127311192389,15.7815290456683,23.4329720550993,29.0630000601575,45.5705543482902,0,0,0,0
2.925282,924108,1046,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67623861041237,5.60734847335605,4.14761664721363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6515066531088,26.8756481644695,12.0371609704873,27.5260255578796,33.8917235860304,51.8557611346417,15.8311939724626,25.1705661663291,51.1650844894582,65.2058802100502,0,0,0,0
