IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_785,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_260_ENG,PKA_260_EXP,SDOM_subdomainIV,MUT_GUCY2C,MUT_RPS6KB2,MUT_RPS6KB2_EXP,MUT_TRPM6_EXP,REC_R_HSA_198640,PWY_R_HSA_1643685_CSV,PWY_R_HSA_170834_EXP,GO_0060612,GO_0061024,SFAM_DYRK1_EXP,SFAM_FJ,SFAM_FJ_EXP,EXP_SBK2,EXP_ACVR2B,EXP_SBK1,EXP_STK10,EXP_STK19,PKA_137_CSV_X_Fingerprint_576,PKA_137_X_Fingerprint_576,PKA_251_ENG_X_Fingerprint_644,PKA_251_POL_X_Fingerprint_644,PKA_260_ENG_X_Fingerprint_611,PKA_260_EXP_X_Fingerprint_611,PKA_85_EXP_X_Fingerprint_611,PKA_93_EXP_X_Fingerprint_644,PKA_93_X_Fingerprint_644,EXP_ABL2_X_EXP_CRKL,EXP_CSNK1E_X_EXP_CEP135,EXP_CSNK1E_X_EXP_UTP3,EXP_FGFR2_X_EXP_EPN3,EXP_FGFR2_X_EXP_IGF1,EXP_FGFR2_X_EXP_NCAM1,EXP_MAP2K2_X_EXP_HRAS,EXP_MAPK8_X_EXP_ATF3,EXP_MAPK8_X_EXP_CRK,EXP_MAPK8_X_EXP_GNA15,EXP_MAPK8_X_EXP_HRAS,EXP_MAPK8_X_EXP_HSP90AA1,EXP_MAPK8_X_EXP_IL2RB,EXP_MAPK8_X_EXP_TNFRSF1A,EXP_MAPKAPK3_X_EXP_TNRC6C,EXP_STRADB_X_EXP_PRKAB1,EXP_SYK_X_EXP_TLR4,REC_R_HSA_3228469_X_REC_R_HSA_6802932,GO_0003007_X_GO_0007268,GO_0010629_X_GO_0048015
1.464823,905968,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2.92816878046226,0,0,0,0,1,0,0,0,3.47573337777164,4.37366560035648,5.02271188581292,4.11222312051797,2.78332890464536,0,0,0,0,0,0,0,0,0,28.1370377840361,38.713215723503,59.7016395171382,13.1161192629569,13.3029552391601,16.2465833199788,43.778895949858,16.5933593754741,32.6824642888205,15.0860389467493,28.0791866242458,40.741209086879,14.8982906725633,24.982064081128,23.4761377607792,23.3300844332654,10.575141947227,0,1,0
0.788882,905991,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.21894269324308,4.77675668078008,4.84698066731034,4.44306456685429,2.85362826140647,0,0,0,0,0,0,0,0,0,30.751639441614,36.8049036002688,68.7315880974391,10.0022418315116,9.95604010450602,10.2623285317788,44.3144319067139,14.170362549878,38.4076891425519,20.8273680919254,26.0020511427164,43.3551267984963,24.8642629479366,27.5350013248097,23.5656247912395,18.7216315865311,8.54521754490407,0,0,0
1.351654,906804,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.18273237929339,0,0,0,0,0,0,0,0,3.69813022413213,6.11911581180875,6.12178145355508,4.97261686259336,3.11026321028209,0,0,0,0,0,0,0,0,0,31.035677547468,45.4538510879715,68.89113657151,9.97912978894872,9.6914117566983,10.4556721324846,51.6382358451686,15.8678679293109,32.5274379032989,14.2877951941556,28.4644969484938,33.7854644233335,21.201006551333,21.0779263533618,27.6657591820935,17.1629075620341,10.4521707894711,1,0,0
2.125739,909255,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.31295461356203,6.9509191234703,5.47122668246685,4.36891722404906,2.65603296340956,0.797912,1,0,0,0,0,0,0,0,30.2990840236237,41.2873021942226,74.6099527575435,12.9105052644611,12.1576425360656,12.7770330739328,67.4210019864498,15.8397252616346,31.8116091377443,15.0293115726501,36.7785188064193,37.5071710188686,26.5731074980776,19.7498338849832,27.3935440773124,23.2165057426781,9.04836984190789,0,0,0
0.35601,909257,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.96973938060859,0,3.133484,3.39967977346246,0,0,0,1,4.2759125266113,3.64422358771855,4.73848356512504,5.02338469708742,4.33359172304545,2.76172185345801,0,0,0,0,0,0,0,0,0,28.4525069947964,38.4987170632162,65.9117530536786,13.1988248960667,12.8438405957071,13.4178731732668,46.2080176147765,16.3763864037129,31.6846286764458,13.1777872206417,28.744997954348,45.3624386047797,13.936515463593,22.3396019460029,27.1175767666083,20.5552149724668,10.1369721423897,0,0,0
6.066166,911905,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.45525072974448,4.92388659031519,4.27116386233534,4.798258513797,3.66785645126362,0,0,0,0,0,0,0,0,0,29.4597163585683,33.1124447154006,53.6490314953095,13.0541928192328,12.14981453459,14.5056052680583,43.5938666745448,13.3614065390918,29.1745288003794,13.3549653795621,24.5803484524099,30.611119307773,22.9301876774615,15.2825434875837,22.6512625388963,20.677314359985,13.037715619666,0,1,0
1.602619,924186,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36902984355778,3.88726574616151,3.5458771289881,5.00106661176964,2.56409977487293,0,0,0,0,0,0,0,0,0,32.232823767259,39.4811298474926,64.8640625181009,9.63360586832511,9.60956057828763,11.7491999386251,55.7353292805655,16.9364407295874,42.1176978251158,17.9485474053777,43.7669515562002,55.9902403539836,19.7980051054548,33.5063225799154,23.4504781271107,22.6787656512509,10.5062806063362,0,0,0
4.32748,946360,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34906550074285,4.33907502062415,7.23630405545218,3.32963223062609,3.00208303163634,0.698327,1,0,0,0,0,0,0,0,27.8553874804197,33.0759022708646,46.0978991045539,16.6648260311289,17.0933962961365,14.8499789379042,47.9082121144384,14.1533220068344,39.7143897741107,13.7161136509296,28.6874088473908,44.9599162144514,15.124579525478,21.7134599975295,25.0985409795018,16.6039806225979,18.1369302186346,0,0,0
1.347435,949090,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17877463281039,4.09353288850827,7.3058377728601,3.80981169737672,2.99946918533507,0,0,0,0,0,0,0,0,0,22.2783691507448,35.754883406455,55.232621844736,16.0164426715105,19.9114120749533,19.7739267390269,43.316083282976,12.9101057332629,26.1715661985485,12.3343902476559,23.9901022069187,31.7495024595744,11.640559263063,15.93462487173,21.3479338486239,19.3814992553513,18.4227315123171,0,0,0
1.732988,1240128,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.71344934390468,4.64864335664433,3.82179409195338,4.3339660679893,2.54666181411215,0,0,0,0,0,0,0,0,0,31.9201752432989,36.4302298229931,67.6529222672447,9.63394186271179,9.49129176502449,9.63474823866818,48.0970981004619,15.1598002857735,32.9832286497039,14.3728401540791,27.7507312494068,44.6097587973834,14.2549723354962,22.9458888178154,23.8865456108055,22.1517580605907,9.14156638130872,0,0,0
4.59765,1240129,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.26976620799911,4.68943848504242,5.34559955315435,3.84175619827061,3.07975927048515,0,0,0,0,0,0,0,0,0,27.9990748568275,30.2866103875837,59.5698741945241,11.6254683822314,12.7814290129136,14.1870673790225,48.1472927325835,13.2156090860845,27.2248960186197,12.5239952979814,24.0862877345237,35.1629098576146,13.3903334353915,21.5023784218433,26.389612587237,19.605547564752,9.39764875980723,0,0,0
6.808052,1240199,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.16313740963609,3.75176821753116,5.92425051470013,3.90067358765114,2.89983794839927,0,0,0,0,0,0,0,0,0,25.2081217112434,25.0055382527182,42.2360789639583,21.1646711185103,17.5300105699397,19.2880290347297,39.5998322667421,11.5328841998065,23.3434983769993,14.7158502166392,21.879756102193,37.5082276194954,12.1894982228072,16.0632542093185,18.776435306621,15.9820720176784,20.1583162101536,0,1,1
3.553136,1240200,1046,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3.86270655804827,2.98955301381594,0,0,0,0,0,0,0,0,3.56517017418539,4.92989028131423,5.12985972871229,4.01021562112799,2.67893178328808,0,0,0,0,0,0,0,0,0,35.4930363450656,32.0616080102053,61.7169457435748,14.2366857230115,12.6767662089572,13.0908052116399,45.5180701688507,16.6470759989202,35.1682330531028,15.0719420094239,29.4877841784795,46.8423578131329,14.6622673579551,22.5815800731182,28.609539066177,29.5257468034846,16.8021417337784,0,0,0
5.092009,905933,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3.861,6.55458628211953,0,0,0,0,0,0,0,0,1,0,4.05508720991361,0,0,3.25815087708567,4.34254143852636,5.76791677254413,3.5922414072354,3.17559341237498,0,0,0,0,0,0,0,0,0,26.8863028929743,29.3388171101829,56.0578764228738,16.8699839599795,14.5142645585418,17.7010082911039,44.3302485742716,14.5729099617262,32.15638522222,14.9663764671324,30.6165577889809,49.4811814464213,14.0236288957915,22.6127648836122,22.3145914153968,14.0535810390475,21.6082095048754,0,0,0
7.078349,905959,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55366101708032,4.06209108505658,3.56933915344956,4.46666381837278,3.10978639852537,0,0,0,0,0,0,0,0,0,29.0335883524815,36.3169316338106,63.5647038298774,10.5272551230465,10.5299613468088,10.8863988834856,63.8309904951906,18.2059957670714,30.4312269646626,14.2153320107216,37.0561309588568,40.4650157676747,13.904474231592,29.8752397621158,25.816329648562,20.7604028444098,14.664554073037,0,0,0
2.998239,905968,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2.92816878046226,0,0,0,0,1,0,0,0,3.47573337777164,4.37366560035648,5.02271188581292,4.11222312051797,2.78332890464536,0,0,0,0,0,0,0,0,0,28.1370377840361,38.713215723503,59.7016395171382,13.1161192629569,13.3029552391601,16.2465833199788,43.778895949858,16.5933593754741,32.6824642888205,15.0860389467493,28.0791866242458,40.741209086879,14.8982906725633,24.982064081128,23.4761377607792,23.3300844332654,10.575141947227,0,1,0
5.539017,905969,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.834993,6.58570863696937,0,0,0,0,0,3.33362863704835,4.53711348336812,4.75816450281587,4.89056242263434,2.58703493094522,0,0,0,0,0,0,0,0,0,36.7351342464447,34.8129267651243,57.7214944374712,11.5710734996748,11.5440243133533,11.0925418219281,55.4479596764866,13.1802622172843,28.6611073262492,14.9453450911318,29.5532693780056,41.5355831739792,17.500677956733,21.5913645458328,26.2522400547839,26.9546834788557,13.1443925195952,0,0,0
5.815562,905990,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3167160359841,4.73016672575381,4.27762530475602,3.5996860333383,3.0115798512485,0,0,0,0,0,0,0,0,0,30.4189004889305,37.6780879840624,57.5189725331571,15.0159418547162,14.5071692961099,16.7642791580375,47.0242050491037,20.9616982518906,34.7982296999227,16.7465804887833,33.7008346149536,50.353512291809,15.8365545721547,23.4699009461461,22.3374528779092,17.7819338010241,14.541564160649,0,0,0
3.821456,905991,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,0,0,3.21894269324308,4.77675668078008,4.84698066731034,4.44306456685429,2.85362826140647,0,0,0,0,0,0,0,0,0,30.751639441614,36.8049036002688,68.7315880974391,10.0022418315116,9.95604010450602,10.2623285317788,44.3144319067139,14.170362549878,38.4076891425519,20.8273680919254,26.0020511427164,43.3551267984963,24.8642629479366,27.5350013248097,23.5656247912395,18.7216315865311,8.54521754490407,0,0,0
-0.45488,906804,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.18273237929339,0,0,0,0,0,0,0,0,3.69813022413213,6.11911581180875,6.12178145355508,4.97261686259336,3.11026321028209,0,0,0,0,0,0,0,0,0,31.035677547468,45.4538510879715,68.89113657151,9.97912978894872,9.6914117566983,10.4556721324846,51.6382358451686,15.8678679293109,32.5274379032989,14.2877951941556,28.4644969484938,33.7854644233335,21.201006551333,21.0779263533618,27.6657591820935,17.1629075620341,10.4521707894711,1,0,0
3.676599,909255,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.837676,0,0,0,0,0,0,3.31295461356203,6.9509191234703,5.47122668246685,4.36891722404906,2.65603296340956,0.797912,1,0,0,0,0,0,0,0,30.2990840236237,41.2873021942226,74.6099527575435,12.9105052644611,12.1576425360656,12.7770330739328,67.4210019864498,15.8397252616346,31.8116091377443,15.0293115726501,36.7785188064193,37.5071710188686,26.5731074980776,19.7498338849832,27.3935440773124,23.2165057426781,9.04836984190789,0,0,0
4.135464,909257,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.96973938060859,0,3.133484,3.39967977346246,0,0,0,1,4.2759125266113,3.64422358771855,4.73848356512504,5.02338469708742,4.33359172304545,2.76172185345801,0,0,0,0,0,0,0,0,0,28.4525069947964,38.4987170632162,65.9117530536786,13.1988248960667,12.8438405957071,13.4178731732668,46.2080176147765,16.3763864037129,31.6846286764458,13.1777872206417,28.744997954348,45.3624386047797,13.936515463593,22.3396019460029,27.1175767666083,20.5552149724668,10.1369721423897,0,0,0
5.687999,909753,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.779334,0,0,0,0,0,0,3.36463104454972,4.33443118926507,5.38174892765869,3.58016174179107,3.02995990100766,0,0,0,0,0,0,0,0,0,33.063360955833,30.8026736108122,63.3272458163821,9.96811247086099,15.6300667070337,10.6476255732583,53.296184886806,18.1152567162637,40.2259257484779,15.9076133416345,35.1179586746524,44.5786873950436,15.9449839374984,21.5985661442068,27.4731785858858,21.3168319214053,17.3184641833267,0,0,0
4.526308,909774,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42579423412275,3.84070093806254,3.71317023895862,4.91460006496717,2.7516773633171,0,0,0,0,0,0,0,0,0,32.1567618343063,45.4116228313412,69.6927158800811,10.2947666629579,9.9361149486533,10.2976441683056,51.6959958695439,12.9659389312629,29.9690542312556,21.0611455084307,29.363991272381,37.7433204923242,12.5105456313625,20.4278580664491,15.9308801519567,24.6623720987541,9.44927096683302,0,0,0
4.921261,910548,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39278148354893,4.81134408351768,3.61285982667021,4.09511730639908,3.08115233147707,0,0,0,0,0,0,0,0,0,29.3264672946729,31.9361904495786,52.4532693757443,12.904294859269,13.0954825145557,14.5958080985047,51.8137823894615,15.9976772068573,28.2383470585973,13.1132153912402,27.0169187396922,43.6164033617236,13.3873908302382,22.5881233025628,24.2676327682761,25.0263840728867,9.96704165513821,0,0,0
7.069994,911905,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.45525072974448,4.92388659031519,4.27116386233534,4.798258513797,3.66785645126362,0,0,0,0,0,0,0,0,0,29.4597163585683,33.1124447154006,53.6490314953095,13.0541928192328,12.14981453459,14.5056052680583,43.5938666745448,13.3614065390918,29.1745288003794,13.3549653795621,24.5803484524099,30.611119307773,22.9301876774615,15.2825434875837,22.6512625388963,20.677314359985,13.037715619666,0,1,0
1.567932,924186,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36902984355778,3.88726574616151,3.5458771289881,5.00106661176964,2.56409977487293,0,0,0,0,0,0,0,0,0,32.232823767259,39.4811298474926,64.8640625181009,9.63360586832511,9.60956057828763,11.7491999386251,55.7353292805655,16.9364407295874,42.1176978251158,17.9485474053777,43.7669515562002,55.9902403539836,19.7980051054548,33.5063225799154,23.4504781271107,22.6787656512509,10.5062806063362,0,0,0
5.702567,946360,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34906550074285,4.33907502062415,7.23630405545218,3.32963223062609,3.00208303163634,0.698327,1,0,0,0,0,0,0,0,27.8553874804197,33.0759022708646,46.0978991045539,16.6648260311289,17.0933962961365,14.8499789379042,47.9082121144384,14.1533220068344,39.7143897741107,13.7161136509296,28.6874088473908,44.9599162144514,15.124579525478,21.7134599975295,25.0985409795018,16.6039806225979,18.1369302186346,0,0,0
3.080721,949090,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17877463281039,4.09353288850827,7.3058377728601,3.80981169737672,2.99946918533507,0,0,0,0,0,0,0,0,0,22.2783691507448,35.754883406455,55.232621844736,16.0164426715105,19.9114120749533,19.7739267390269,43.316083282976,12.9101057332629,26.1715661985485,12.3343902476559,23.9901022069187,31.7495024595744,11.640559263063,15.93462487173,21.3479338486239,19.3814992553513,18.4227315123171,0,0,0
5.020356,1240128,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.751916,0,1,0,0,0,0,3.71344934390468,4.64864335664433,3.82179409195338,4.3339660679893,2.54666181411215,0,0,0,0,0,0,0,0,0,31.9201752432989,36.4302298229931,67.6529222672447,9.63394186271179,9.49129176502449,9.63474823866818,48.0970981004619,15.1598002857735,32.9832286497039,14.3728401540791,27.7507312494068,44.6097587973834,14.2549723354962,22.9458888178154,23.8865456108055,22.1517580605907,9.14156638130872,0,0,0
6.479406,1240129,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.26976620799911,4.68943848504242,5.34559955315435,3.84175619827061,3.07975927048515,0,0,0,0,0,0,0,0,0,27.9990748568275,30.2866103875837,59.5698741945241,11.6254683822314,12.7814290129136,14.1870673790225,48.1472927325835,13.2156090860845,27.2248960186197,12.5239952979814,24.0862877345237,35.1629098576146,13.3903334353915,21.5023784218433,26.389612587237,19.605547564752,9.39764875980723,0,0,0
5.788225,1240197,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.795126,0,0,0,0,0,0,3.60478260248199,4.24478286383852,5.92931952832447,3.73495990802622,2.50206865760201,0,0,0,0,0,0,0,0,0,46.2528293829733,37.2341566689341,50.2694945669466,14.03065270428,13.9215535067772,14.0137946269625,40.5254856878642,14.9878952277786,35.368802643769,15.9983499947936,28.2265829635536,45.1371468357329,13.1821480768104,23.5380993404765,19.3362646236928,18.9465631502266,11.0675154691264,0,0,0
5.648861,1240198,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8752965222439,3.41001166811597,4.80975481107842,4.52133251966869,3.45422678417632,2.77476288778246,0,0,0,0,0,0,0,0,0,28.0943589114569,32.5003196672092,58.4523575703673,14.8771113371733,12.9695126045258,13.8516611916606,41.9438679150518,16.2521725257016,28.7650095191004,13.687670249587,25.196287806025,42.5974959146648,13.7387532463958,20.0168377076865,24.3089368142227,21.5971179423452,16.4819536216597,0,0,0
