IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_826,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_797,Fingerprint_791,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_673,Fingerprint_667,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_363,GO_0030336_EXP,EXP_IRAK3,EXP_BRD4,PKA_137_POL_X_Fingerprint_576,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG
4.575442,687505,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.37820147677993,3.02525582756062,5.60907736382962,0,65.3716790418806,34.5892831502245,9.70839962805198,14.6750894673608
7.559186,724839,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.95707796154449,5.41311368369352,-1.4,46.2465347851226,32.9521535841171,15.868346124504,12.6386316064699
5.876011,906824,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.30182338579241,2.99566043127481,5.91738674533312,0,67.4144992998741,40.0182781840955,11.4976669435373,14.4879232011752
5.63215,906843,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.94783592261595,5.51994554391789,0,67.3699694802456,33.681930666685,12.8398596929993,13.4176109045095
6.406098,907068,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.63213683948029,5.61250550825468,0,66.4655176016202,35.4878118960752,13.8208330468134,12.9999838494593
6.89121,930297,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.85211313649146,5.38205240884875,0,47.8024948868553,34.7553748952048,19.154756443888,12.1040932752282
6.06143,930298,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.22842662255213,5.00449165617171,0,53.5484621029776,32.2617588461267,18.2118281144411,11.4072271945789
5.055589,946357,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1976712244182,5.63060401073203,0,67.2977356172744,38.6017746396008,11.8515937446324,14.4691121769034
5.323004,1240212,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.15667020354829,5.68738449404698,0.299999999999999,53.0789904421177,35.2900540413041,11.7918039948165,13.0408144643043
4.557983,1298134,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.41400675457327,3.22319981575374,5.26759239942652,0,61.6407844609526,36.0260340896299,11.5041595239196,13.2346592768228
0.218465,687505,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.37820147677993,3.02525582756062,5.60907736382962,0,65.3716790418806,34.5892831502245,9.70839962805198,14.6750894673608
0.855166,687506,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.47939924288961,5.4320796758678,0,59.1179760194091,34.530745111563,13.8375044503259,11.8950417888664
6.151227,724839,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.95707796154449,5.41311368369352,-1.4,46.2465347851226,32.9521535841171,15.868346124504,12.6386316064699
0.599224,906824,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.30182338579241,2.99566043127481,5.91738674533312,0,67.4144992998741,40.0182781840955,11.4976669435373,14.4879232011752
0.803896,906843,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.94783592261595,5.51994554391789,0,67.3699694802456,33.681930666685,12.8398596929993,13.4176109045095
2.359278,907068,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.63213683948029,5.61250550825468,0,66.4655176016202,35.4878118960752,13.8208330468134,12.9999838494593
3.963474,930297,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.85211313649146,5.38205240884875,0,47.8024948868553,34.7553748952048,19.154756443888,12.1040932752282
1.417327,930298,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.22842662255213,5.00449165617171,0,53.5484621029776,32.2617588461267,18.2118281144411,11.4072271945789
1.582186,946357,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1976712244182,5.63060401073203,0,67.2977356172744,38.6017746396008,11.8515937446324,14.4691121769034
2.98019,1240212,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.15667020354829,5.68738449404698,0.299999999999999,53.0789904421177,35.2900540413041,11.7918039948165,13.0408144643043
3.554305,1298134,1032,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.41400675457327,3.22319981575374,5.26759239942652,0,61.6407844609526,36.0260340896299,11.5041595239196,13.2346592768228
