IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_784,Fingerprint_780,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_677,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,PKA_62_HYD,PKA_62_POL,PKA_62_VOL,MUT_MYO3A_CSV,CNV_CDK12_gain,CNV_MET_gain,PWY_R_HSA_1257604_CSV,GO_0000165_CSV,GO_0006351,GO_0006351_CSV,GO_0007202,GO_0007399_CSV,GO_0060045_CSV,EXP_DAPK1,EXP_MET,PKA_163_ASA_X_Fingerprint_698,PKA_206_ASA_X_Fingerprint_576,PKA_206_ASA_X_Fingerprint_644,PKA_236_X_Fingerprint_644,PKA_236_X_Fingerprint_712,PKA_236_X_Fingerprint_797,PKA_283_B62_X_Fingerprint_644,PKA_293_ASA_X_Fingerprint_673,PKA_293_X_Fingerprint_646,PKA_294_ASA_X_Fingerprint_576,PKA_294_HYD_X_Fingerprint_576,EXP_ABL1_X_EXP_KAT5,EXP_ABL1_X_EXP_NBN,EXP_ABL1_X_EXP_SHC4,EXP_TAF1_X_EXP_HIST1H4C,EXP_TAF1_X_EXP_TEX10,Predicted IC50,Validation
1.355683,908444,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.1599491849,3.4031077234,0,0,0,0,0,0,0,0,0,0,0,39.408223415,42.90835107,16.894690416,63.746206624,38.826974529,2.2138990838,9
0.33632,907055,1060,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.76554,0.858268,4,0.858268,0,0.858268,0.858268,3.8950016926,3.6446891229,0,0,0,0,0,0,0,0,0,0,0,40.006264677,40.838871092,17.651269091,69.995076798,41.402615774,-0.168544012,5
-1.682892,909697,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.824029,0,0,0,0.824029,0,4.1933972204,3.3134149842,0,0,0,0,0,0,0,0,0,0,0,41.654800806,49.357422538,16.656278597,61.256218656,35.459634529,-0.407858792,9
5.224491,906790,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78198,2,0.775287,0,1.632416,0,3.2951619429,3.8099480233,0,0,0,0,0,0,0,0,0,0,0,40.524613778,36.643349107,16.795992732,60.061922776,33.5813123,5.7413142757,4
5.133078,1298358,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4527818728,6.1099466963,0,0,0,0,0,0,0,0,0,-79.2,0.65,33.649454122,35.088195888,14.100512889,52.468234933,28.008141624,5.7060679928,2
2.264439,1290806,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,2.8354466918,6
1.105222,925340,203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.285895201,8.5104304035,0,0,0,0,0,0,0,0,0,0,0,41.244235025,33.962935072,15.901616933,60.559409169,27.832250762,2.2515538997,9
4.043969,1322224,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5961,1,0,0,0,0,3.8778823197,5.8743919955,0,0,0,0,0,0,0,0,0,0,0,33.18793428,37.278023019,15.362194606,75.062493292,35.506406755,3.8478599181,1
-0.612158,908444,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.1599491849,3.4031077234,0,0,0,0,0,0,0,0,0,0,0,39.408223415,42.90835107,16.894690416,63.746206624,38.826974529,-2.190769128,8
-0.860125,1290806,155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,0.2931015415,9
-1.152621,906869,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,-1.113343262,3
3.8524,908461,1164,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.706116,1,0,0,0,0,0,0,0,0,3.3862987167,4.8316730812,0,0,0,0,0,0,0,0,0,0,0,31.894609289,37.38553741,14.342238786,66.304833561,36.185199711,3.6064994862,8
5.673803,906869,193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,5.1541184573,8
1.12575,1298357,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8894084254,7.1838479365,0,0,0,1,0,0,3,0,0,0,0,41.714571056,42.344365605,17.768305386,67.946809061,41.417261993,1.7880186422,2
0.171505,906848,159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.800154,0.800154,1,0.800154,0,0,0,3.4069461143,4.2564688867,0,0,0,0,0,0,0,0,0,0,0,50.877540006,49.054903423,21.421616468,58.788234129,33.379868928,0.0665564436,3
3.102069,908445,1038,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.7382894269,8.4589985293,0,0,0,0,0,0,0,0,0,0,0,33.697765863,33.139720797,14.487516407,50.430030922,28.090753234,1.942338952,9
5.626233,924250,1042,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0.95,-1,38,0.624017,1,0,0,0,1,0,0,0,0,6.9890774648,5.3904375316,0,0,0,0,0,0,0,0,0,0,0,33.840485257,39.088243518,14.827398236,56.671777786,32.296531935,5.0196816965,9
1.772754,925340,1021,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.285895201,8.5104304035,0,0,0,0,0,0,0,0,0,0,0,41.244235025,33.962935072,15.901616933,60.559409169,27.832250762,1.9341474951,8
0.731875,908455,312,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5.0947902575,5.8292907586,0,0,0,0,0,0,0,0,0,0,0,31.767726322,34.674737417,14.271648962,66.724012098,36.433336246,0.2208800949,7
3.385711,908455,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5.0947902575,5.8292907586,0,0,0,0,0,0,0,0,0,0,0,31.767726322,34.674737417,14.271648962,66.724012098,36.433336246,3.1441465654,8
1.253675,906869,308,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,0.3781420455,6
-1.438966,906869,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,0.2731163331,3
2.360776,906869,1019,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,1.7049575608,6
2.69241,910924,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.716075,0,3,0,0,0.784551,0,3.7165801989,4.204292656,0,0,0,0,0,0,0,0,0,0,0,38.423724667,39.370444888,14.151259804,56.882238275,27.55774162,2.5723128051,9
3.56217,1298357,152,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8894084254,7.1838479365,0,0,0,1,0,0,3,0,0,0,0,41.714571056,42.344365605,17.768305386,67.946809061,41.417261993,3.6220970679,3
4.538822,907276,1203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2891914018,5.0100708382,0,0,0,0,0,0,0,0,0,0,0,39.908244749,35.033095061,15.922635633,76.183192303,40.914325908,3.9922820072,8
2.0894,909697,176,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.824029,0,0,0,0.824029,0,4.1933972204,3.3134149842,0,0,0,0,0,0,0,0,0,0,0,41.654800806,49.357422538,16.656278597,61.256218656,35.459634529,2.2788613025,4
0.766729,908445,312,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.7382894269,8.4589985293,0,0,0,0,0,0,0,0,0,0,0,33.697765863,33.139720797,14.487516407,50.430030922,28.090753234,1.1366351262,4
2.459369,907276,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2891914018,5.0100708382,0,0,0,0,0,0,0,0,0,0,0,39.908244749,35.033095061,15.922635633,76.183192303,40.914325908,2.7511539783,3
5.321572,909711,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0545000364,4.8967837502,0,0,0,0,0,0,0,0,0,0,0,32.153511992,26.843709991,14.812829117,31.306854734,35.936204128,5.8516575082,3
2.371487,908446,63,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,3.7037986836,6
4.86068,1298357,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8894084254,7.1838479365,0,0,0,0,0,0,0,0,0,0,0,41.714571056,42.344365605,17.768305386,67.946809061,41.417261993,3.4871919253,2
4.409128,1298358,294,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4527818728,6.1099466963,0,0,0,0,0,0,0,0,0,-79.2,0.65,33.649454122,35.088195888,14.100512889,52.468234933,28.008141624,5.3105082671,6
-2.800608,1298358,1014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4527818728,6.1099466963,0,0,0,0,0,0,0,0,0,0,0,33.649454122,35.088195888,14.100512889,52.468234933,28.008141624,-0.062878085,2
1.794875,908446,1046,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,2.0634333041,4
3.846757,906790,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78198,2,0.775287,0,1.632416,0,3.2951619429,3.8099480233,0,0,0,0,0,0,0,0,0,0,0,40.524613778,36.643349107,16.795992732,60.061922776,33.5813123,3.9853964755,6
2.951219,906790,1029,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78198,2,0.775287,0,1.632416,0,3.2951619429,3.8099480233,0,0,0,0,0,0,0,0,0,0,0,40.524613778,36.643349107,16.795992732,60.061922776,33.5813123,1.9555351749,4
1.904561,908446,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,2.3679235875,7
1.959709,1290806,1029,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,2.7712132717,7
4.934823,1322224,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961,1,0,0,0,0,3.8778823197,5.8743919955,0,0,0,0,0,0,0,0,0,0,0,33.18793428,37.278023019,15.362194606,75.062493292,35.506406755,4.3195345555,4
4.58066,1298357,330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8894084254,7.1838479365,0,0,0,1,1,1,3,0,0,0,0,41.714571056,42.344365605,17.768305386,67.946809061,41.417261993,4.6223377346,3
3.718706,1322224,298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5961,1,0,0,0,0,3.8778823197,5.8743919955,0,0,0,0,0,0,0,0,0,0,0,33.18793428,37.278023019,15.362194606,75.062493292,35.506406755,2.8421808858,7
1.664517,908139,202,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107445948,5.5063613723,0,0,0,0,0,0,0,0,0,0,0,34.351046626,37.338018261,13.495263679,58.278830678,39.440056558,1.6843989706,6
3.58678,908445,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.7382894269,8.4589985293,0,0,0,0,0,0,0,0,0,0,0,33.697765863,33.139720797,14.487516407,50.430030922,28.090753234,2.7457822726,2
-0.484921,908446,1024,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,-0.809830794,9
4.851706,908445,1042,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.7382894269,8.4589985293,0,0,0,0,0,0,0,0,0,0,0,33.697765863,33.139720797,14.487516407,50.430030922,28.090753234,4.027967899,4
3.496029,908446,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,3.7958902543,7
3.332539,909711,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0545000364,4.8967837502,0,0,0,0,0,0,0,0,0,0,0,32.153511992,26.843709991,14.812829117,31.306854734,35.936204128,3.6885122067,2
6.253259,925340,279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.285895201,8.5104304035,0,0,0,0,0,0,0,0,0,0,0,41.244235025,33.962935072,15.901616933,60.559409169,27.832250762,5.8407735576,4
-5.40304,907055,283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.76554,0.858268,4,0.858268,0,0.858268,0.858268,3.8950016926,3.6446891229,0,0,0,0,0,0,0,0,0,0,0,40.006264677,40.838871092,17.651269091,69.995076798,41.402615774,-4.792910456,5
2.439468,907055,275,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.76554,0.858268,4,0.858268,0,0.858268,0.858268,3.8950016926,3.6446891229,0,0,0,0,0,0,0,0,0,0,0,40.006264677,40.838871092,17.651269091,69.995076798,41.402615774,2.0815046034,2
2.140325,907276,1038,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2891914018,5.0100708382,0,0,0,0,0,0,0,0,0,0,0,39.908244749,35.033095061,15.922635633,76.183192303,40.914325908,3.1232152684,10
1.825381,906869,155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,-0.557340638,10
-1.315244,909697,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824029,0,0,0,0.824029,0,4.1933972204,3.3134149842,0,0,0,0,0,0,0,0,0,0,0,41.654800806,49.357422538,16.656278597,61.256218656,35.459634529,-1.450370979,8
5.332603,908446,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,5.7802815117,1
1.468136,906869,185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.480643,0.735163,1,0,0,0,0,4.6874792823,5.8608507845,0,0,0,0,0,0,0,0,0,0,0,33.520960673,37.115362129,14.707902777,66.622929324,35.514215181,2.4168696018,3
2.788447,1298357,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8894084254,7.1838479365,0,0,0,0,0,0,0,0,0,0,0,41.714571056,42.344365605,17.768305386,67.946809061,41.417261993,4.6055096098,7
-0.584004,907055,273,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76554,0.858268,4,0.858268,0,0.858268,0.858268,3.8950016926,3.6446891229,0,0,0,0,0,0,0,0,0,0,0,40.006264677,40.838871092,17.651269091,69.995076798,41.402615774,-0.987157412,6
5.021688,909711,329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0545000364,4.8967837502,0,0,0,0,0,0,0,0,0,0,0,32.153511992,26.843709991,14.812829117,31.306854734,35.936204128,5.2594831485,7
3.400669,908444,1028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4.1599491849,3.4031077234,0,0,0,0,0,0,0,0,0,0,0,39.408223415,42.90835107,16.894690416,63.746206624,38.826974529,3.6840789488,2
-0.138412,925340,229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.285895201,8.5104304035,0,0,0,0,0,0,0,0,0,0,0,41.244235025,33.962935072,15.901616933,60.559409169,27.832250762,1.6799956611,1
2.540863,908446,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,2.6067719399,9
2.660402,1290806,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.743098,0.782514,2,0.743098,0,0,0,4.4589693482,3.3156603982,0,0,0,0,0,0,0,0,0,0,0,40.042503167,32.183661517,15.787394071,57.207105981,31.022777703,2.8337797064,3
2.680014,1298357,254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8894084254,7.1838479365,0,0,0,0,0,0,0,0,0,0,0,41.714571056,42.344365605,17.768305386,67.946809061,41.417261993,2.3025976421,3
3.867264,908446,1025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57773,0,2,0.707839,0,0,0,3.9454842462,5.0777787589,0,0,0,0,0,0,0,0,0,0,0,39.173328138,33.559353413,15.508939712,61.091528904,30.795253009,3.8517995262,7
