IC50,Cancer,Drug,MOT_2D_beta9strand_CSV,GO_0010591_EXP_X_GO_0035924_EXP,GO_0038128_EXP,PWY_R_HSA_1640170_CSV_X_PWY_R_HSA_1643685_CSV,GO_0008284_EXP,GO_2000251_EXP,MUT_INSRR,DOM_fn3,PWY_R_HSA_1643685_CSV_X_PWY_R_HSA_212436_CSV,MUT_CAMK1_EXP,GO_0018105,Fingerprint_833,PWY_R_HSA_2555396_EXP_X_PWY_R_HSA_8848021_EXP,PWY_R_HSA_2555396_EXP_X_PWY_R_HSA_2672351_EXP,GO_0008285_EXP_X_GO_0010591_EXP,GO_0007399_EXP_X_GO_0010591_EXP,EXP_PLK3_X_EXP_CDC25A,PWY_R_HSA_1257604,EXP_TNIK_X_EXP_TNFRSF1A,GO_0060326_EXP,PWY_R_HSA_68886_X_PWY_R_HSA_76005,EXP_PLK3_X_EXP_STAG3,REC_R_HSA_3928647_EXP_X_REC_R_HSA_8857565_EXP,PWY_R_HSA_168256_X_PWY_R_HSA_2559583,GO_0001649_EXP_X_GO_0016310_EXP,PKA_201,EXP_TNIK,EXP_TLK1,GO_0007050_X_GO_0008630,MUT_NEK10_EXP,GO_0042531,PKA_109_EXP,PWY_R_HSA_1643685_EXP_X_PWY_R_HSA_8878171_EXP,Predicted IC50,Validation
5.452526,1240178,230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,5
3.576204,1240223,230,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,5
5.678453,1290722,230,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,3
5.246863,924102,231,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,8
5.442434,924238,231,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,2
6.751138,930299,231,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,2
4.8098,1240154,231,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,6
3.570529,1240178,231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,4
5.053145,1240223,231,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,5
5.209091,1290722,231,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,2
0.421111,906696,235,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,2
3.409549,906795,235,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,8
5.320441,906864,235,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,5
2.748009,910568,235,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,8
1.296566,924102,235,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,3
1.050468,924104,235,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,6
-0.019542,924151,235,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,10
-0.298987,924238,235,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,5
5.986667,930299,235,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,3
0.542006,1240154,235,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,4
1.043083,1240178,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,5
0.214597,1240223,235,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,9
0.538418,1290722,235,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,7
2.086951,906696,249,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,4
3.349832,906795,249,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,5
4.620692,906864,249,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,3
2.377997,910568,249,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,4
2.653906,924102,249,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,6
1.827561,924104,249,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,4
2.008039,924151,249,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,4
2.80355,924238,249,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,1
4.050662,930299,249,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,3
3.427368,1240154,249,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,6
2.276826,1240178,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,10
3.644436,1240223,249,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,10
4.349437,1290722,249,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,10
2.985727,906696,252,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,1
1.479384,906795,252,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,8
3.572151,906864,252,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,9
0.208697,910568,252,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,6
-0.787541,924102,252,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,5
-1.259078,924104,252,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,4
1.720848,924151,252,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,6
3.109326,924238,252,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,2
0.825283,930299,252,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,6
-0.806022,1240154,252,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,4
0.773898,1240178,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,3
-0.050504,1240223,252,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,10
1.556547,1290722,252,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,1
4.308389,906696,253,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,1
5.15496,906795,253,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,9
4.840095,906864,253,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,2
4.628811,910568,253,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,6
4.925698,924102,253,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,6
3.780452,924104,253,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,6
4.394359,924151,253,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,1
4.760464,924238,253,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,5
6.035608,930299,253,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,2
3.95606,1240154,253,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,8
5.423186,1240178,253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,10
4.526148,1240223,253,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,5
4.774964,1290722,253,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,8
2.471424,906696,254,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,10
3.027495,906795,254,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,3
3.010275,906864,254,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,5
-0.067343,910568,254,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,6
2.448587,924102,254,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,9
2.232279,924104,254,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,1
2.495421,924151,254,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,8
2.470048,924238,254,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,5
3.719743,930299,254,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,4
1.837813,1240154,254,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,3
2.94947,1240178,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,4
2.802803,1240223,254,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,6
2.69753,1290722,254,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,2
4.268145,906696,255,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,7
5.368445,906795,255,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,4
3.999148,906864,255,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,10
4.011624,910568,255,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,9
4.950481,924102,255,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,7
4.497229,924104,255,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,8
3.888381,924151,255,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,9
4.707438,924238,255,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,4
5.941256,930299,255,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,10
3.735107,1240154,255,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,9
5.421955,1240178,255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,6
5.102152,1240223,255,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,3
4.774553,1290722,255,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,1
1.598806,906696,256,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,1
2.822438,906795,256,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,10
5.096966,906864,256,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,4
1.384162,910568,256,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,6
1.456019,924102,256,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,6
0.137497,924104,256,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,3
0.819649,924151,256,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,2
0.794721,924238,256,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,10
5.498324,930299,256,0,0,0,0,3.0998172755,0,0,0,0,0,0,0,25.176589895,26.271279712,0,0,19.568004476,1,17.451361646,3.6174636328,0,12.606827599,0,0,0,0,4.4813062474,6.274361535,1,0,0,0,0,4.1140239806,2
1.682633,1240154,256,0.751916,21.433238084,3.1412961,0,12.433805459,0,0,0,0,0,3,0,0,0,30.561630451,15.829772937,22.466235923,1,18.30474363,0,0,19.913917751,0,0,18.090224476,0,3.4213712855,5.1072256447,0,0,1,0,0,1.6137202271,5
1.898048,1240178,256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.67799965,0,20.393251103,0,0,14.43674454,0,0,0,0,3.3981303889,5.3877535341,0,0,0,0,0,2.827794425,1
1.884944,1240223,256,0,0,0,0,7.2631237096,0,0,2,0,0,1,0,0,0,0,0,22.033051175,1,20.385681803,0,3,20.453167918,0,0,0,0,3.0922687876,5.5296149889,0,0,0,0,0,2.2274618641,5
2.307698,1290722,256,0,0,0,0,5.958715097,3.0387468944,0,2,0,3.3730670522,4,0,0,0,0,0,22.02575249,0,19.775126855,0,0,16.135258243,0,0,0,0,3.8434830224,5.3884799085,0,6.2163588309,1,0,0,2.8819376766,6
3.979113,906696,257,0.751916,0,0,0,7.7638176934,0,0,0,0,0,3,0,0,0,0,0,22.653420514,0,26.741840946,0,0,16.941269742,0,0,0,0,4.107709428,5.1641008541,4,0,0,0,0,2.0005464235,1
4.63802,906795,257,0.751916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.695059809,0,29.577910844,0,0,13.086483192,0,0,0,0,5.1783622943,5.5401487952,1,0,0,0,0,3.1909184468,8
5.325844,906864,257,0.83176,0,10.722308303,1.7563252855,16.553259387,3.2353618683,1,1,3.3610435656,0,3,0,0,0,0,0,18.13662529,4,33.893179966,0,0,15.646373924,29.41971055,3,0,1,5.692891961,5.2804209954,0,0,1,2.9769844115,178.85348636,3.57450548,8
4.862287,910568,257,0,0,3.4643600526,0,6.257286637,0,0,0,0,0,1,0,0,0,0,0,20.644725342,1,16.526528993,0,0,16.624461919,0,0,0,0,3.1716715221,5.0653079701,0,0,2,0,0,1.6816203231,4
3.460022,924102,257,0.751916,0,0,0,3.0798994552,0,0,0,0.6297612305,0,1,0,0,0,0,0,30.417655914,1,21.529942435,3.0798994552,0,16.690473393,0,0,0,1,3.7412565045,5.5344648704,0,2.7964197311,0,0,0,2.1816304775,7
2.385505,924104,257,0.751916,0,0,0.412291333,4.8608041379,0,0,1,0,0,3,0,32.813933487,0,0,0,19.348620123,0,20.778680319,0,6,19.603604527,0,0,0,0,3.6209741613,5.2892507401,0,0,0,0,0,1.7385764972,10
3.490281,924151,257,0.751916,0,0,0,5.1471569291,0,0,0,0,0,2,0,0,0,0,0,16.933563359,0,21.500776152,0,0,16.234334681,0,0,0,0,3.5800059872,4.8056565401,0,0,0,0,27.292874859,2.1836088741,8
4.21743,924238,257,0.751916,0,0,0,6.2661097911,0,0,0,1.0454239756,0,2,0,0,0,0,0,18.608980009,1,20.91100139,2.9369654961,0,16.488602996,0,0,0,0,3.8173634811,5.6384045499,0,0,1,0,0,2.2806053159,4
