IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_819,Fingerprint_818,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_672,Fingerprint_647,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_611,MOT_2D_linker_EXP,SDOM_subdomainI_CSV,SDOM_subdomainV_CSV,EXP_BTK,EXP_CDKL4,EXP_BTK_X_EXP_CD79A,EXP_MARK3_X_EXP_IQGAP1,EXP_MARK3_X_EXP_PPP2CB,EXP_MET_X_EXP_CBLC,EXP_MET_X_EXP_FGF12,EXP_MET_X_EXP_PDGFA,EXP_MET_X_EXP_RAPGEF1,EXP_PTK6_X_EXP_CCND1,Predicted IC50,Validation
4.94252,1290810,206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.8158529229,0,0.774333,2.8876571178,3.1100800334,8.5444253457,63.08873689,73.890049455,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,3.3283244193,9
2.71993,1290813,206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.780554,0,2.7033667794,2.8815490129,7.7562416591,79.978478787,86.544734405,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.3337578014,6
4.471136,1290814,206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.4170555399,0,0.859703,2.8107565076,3.0205928128,8.2160319146,63.977508857,65.492580676,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.3234375249,8
1.876296,907173,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7360690798,3.0389984847,7.7904559658,77.379585716,81.210359251,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,2.345988697,8
1.630936,908150,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8330325461,2.8930331312,8.2388435171,61.553823408,78.245324949,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,2.3541379222,3
3.203053,908152,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6871948187,3.019345519,8.2212545271,62.960818384,73.250822371,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,2.54119609,10
1.465226,908470,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8585885655,3.0617882165,8.3012978356,56.980871356,62.955331073,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,2.5990284892,2
2.313904,1240131,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7831885291,3.0044063676,8.4631252224,60.138854775,69.1012606,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,2.6253178367,8
1.452282,1240135,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.810756,2.6813974884,2.8794079827,7.9624831909,58.37328712,61.173852453,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,3.008931996,10
1.403163,1240136,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8469700598,2.9929413828,8.3226548005,65.948460867,79.239375967,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,2.3530552398,4
1.098232,1240138,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6710348552,3.0182824456,7.8797203773,73.14869077,68.181311515,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,2.4336816084,2
1.809588,1240139,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.628027,0,2.5942349983,2.7810261061,7.3433331797,71.659818412,87.948117115,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,2.3168671051,5
5.448474,1240141,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.9756568119,0,1.523447,2.9042703236,3.1031175161,8.0874076402,63.763984675,79.240994131,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,4.7885432282,8
2.050014,1290808,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7535974853,3.0833104752,7.5384644386,64.521495524,80.723939508,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,2.3444379085,10
2.496954,1290810,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.8158529229,0,0.774333,2.8876571178,3.1100800334,8.5444253457,63.08873689,73.890049455,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,3.3283244193,10
3.054106,1290813,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.780554,0,2.7033667794,2.8815490129,7.7562416591,79.978478787,86.544734405,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.3337578014,2
4.990206,1290814,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.4170555399,0,0.859703,2.8107565076,3.0205928128,8.2160319146,63.977508857,65.492580676,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.3234375249,3
2.733822,907173,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.7360690798,3.0389984847,7.7904559658,77.379585716,81.210359251,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,2.3539958765,10
4.246397,908150,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.8330325461,2.8930331312,8.2388435171,61.553823408,78.245324949,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,2.3480321586,2
2.139988,908152,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.6871948187,3.019345519,8.2212545271,62.960818384,73.250822371,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,2.3688220395,1
4.863127,908470,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.8585885655,3.0617882165,8.3012978356,56.980871356,62.955331073,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,2.6445820952,7
2.794303,1240131,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.7831885291,3.0044063676,8.4631252224,60.138854775,69.1012606,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,2.5618865125,9
4.533828,1240135,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0.810756,2.6813974884,2.8794079827,7.9624831909,58.37328712,61.173852453,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,2.5626325982,10
2.116938,1240136,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.8469700598,2.9929413828,8.3226548005,65.948460867,79.239375967,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,2.3278876389,4
1.162581,1240138,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.6710348552,3.0182824456,7.8797203773,73.14869077,68.181311515,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,2.3617230978,9
2.209905,1240139,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.628027,0,2.5942349983,2.7810261061,7.3433331797,71.659818412,87.948117115,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,2.8359243679,6
3.748899,1240141,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,7.9756568119,0,1.523447,2.9042703236,3.1031175161,8.0874076402,63.763984675,79.240994131,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,3.2993311013,5
1.809903,1290808,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2.7535974853,3.0833104752,7.5384644386,64.521495524,80.723939508,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,2.3442159134,2
2.813934,1290810,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,7.8158529229,0,0.774333,2.8876571178,3.1100800334,8.5444253457,63.08873689,73.890049455,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,3.6364122538,7
1.478868,1290813,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.780554,0,2.7033667794,2.8815490129,7.7562416591,79.978478787,86.544734405,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,2.3592538941,3
3.68406,1290814,219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,4.4170555399,0,0.859703,2.8107565076,3.0205928128,8.2160319146,63.977508857,65.492580676,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,3.1677852257,4
5.086667,907173,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.7360690798,3.0389984847,7.7904559658,77.379585716,81.210359251,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,5.1359700218,9
6.032585,908150,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.8330325461,2.8930331312,8.2388435171,61.553823408,78.245324949,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,5.3180319704,7
4.549448,908152,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.6871948187,3.019345519,8.2212545271,62.960818384,73.250822371,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,4.7978307421,4
5.566276,908470,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.8585885655,3.0617882165,8.3012978356,56.980871356,62.955331073,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,5.3204880806,4
5.301285,1240131,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.7831885291,3.0044063676,8.4631252224,60.138854775,69.1012606,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,4.8947045083,7
4.863138,1240135,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0.810756,2.6813974884,2.8794079827,7.9624831909,58.37328712,61.173852453,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,4.419027417,10
5.933459,1240136,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.8469700598,2.9929413828,8.3226548005,65.948460867,79.239375967,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,5.0543877225,6
6.312758,1240138,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.6710348552,3.0182824456,7.8797203773,73.14869077,68.181311515,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,5.1679788346,2
4.35269,1240139,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0.628027,0,2.5942349983,2.7810261061,7.3433331797,71.659818412,87.948117115,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,3.1008656225,1
5.88851,1240141,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,7.9756568119,0,1.523447,2.9042703236,3.1031175161,8.0874076402,63.763984675,79.240994131,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,5.2168298536,2
5.461736,1290808,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2.7535974853,3.0833104752,7.5384644386,64.521495524,80.723939508,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,4.7225846954,6
6.257327,1290810,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,7.8158529229,0,0.774333,2.8876571178,3.1100800334,8.5444253457,63.08873689,73.890049455,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,5.4243120997,8
4.024437,1290813,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0.780554,0,2.7033667794,2.8815490129,7.7562416591,79.978478787,86.544734405,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,4.3464376589,9
4.892568,1290814,221,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,4.4170555399,0,0.859703,2.8107565076,3.0205928128,8.2160319146,63.977508857,65.492580676,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,5.3359048389,6
3.450665,907173,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.7360690798,3.0389984847,7.7904559658,77.379585716,81.210359251,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,3.475384401,10
3.929133,908150,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.8330325461,2.8930331312,8.2388435171,61.553823408,78.245324949,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,2.7354741217,4
3.551192,908152,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.6871948187,3.019345519,8.2212545271,62.960818384,73.250822371,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.3322551087,5
5.208793,908470,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.8585885655,3.0617882165,8.3012978356,56.980871356,62.955331073,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,4.884190077,1
3.66098,1240131,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.7831885291,3.0044063676,8.4631252224,60.138854775,69.1012606,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,3.483488856,7
4.063148,1240135,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.810756,2.6813974884,2.8794079827,7.9624831909,58.37328712,61.173852453,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,2.805601451,1
2.395943,1240136,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.8469700598,2.9929413828,8.3226548005,65.948460867,79.239375967,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,2.891596636,5
1.522944,1240138,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.6710348552,3.0182824456,7.8797203773,73.14869077,68.181311515,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,3.755446431,1
4.382173,1240139,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.628027,0,2.5942349983,2.7810261061,7.3433331797,71.659818412,87.948117115,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,2.5271200405,9
4.982731,1240141,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.9756568119,0,1.523447,2.9042703236,3.1031175161,8.0874076402,63.763984675,79.240994131,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,5.1099806276,2
4.123668,1290808,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.7535974853,3.0833104752,7.5384644386,64.521495524,80.723939508,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,4.0437497413,6
4.761842,1290810,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.8158529229,0,0.774333,2.8876571178,3.1100800334,8.5444253457,63.08873689,73.890049455,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,4.8105972821,6
0.039369,1290813,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.780554,0,2.7033667794,2.8815490129,7.7562416591,79.978478787,86.544734405,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,1.2104515198,2
3.890009,1290814,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4.4170555399,0,0.859703,2.8107565076,3.0205928128,8.2160319146,63.977508857,65.492580676,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.0513408074,6
3.015888,907173,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.7360690798,3.0389984847,7.7904559658,77.379585716,81.210359251,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,2.0059307681,5
4.265669,908150,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.8330325461,2.8930331312,8.2388435171,61.553823408,78.245324949,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,2.1767272084,6
3.435397,908152,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.6871948187,3.019345519,8.2212545271,62.960818384,73.250822371,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.6797500044,9
3.329256,908470,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.8585885655,3.0617882165,8.3012978356,56.980871356,62.955331073,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,2.6110657112,10
2.25059,1240131,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.7831885291,3.0044063676,8.4631252224,60.138854775,69.1012606,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,2.3167039724,5
3.782767,1240135,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0.810756,2.6813974884,2.8794079827,7.9624831909,58.37328712,61.173852453,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,3.303122582,6
2.354195,1240136,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.8469700598,2.9929413828,8.3226548005,65.948460867,79.239375967,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,2.4297044963,9
1.445914,1240138,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.6710348552,3.0182824456,7.8797203773,73.14869077,68.181311515,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,2.2009954378,3
1.993715,1240139,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.628027,0,2.5942349983,2.7810261061,7.3433331797,71.659818412,87.948117115,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,2.1369061748,9
4.489454,1240141,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,7.9756568119,0,1.523447,2.9042703236,3.1031175161,8.0874076402,63.763984675,79.240994131,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,5.1130010878,1
3.799738,1290808,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2.7535974853,3.0833104752,7.5384644386,64.521495524,80.723939508,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,2.1572552089,5
3.930181,1290810,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,7.8158529229,0,0.774333,2.8876571178,3.1100800334,8.5444253457,63.08873689,73.890049455,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,3.2962019494,5
0.060568,1290813,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.780554,0,2.7033667794,2.8815490129,7.7562416591,79.978478787,86.544734405,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,0.7260711231,6
2.831902,1290814,226,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,4.4170555399,0,0.859703,2.8107565076,3.0205928128,8.2160319146,63.977508857,65.492580676,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,3.3024531127,1
3.406647,907173,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.7360690798,3.0389984847,7.7904559658,77.379585716,81.210359251,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,3.1266835635,5
5.376119,908150,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.8330325461,2.8930331312,8.2388435171,61.553823408,78.245324949,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,3.1637623819,3
5.420772,908152,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.6871948187,3.019345519,8.2212545271,62.960818384,73.250822371,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,3.862889679,1
4.155711,908470,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.8585885655,3.0617882165,8.3012978356,56.980871356,62.955331073,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,3.874294504,3
4.361869,1240131,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.7831885291,3.0044063676,8.4631252224,60.138854775,69.1012606,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,4.7686718498,4
2.644462,1240135,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0.810756,2.6813974884,2.8794079827,7.9624831909,58.37328712,61.173852453,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,3.4928228274,9
-0.240115,1240136,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.8469700598,2.9929413828,8.3226548005,65.948460867,79.239375967,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,2.8772636787,8
1.932285,1240138,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.6710348552,3.0182824456,7.8797203773,73.14869077,68.181311515,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,3.1980497606,3
3.818877,1240139,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0.628027,0,2.5942349983,2.7810261061,7.3433331797,71.659818412,87.948117115,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,4.0195030402,2
3.764041,1240141,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,7.9756568119,0,1.523447,2.9042703236,3.1031175161,8.0874076402,63.763984675,79.240994131,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,3.3849535636,8
4.750702,1290808,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2.7535974853,3.0833104752,7.5384644386,64.521495524,80.723939508,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,3.2983474352,1
2.125057,1290810,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,7.8158529229,0,0.774333,2.8876571178,3.1100800334,8.5444253457,63.08873689,73.890049455,15.29750056,24.63089832,43.548449375,27.507975962,22.965191971,3.981607678,8
3.12599,1290813,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0.780554,0,2.7033667794,2.8815490129,7.7562416591,79.978478787,86.544734405,10.203707579,10.979477554,27.220654412,14.21057198,20.699008223,3.6715276963,10
4.697462,1290814,229,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,4.4170555399,0,0.859703,2.8107565076,3.0205928128,8.2160319146,63.977508857,65.492580676,17.930153269,17.980414963,36.412177199,29.211687744,30.822836462,4.7681082383,5
5.190628,907173,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.7360690798,3.0389984847,7.7904559658,77.379585716,81.210359251,10.670837274,10.778754486,22.832449059,15.081077168,21.930456179,5.4202537731,9
5.480284,908150,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.8330325461,2.8930331312,8.2388435171,61.553823408,78.245324949,13.711035485,15.223651682,27.359157773,18.486390244,20.776586426,5.3776784852,7
5.433953,908152,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.6871948187,3.019345519,8.2212545271,62.960818384,73.250822371,19.610997219,21.996136023,37.168822467,25.892290024,26.350402108,5.1621548431,2
5.679222,908470,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.8585885655,3.0617882165,8.3012978356,56.980871356,62.955331073,22.677224702,25.529974987,42.67924248,30.850625239,27.276362268,5.2395097244,5
4.704154,1240131,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.7831885291,3.0044063676,8.4631252224,60.138854775,69.1012606,16.953195407,23.555262628,37.880786392,26.041027321,26.665694103,5.3295897212,10
5.425887,1240135,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.810756,2.6813974884,2.8794079827,7.9624831909,58.37328712,61.173852453,18.847004846,20.57233663,45.344742141,24.585529065,28.652618645,5.3334401767,9
4.834789,1240136,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.8469700598,2.9929413828,8.3226548005,65.948460867,79.239375967,14.929778199,15.374947345,35.766514472,25.365276719,25.929724784,5.3945276731,5
2.696474,1240138,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.6710348552,3.0182824456,7.8797203773,73.14869077,68.181311515,11.781910726,10.244585455,25.764670385,17.008211472,28.074886528,5.4108043622,1
5.349395,1240139,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.628027,0,2.5942349983,2.7810261061,7.3433331797,71.659818412,87.948117115,14.973664313,15.539245784,30.628914441,24.623235837,18.988871228,5.0289361588,1
5.601171,1240141,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,7.9756568119,0,1.523447,2.9042703236,3.1031175161,8.0874076402,63.763984675,79.240994131,21.524118521,16.448085919,31.495829056,20.991015328,31.31923844,5.4034076547,2
5.35378,1290808,230,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.7535974853,3.0833104752,7.5384644386,64.521495524,80.723939508,14.372841411,13.658519112,31.681233748,19.531302544,25.374180268,5.2572229745,9
