IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_822,Fingerprint_819,Fingerprint_813,Fingerprint_797,Fingerprint_776,Fingerprint_712,Fingerprint_704,Fingerprint_697,Fingerprint_686,Fingerprint_677,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0030878_EXP,CLS_average_ploidy,EXP_PIM2,PKA_105_CSV_X_Fingerprint_826,PKA_162_CSV_X_Fingerprint_644,PKA_197_ENG_X_Fingerprint_818,PKA_217_EXP_X_Fingerprint_818,EXP_NEK6_X_EXP_TOP2A,EXP_STK16_X_EXP_PEPD,Predicted IC50,Validation
5.406282,1240174,230,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,5.1211024145,2
4.885035,1240174,345,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,4.5827693869,10
3.910913,907000,1061,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,4.1294767236,8
0.559286,909735,1242,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,1.0398765135,3
4.77197,907051,329,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,4.6714364282,9
5.074415,1240127,1129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.7607107393,6
2.359845,1240174,1142,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,1.6561535998,8
-0.781285,907000,153,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,2.0060246273,3.2637734427,0,0,0,2.9116191021,53.978551127,41.164206969,-2.240164471,5
3.380056,910691,29,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,0.9396662402,10
2.842851,909735,329,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.5754913591,2
4.87773,908130,287,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,3.6024096408,2
4.191136,907000,255,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,4.1605189396,5
3.482232,908130,1028,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,3.098077418,10
5.642667,908130,229,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,4.4950577367,1
2.916857,907000,330,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,3.8306158657,3
3.116017,1240174,330,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,4.2430705783,4
1.982407,924187,256,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,1.5071372674,9
-0.083851,909735,331,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,1.3850001309,9
0.618159,930082,52,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,3.3815118402,2
2.336064,930082,6,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,2.8057587092,1
2.598934,907051,1049,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,2.6805028412,5
2.438339,930082,59,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,3.3075364124,4
-0.221813,907000,1024,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,2.0060246273,3.2637734427,0,0,0,2.9116191021,53.978551127,41.164206969,-0.17378023,1
-0.549719,910781,1372,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,0.7824047795,6
1.305135,909735,202,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.1351497073,3
-1.671104,924187,86,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,-0.757358966,6
3.58385,910691,1023,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,3.2840794434,7
1.114412,1240127,219,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,3.6815714119,4.8531678705,0,1.551295,0,0,65.402407281,61.176622162,0.8969128439,5
2.845147,910781,222,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,3.3318209469,1
0.295604,908130,1161,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,0.9235206691,6
4.249165,909735,193,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,3.990501415,5
5.608959,908130,309,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,4.6798842783,5
1.528961,907000,226,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,2.5195157575,3
3.835328,924187,294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,4.2458950434,10
2.68827,930082,257,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,3.1344150329,1
3.15014,908130,301,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,2.7659173374,8
3.887128,909735,206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,0.9877164689,9
-1.887505,910781,159,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,5.5312781323,2.1709069768,3.3662167461,0,0,-5.21,5.3921665126,55.651077717,43.758496497,-1.090505791,6
1.256677,924187,1053,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,1.7040082093,5
3.160199,924187,202,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.3568326889,1
2.697778,907000,1219,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,1.7149422541,9
0.529537,1240174,312,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,0.3797933525,9
5.090762,908130,253,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.9667921549,4.3899321223,0.82717,0,0,0,58.893869828,42.577808838,5.112732115,8
5.368347,924187,1043,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,6.1352772898,4
-2.960142,1240127,283,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,1.551295,0,0,65.402407281,61.176622162,-2.318201195,8
-5.768501,910691,283,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0.808713,0,0,41.709816752,45.896881096,-4.511852424,9
2.535014,1240174,277,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,2.8128018406,10
1.145436,1240127,1053,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,3.6815714119,4.8531678705,0,1.551295,0,0,65.402407281,61.176622162,0.0922559037,3
3.121682,909735,1029,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.2872127554,4
5.603893,907051,304,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,5.0276071587,2
1.619014,930082,249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.3393099447,6
5.918537,924187,1194,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,4.991158085,5
3.529296,1240127,1019,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,2.97655507,10
3.223073,930082,152,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,2.3686165634,7
3.190022,924187,52,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.5331509278,6
3.544633,907000,229,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,3.9458244467,6
4.918302,908130,291,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,3.7719535024,3
3.468649,910691,1013,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,3.3950308928,9
1.836927,910691,1142,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.8268564679,1
-1.312393,909735,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,-0.680093973,2
5.930567,1240127,193,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,6.2079003012,10
5.580561,1240127,1219,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,2.7255154905,8
4.208199,907051,1025,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,5.1243966146,6
-1.323447,907051,283,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,-1.741015191,3
1.182704,1240174,1161,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,1.081983563,9
5.378986,1240127,298,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,5.4991862917,1
4.402318,909735,263,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,4.3785552592,9
2.233886,930082,288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,3.346644265,5
5.376298,1240127,329,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.7917139816,2
3.233358,1240127,294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.6815714119,4.8531678705,0.753946,0,0,0,65.402407281,61.176622162,5.2181847614,5
2.678844,909735,287,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.2825612955,8
3.954591,910781,293,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,3.1245453673,4
-0.369458,910691,235,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,2.2577327546,3.7433573765,0,0.808713,0,0,41.709816752,45.896881096,0.6084738778,8
3.328178,924187,275,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,4.0439454895,6
4.183972,910781,1219,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,0.7824047795,1
-0.948643,907000,155,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,2.0060246273,3.2637734427,0,0,0,2.9116191021,53.978551127,41.164206969,-0.834197056,10
2.901185,924187,295,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,4.2864208009,9
4.681879,907051,1194,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,4.2188228785,8
3.744036,910691,293,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,4.0047178984,8
3.578233,909735,345,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.5786454061,3
3.978412,924187,1015,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,4.074251056,4
1.809337,910691,257,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.5531157623,1
1.080414,924187,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.106322406,3
4.925732,930082,329,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,3.414211057,5
2.841715,1240174,1030,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,3.3692573302,9
3.569885,930082,1373,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,4.1048631012,8
4.96981,910691,1039,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,5.2143981877,4
1.452467,910781,178,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,2.1290114296,10
1.8224412432,908130,1014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.9667921549,4.3899321223,0.82717,0,0,0,58.893869828,42.577808838,1.9107572961,3
0.799783,930082,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.3393099447,8
2.472582,907000,176,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.0060246273,3.2637734427,0,0,0,2.9116191021,53.978551127,41.164206969,2.8434452606,1
1.612173,907051,1021,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,2.0434365277,9
2.942022,930082,1203,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,2.3755871905,4
4.760597,930082,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,4.721574446,8
4.40538,910781,206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0.753089,0,0,55.651077717,43.758496497,3.5862734711,1
2.011299,909735,1013,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,1.7009968936,3
3.577323,924187,249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.6203584085,1
2.070258,907051,158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,1.339468803,6
3.686949,910691,221,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,3.2701908106,6
0.502095,930082,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.9696202867,2
4.233414,907000,253,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,4.7979628381,4
-0.11246,930082,56,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,0.7175463922,2
-1.746574,910691,252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,1.508537027,5
1.927139,1240174,219,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,2.4946618274,4
4.483534,1240127,292,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.3100554131,2
3.628302,1240127,305,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,3.9683564209,4
-3.189763,930082,53,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,-2.895070707,3
2.521767,908130,1029,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,1.8331843773,5
3.648908,910781,262,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,2.6076594542,2
5.951341,910691,193,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,5.5905190359,1
3.971674,924187,185,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.7594200351,3
1.206376,1240174,331,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1.931980783,4.1827978152,0,0,0,0,65.220437023,49.770148906,3.4348226673,10
4.09081,1240127,1242,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3.6815714119,4.8531678705,0,0,2.894,0,65.402407281,61.176622162,3.1523047129,4
2.228957,907000,1019,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,2.6612581873,4
3.827448,907051,1129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,4.1723660616,3
-2.172091,908130,159,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,-0.744585279,3
1.939231,907051,1372,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,1.9386260939,5
5.658187,1240127,275,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,3.6815714119,4.8531678705,0,1.551295,0,0,65.402407281,61.176622162,4.937396769,3
1.70786,910691,152,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.2577327546,3.7433573765,0,0.808713,0,0,41.709816752,45.896881096,1.5735829682,1
2.583061,924187,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,2.965934712,4
4.576216,1240127,281,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0,0,2.894,0,65.402407281,61.176622162,5.6404712309,3
1.420533,907000,158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,0.4604003898,7
1.191894,924187,235,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,1.4333089809,1
3.624982,910691,1049,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,2.4020265805,9
1.615005,930082,63,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.8203546879,2
3.329123,907051,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0.740448,0,0,0,66.532800514,50.940437967,4.0831533911,2
2.631424,1240127,1052,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.0467624214,2
0.890459,1240127,184,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3.6815714119,4.8531678705,0,1.551295,0,0,65.402407281,61.176622162,1.8703355796,5
1.714454,910691,1060,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,0.1322268212,2
4.065412,930082,298,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,4.4497657066,5
3.998614,908130,293,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,4.4685188875,10
1.684674,909735,158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,0.2453459709,1
1.862379,910781,1015,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.5312781323,2.1709069768,3.3662167461,0,0,0,0,55.651077717,43.758496497,1.7002922155,4
4.410488,910691,345,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2.2577327546,3.7433573765,0,0,0,0,41.709816752,45.896881096,4.2034883318,4
5.073953,924187,1054,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2.6533508085,4.2021384011,0,0,0,0,53.031920022,66.260411153,3.9120393146,4
5.335571,930082,229,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,4.2371065001,10
2.73936,909735,1015,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,14.449119202,1.9784991522,3.5829747542,0,0,0,0,33.109989902,38.06197215,2.062929218,9
2.982232,907051,235,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,3.6207378636,2
5.578913,930082,263,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,5.0883546096,1
3.519809,907051,1052,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,3.3815157881,8
2.888055,908130,249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,2.3694154522,10
2.828964,908130,202,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1.9667921549,4.3899321223,0.82717,0,0,0,58.893869828,42.577808838,2.2301289131,5
-0.01506,930082,1014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.9632637271,2.0219194553,3.597451008,0,0,0,0,52.82105596,36.521333326,1.3839804674,6
2.164031,908130,302,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,0.7767970969,9
1.192922,907000,302,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0060246273,3.2637734427,0,0,0,0,53.978551127,41.164206969,0.4197611868,4
5.591403,908130,230,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1.9667921549,4.3899321223,0,0,0,0,58.893869828,42.577808838,5.1076849921,5
4.241316,907051,262,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,4.0626341607,7
3.920185,907051,226,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,3.4323658044,4.6672182298,0,0,0,0,66.532800514,50.940437967,4.2199163996,5
4.404549,1240127,304,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.6815714119,4.8531678705,0,0,0,0,65.402407281,61.176622162,4.971556823,3
